"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.619374760E2,9.099678695E-2,3.494181670E-3,1.134734005E-1
1.619474410E2,1.189494357E-1,-3.625555895E-3,1.178696826E-1
1.619574060E2,1.038509086E-1,-5.572592840E-3,1.334252059E-1
1.619673710E2,7.029810548E-2,-6.531076506E-4,9.128816426E-2
1.619773360E2,2.749423962E-3,3.896727413E-2,5.834353343E-2
1.619873010E2,-3.979014978E-2,5.048362538E-2,2.794440649E-2
1.619972660E2,-5.385696515E-2,3.355044872E-2,-2.346259169E-2
1.620072310E2,-9.407318383E-2,8.199172467E-2,-3.829211742E-2
1.620171960E2,-9.786418825E-2,5.377499759E-2,-3.601644561E-2
1.620271610E2,-8.186768740E-2,2.152011357E-2,-2.817254514E-2
1.620371260E2,-5.614581332E-2,-1.436092239E-2,-4.165213555E-2
1.620470910E2,-2.367355675E-2,-2.301530913E-2,-5.742112547E-2
1.620570560E2,1.696042158E-2,-3.010064736E-2,-5.332198739E-2
1.620670210E2,2.839498781E-2,-2.483924106E-2,-3.260148689E-2
1.620769860E2,3.076849040E-3,-2.635218389E-2,2.407098655E-3
1.620869520E2,-3.952309489E-2,-4.104478285E-2,1.715582423E-2
1.620969170E2,-8.253607899E-2,-3.964529186E-2,2.894270793E-2
1.621068820E2,-6.052425131E-2,-3.968856111E-2,3.392876312E-2
1.621168470E2,1.635455340E-2,-5.588697270E-2,3.757303208E-2
1.621268120E2,1.262696087E-1,-7.767868787E-2,8.088420331E-2
1.621367770E2,1.846650094E-1,-1.107753888E-1,9.689272940E-2
1.621467420E2,1.202662811E-1,-7.654239237E-2,9.931109846E-2
1.621567070E2,-1.386196073E-2,-2.094810456E-2,6.815051287E-2
1.621666720E2,-1.341096461E-1,5.297981948E-2,3.024093062E-2
1.621766370E2,-1.265489310E-1,6.506124884E-2,-5.023583770E-3
1.621866020E2,-1.250561234E-2,2.984450199E-2,1.157805324E-2
1.621965670E2,1.471849829E-1,-5.795752257E-2,1.755631715E-2
1.622065320E2,1.867324710E-1,-9.713153541E-2,3.872586414E-2
1.622164970E2,9.892831743E-2,-8.579047024E-2,5.944286287E-2
1.622264620E2,-4.339563847E-2,-4.695114866E-2,2.906610630E-2
1.622364270E2,-1.629278958E-1,4.860972613E-2,-5.355784670E-3
1.622463920E2,-1.461360753E-1,7.925760001E-2,-4.360034317E-2
1.622563570E2,-3.148246184E-2,5.964661390E-2,-4.098245502E-2
1.622663220E2,9.303480387E-2,-1.069366932E-3,-2.293391898E-2
1.622762870E2,1.135736331E-1,-3.325739503E-2,1.627952978E-2
1.622862520E2,4.693058878E-2,-3.115545958E-2,4.320352897E-2
1.622962170E2,-5.620964244E-2,2.097034827E-3,4.615378007E-2
1.623061820E2,-1.011030972E-1,4.114956036E-2,6.153056864E-3
1.623161470E2,-6.362869591E-2,5.663663894E-2,-3.470063210E-2
1.623261120E2,3.591411514E-3,4.220531508E-2,-3.250170872E-2
1.623360770E2,6.658556312E-2,7.345601916E-3,-3.065533936E-2
1.623460420E2,5.432102457E-2,-9.883290157E-3,-1.788887568E-2
1.623560070E2,1.720397035E-3,-9.867339395E-4,-3.197912499E-2
1.623659720E2,-6.288330257E-2,3.582809120E-2,-4.326042533E-2
1.623759370E2,-8.752153814E-2,5.249149352E-2,-6.145700812E-2
1.623859020E2,-5.743326247E-2,4.341500998E-2,-3.712644055E-2
1.623958670E2,2.361445315E-2,-5.419640802E-3,2.148796339E-3
1.624058320E2,8.113334328E-2,-5.310628936E-2,4.540028051E-2
1.624157970E2,8.857475221E-2,-6.365214288E-2,7.576324791E-2
1.624257620E2,4.995610192E-2,-5.701325089E-2,8.730944991E-2
1.624357270E2,-5.053087138E-3,-2.408246696E-2,8.804581314E-2
1.624456920E2,-1.499458402E-2,-1.273591258E-2,9.212247282E-2
1.624556570E2,3.469227999E-2,-3.665296361E-2,1.210215017E-1
1.624656220E2,1.332344264E-1,-8.803556859E-2,1.472790092E-1
1.624755870E2,1.839314252E-1,-1.215125620E-1,1.776840538E-1
1.624855530E2,1.765574962E-1,-1.420411766E-1,2.027292401E-1
1.624955180E2,1.080559343E-1,-1.218613386E-1,1.900528520E-1
1.625054830E2,2.894075215E-2,-6.227647141E-2,1.636512727E-1
1.625154480E2,-2.715021372E-2,2.095023915E-2,1.107542440E-1
1.625254137E2,-4.267302155E-2,9.233812988E-2,5.451396480E-2
1.625353787E2,1.965293847E-2,1.163798124E-1,3.319754265E-3
1.625453437E2,2.272034623E-2,1.424982995E-1,-4.812602885E-3
1.625553087E2,-8.396027610E-3,1.094697714E-1,3.428659588E-2
1.625652737E2,-5.284205452E-2,8.545285463E-2,4.790706560E-2
1.625752387E2,-6.273729354E-2,7.429607213E-2,6.129424646E-2
1.625852037E2,-4.169877246E-2,6.879200786E-2,5.852338672E-2
1.625951687E2,-1.822620444E-2,8.945414424E-2,2.426155657E-2
1.626051337E2,-6.302250084E-3,9.981314838E-2,1.373897679E-2
1.626150987E2,-4.143999889E-2,1.051855460E-1,3.156165034E-2
1.626250637E2,-5.984381214E-2,1.168292761E-1,5.574476346E-2
1.626350287E2,-6.679973006E-2,1.101870835E-1,5.392768979E-2
1.626449937E2,-1.041458175E-2,8.942325413E-2,5.798320845E-2
1.626549587E2,6.094535068E-2,4.153961688E-2,6.499237567E-2
1.626649237E2,9.144303203E-2,1.847983338E-2,7.781719416E-2
1.626748887E2,5.705896020E-2,3.211664036E-3,7.489410788E-2
1.626848537E2,-4.239137843E-2,2.926632389E-2,6.424721330E-2
1.626948187E2,-9.053361416E-2,4.305217788E-2,5.347739533E-2
1.627047837E2,-5.064170808E-2,4.923240840E-2,3.690394014E-2
1.627147487E2,5.077093467E-2,2.224367112E-2,1.859124936E-2
1.627247137E2,1.354618818E-1,-4.137062002E-3,-2.557275351E-3
1.627346787E2,1.256183088E-1,1.074441522E-2,6.238613278E-3
1.627446437E2,3.355717659E-2,4.011590034E-2,1.442072261E-2
1.627546087E2,-8.770000935E-2,9.103234857E-2,1.604844630E-2
1.627645737E2,-1.274509579E-1,1.212638542E-1,-1.156310271E-2
1.627745387E2,-8.562602103E-2,1.272032559E-1,-2.285410650E-2
1.627845037E2,2.455733530E-2,8.942926675E-2,-3.483072296E-2
1.627944687E2,8.252315968E-2,5.475757271E-2,-1.636702754E-2
1.628044337E2,7.886676490E-2,4.474638402E-2,-1.117166365E-3
1.628143987E2,-5.773501843E-2,8.983875811E-2,1.108916570E-2
1.628243637E2,-2.206211835E-1,1.430805326E-1,2.541565336E-2
1.628343287E2,-2.145081609E-1,1.024625301E-1,5.783095956E-3
1.628442937E2,-1.186103150E-1,9.121017158E-2,-4.221880436E-2
1.628542587E2,1.631980762E-2,1.145435590E-2,-2.212765254E-2
1.628642237E2,1.170030460E-1,-7.207807899E-2,2.175049484E-2
1.628741887E2,1.374718398E-1,-1.039393395E-1,4.463184252E-2
1.628841537E2,7.212965935E-2,-8.511769772E-2,4.050855339E-2
1.628941197E2,-2.458249778E-2,-3.466304764E-2,5.103422329E-3
1.629040847E2,-8.526705950E-2,1.654983312E-2,-1.507856511E-2
1.629140497E2,-7.928400487E-2,2.413984202E-2,-1.279437169E-2
1.629240147E2,-1.315700077E-2,-4.188890569E-3,5.813237280E-3
1.629339797E2,5.851638690E-2,-2.998080477E-2,2.672038414E-2
1.629439447E2,8.773939312E-2,-4.686927795E-2,3.811296821E-2
1.629539097E2,2.911522985E-2,-3.911202401E-2,5.174488947E-2
1.629638747E2,-2.847331017E-2,-2.152612060E-2,3.852860630E-2
1.629738397E2,-6.625477970E-2,1.366755273E-2,5.508606322E-3
1.629838047E2,-2.923831344E-2,2.455498278E-2,-2.991243266E-2
1.629937697E2,4.017964005E-2,-1.264617965E-2,-6.246078759E-2
1.630037347E2,9.068028629E-2,-6.125528738E-2,-7.199808210E-2
1.630136997E2,8.405886590E-2,-8.677662164E-2,-4.254671186E-2
1.630236647E2,1.756399497E-2,-9.768852592E-2,-4.052769020E-2
1.630336297E2,-4.216245189E-2,-6.534017622E-2,-7.391627133E-2
1.630435947E2,-9.033545107E-2,-3.644817322E-2,-1.032961980E-1
1.630535597E2,-4.689396545E-2,-3.620902449E-2,-1.156910807E-1
1.630635247E2,9.136134759E-3,-3.113580495E-2,-1.063150913E-1
1.630734897E2,5.577713624E-2,-6.386844814E-2,-1.087311059E-1
1.630834547E2,1.103082951E-2,-4.574387521E-2,-1.126951501E-1
1.630934197E2,-6.036159396E-2,-1.955888048E-2,-1.106996387E-1
1.631033847E2,-1.015982851E-1,6.678574719E-3,-9.392669797E-2
1.631133497E2,-7.940376550E-2,-7.404591888E-4,-9.068509936E-2
1.631233147E2,-1.896142215E-2,-2.432633191E-2,-8.927310258E-2
1.631332797E2,3.173584491E-2,-6.144253910E-2,-1.080321446E-1
1.631432447E2,6.470452249E-2,-1.060382277E-1,-1.150665283E-1
1.631532097E2,2.282898128E-2,-1.210035905E-1,-8.879604191E-2
1.631631747E2,-3.857238591E-2,-1.176189333E-1,-6.662420183E-2
1.631731397E2,-9.259594232E-2,-9.137986600E-2,-6.789772213E-2
1.631831047E2,-6.137150526E-2,-8.386170864E-2,-8.194886893E-2
1.631930697E2,2.477909252E-2,-9.770002961E-2,-7.588271797E-2
1.632030347E2,1.298190355E-1,-1.367126703E-1,-5.976438522E-2
1.632129997E2,1.569332182E-1,-1.642007530E-1,-4.251455888E-2
1.632229647E2,7.782954723E-2,-1.396043897E-1,-2.903438918E-2
1.632329297E2,-2.822205238E-2,-1.048677266E-1,-1.667146198E-2
1.632428947E2,-8.766348660E-2,-6.300980598E-2,-3.196889162E-2
1.632528597E2,-7.698313892E-2,-3.535820171E-2,-5.868066102E-2
1.632628247E2,-1.900157705E-2,-4.837033898E-2,-6.340293586E-2
1.632727897E2,6.667630374E-2,-7.752875239E-2,-3.905018792E-2
1.632827547E2,1.004577726E-1,-1.028605253E-1,-5.318557844E-3
1.632927207E2,6.913686544E-2,-1.174653023E-1,1.074802689E-2
1.633026857E2,1.062318217E-2,-1.067303792E-1,-2.550642006E-3
1.633126507E2,-4.055105522E-2,-7.553304732E-2,-3.514320776E-2
1.633226157E2,-5.474055931E-2,-5.391867459E-2,-5.040162802E-2
1.633325807E2,-1.034460124E-2,-4.770338908E-2,-5.040349066E-2
1.633425457E2,3.714982420E-2,-6.128381193E-2,-2.392108366E-2
1.633525107E2,6.872159243E-2,-8.340562135E-2,2.505462617E-3
1.633624757E2,4.587478936E-2,-7.738064229E-2,-5.424216506E-4
1.633724407E2,8.842203766E-3,-4.845631868E-2,-2.292762324E-2
1.633824057E2,-3.009190038E-2,-9.646542370E-3,-3.644568846E-2
1.633923707E2,-4.043934494E-2,1.363108307E-2,-4.235976934E-2
1.634023357E2,-2.328518592E-2,-2.107713372E-4,-2.314980701E-2
1.634123007E2,2.533774264E-2,-2.979849093E-2,-1.021601725E-3
1.634222657E2,5.532188714E-2,-6.623735279E-2,3.891189769E-2
1.634322307E2,8.921433240E-2,-8.856263757E-2,5.895092152E-3
1.634421957E2,5.148027465E-2,-3.701303154E-2,-3.645777702E-2
1.634521607E2,-3.136986867E-2,1.051240973E-2,-5.751778930E-2
1.634621257E2,-1.133513078E-1,6.307169050E-2,-4.518739507E-2
1.634720907E2,-1.026765630E-1,4.666049406E-2,-3.687753528E-2
1.634820557E2,-2.337675914E-2,-1.087059826E-2,-1.098857727E-2
1.634920207E2,5.573190749E-2,-7.861528546E-2,2.887441777E-2
1.635019857E2,8.751245588E-2,-1.091925800E-1,6.457183510E-2
1.635119507E2,6.608705968E-2,-9.120292962E-2,6.668372452E-2
1.635219157E2,9.731619619E-3,-4.036990553E-2,4.469208792E-2
1.635318805E2,-3.444782272E-2,4.033775069E-3,-1.317478833E-3
1.635418455E2,-5.435241386E-2,5.339862406E-2,-3.788975999E-2
1.635518105E2,-4.357433692E-2,5.873266980E-2,-3.306757286E-2
1.635617755E2,-4.127595574E-3,2.059061080E-2,2.831571735E-3
1.635717405E2,4.334431887E-2,-3.467717022E-2,4.769864678E-2
1.635817055E2,5.456187949E-2,-6.883759052E-2,6.219080463E-2
1.635916705E2,3.656103835E-2,-6.402792037E-2,4.116994143E-2
1.636016355E2,3.471119329E-3,-4.215441644E-2,8.388094604E-3
1.636116005E2,-1.330865920E-2,-1.302715950E-2,-7.100583520E-3
1.636215655E2,1.375692617E-2,-1.124339644E-2,-2.419859543E-2
1.636315305E2,3.404382244E-2,-8.919255808E-3,-1.795561239E-2
1.636414955E2,4.212934151E-2,-3.551580757E-2,-2.770760097E-2
1.636514605E2,1.679069549E-2,-4.224588349E-2,-4.206043854E-2
1.636614255E2,-9.276777506E-3,-2.356112935E-2,-2.614983916E-2
1.636713915E2,-1.636771113E-2,-2.656331286E-2,-1.926257974E-3
1.636813565E2,2.605523914E-2,-3.929451853E-2,2.637956850E-2
1.636913215E2,8.268549293E-2,-6.307893991E-2,5.752443522E-2
1.637012865E2,1.221916080E-1,-9.060144424E-2,7.235474139E-2
1.637112515E2,1.120612100E-1,-9.382626414E-2,4.931893200E-2
1.637212165E2,5.725169182E-2,-5.448454618E-2,3.446928784E-2
1.637311815E2,1.483898796E-2,-2.596579026E-3,1.451901626E-2
1.637411465E2,3.313808702E-3,1.329008676E-2,-4.840196110E-3
1.637511115E2,3.284560516E-2,-3.783209249E-4,-9.497531690E-3
1.637610765E2,5.367473885E-2,-2.825022489E-2,-1.053585904E-3
1.637710415E2,4.554863647E-2,-5.031052232E-2,4.523872398E-3
1.637810065E2,1.760980114E-2,-4.192139953E-2,-1.537120342E-2
1.637909715E2,4.940345418E-3,-2.383507416E-2,-2.750989050E-2
1.638009365E2,1.060019899E-2,-1.487770118E-2,-4.146616161E-2
1.638109015E2,3.742995113E-2,-2.882920206E-2,-1.462336164E-2
1.638208665E2,6.769576669E-2,-6.021661311E-2,1.935133338E-2
1.638308315E2,8.245713264E-2,-6.022273749E-2,3.806243837E-2
1.638407965E2,8.835551143E-2,-6.725067645E-2,6.635034829E-2
1.638507615E2,7.087185979E-2,-6.200984493E-2,9.281338006E-2
1.638607265E2,6.213226169E-2,-5.085390806E-2,1.457092911E-1
1.638706915E2,6.428329647E-2,-4.306948930E-2,1.622869372E-1
1.638806565E2,2.564974129E-2,1.213294268E-2,1.593713760E-1
1.638906215E2,4.903735593E-2,2.105000615E-2,1.674921513E-1
1.639005865E2,5.583974719E-2,-9.802470915E-3,1.507763118E-1
1.639105515E2,4.070713371E-2,2.972869202E-2,1.158289835E-1
1.639205165E2,2.233711630E-2,6.453052908E-2,7.236660272E-2
1.639304815E2,2.923896536E-2,7.466331869E-2,2.246296033E-2
1.639404465E2,6.146495417E-2,8.116020262E-2,1.088799350E-2
1.639504115E2,1.331340820E-1,3.478099033E-2,1.630379818E-2
1.639603765E2,2.095220387E-1,-2.882801928E-2,5.655628443E-2
1.639703415E2,2.426275313E-1,-9.247916192E-2,9.560807794E-2
1.639803065E2,2.070114315E-1,-8.801784366E-2,8.777927607E-2
1.639902715E2,1.145326421E-1,-7.033792138E-2,3.252987191E-2
1.640002365E2,1.379209943E-2,-4.089363664E-2,-5.757009238E-2
1.640102015E2,-5.136853084E-2,8.571387269E-3,-1.315417737E-1
1.640201665E2,-7.508313656E-2,2.637077309E-2,-1.447718441E-1
1.640301315E2,-6.043548137E-2,4.559160769E-2,-1.070660129E-1
1.640400975E2,-1.307688188E-2,4.774739593E-2,-4.399958253E-2
1.640500625E2,2.421296574E-2,3.946257010E-2,2.559520677E-2
1.640600275E2,2.840813249E-3,1.799449325E-2,4.708128050E-2
1.640699925E2,-3.308735788E-2,1.630232111E-2,4.199757427E-2
1.640799575E2,-6.586673111E-2,3.257513791E-2,1.970897801E-2
1.640899225E2,-5.256957188E-2,3.242679685E-2,1.494431496E-2
1.640998875E2,2.986592241E-3,6.446857937E-3,3.285816684E-2
1.641098525E2,6.723695248E-2,-3.077454492E-2,4.405569285E-2
1.641198175E2,6.680529565E-2,-6.285497546E-2,6.354380399E-2
1.641297825E2,1.399640646E-2,-5.131230503E-2,7.019425184E-2
1.641397475E2,-5.866786465E-2,-2.895488869E-3,4.694653675E-2
1.641497125E2,-9.026920050E-2,1.653946191E-2,9.917676449E-3
1.641596775E2,-7.529999316E-2,4.765486345E-2,-3.657629713E-2
1.641696425E2,-5.603229627E-2,6.127586961E-2,-5.095736682E-2
1.641796075E2,-3.855087981E-2,5.924777687E-2,-5.665016547E-2
1.641895725E2,-3.484988213E-2,5.395874381E-2,-7.347016037E-2
1.641995375E2,-5.181382969E-2,2.227994241E-2,-8.205043525E-2
1.642095025E2,-9.150131792E-2,2.755433321E-2,-7.507748157E-2
1.642194675E2,-1.093075424E-1,2.009259909E-2,-8.336030692E-2
1.642294325E2,-1.343386024E-1,3.060489520E-2,-8.521492779E-2
1.642393975E2,-1.071731597E-1,3.513230383E-2,-4.936143756E-2
1.642493625E2,-8.440846205E-2,4.905477911E-2,-3.316447604E-3
1.642593275E2,-8.835566044E-2,7.779438049E-2,-3.124055825E-2
1.642692925E2,-1.017452329E-1,9.261514246E-2,-6.708431244E-2
1.642792575E2,-8.257553726E-2,7.966910303E-2,-7.106049359E-2
1.642892225E2,-5.887659267E-2,5.005608872E-2,-3.748016432E-2
1.642991875E2,-3.932024539E-2,4.380218312E-2,1.191957155E-3
1.643091525E2,-4.436933249E-2,5.884584412E-2,-1.188150048E-2
1.643191175E2,-4.110253602E-2,5.324272439E-2,-1.522405818E-2
1.643290825E2,-1.687629148E-2,4.180551320E-2,-7.284642197E-3
1.643390475E2,1.576746628E-2,2.246265858E-2,-2.472541993E-3
1.643490125E2,3.425806016E-2,1.883879304E-3,1.568515785E-2
1.643589775E2,4.356462136E-2,6.209854037E-4,1.814140566E-2
1.643689425E2,1.525362302E-2,3.036716208E-2,1.099241618E-2
1.643789075E2,-9.014927782E-3,5.476452038E-2,-8.442978375E-3
1.643888735E2,-3.443986177E-2,7.535767555E-2,-3.051152825E-2
1.643988385E2,-5.217022076E-2,9.980526567E-2,-4.237825051E-2
1.644088035E2,-5.866753310E-2,9.905532002E-2,-3.507746011E-2
1.644187685E2,-5.883795768E-2,8.941835165E-2,-1.040394418E-2
1.644287335E2,-3.978516906E-2,7.135652751E-2,1.235489734E-2
1.644386985E2,-2.031158283E-2,4.753928259E-2,3.412983194E-2
1.644486635E2,1.104633976E-2,3.494306281E-2,9.612209350E-2
1.644586285E2,-2.240242995E-2,7.723033428E-2,1.830588579E-1
1.644685935E2,-7.403765619E-2,7.791556418E-2,1.242940798E-1
1.644785585E2,-5.137462914E-2,5.649745464E-2,6.912229210E-2
1.644885235E2,2.260851860E-2,2.985755913E-3,5.295264348E-2
1.644984885E2,1.013325825E-1,-3.966332227E-2,3.564689681E-2
1.645084535E2,1.188857481E-1,-2.841838822E-2,3.206627443E-2
1.645184185E2,9.316775948E-2,-4.343631864E-2,3.458000720E-2
1.645283837E2,6.331399083E-2,-3.401698172E-2,4.413303360E-2
1.645383487E2,7.615696639E-2,-3.337837756E-2,1.855312660E-2
1.645483137E2,1.124973968E-1,-2.423814125E-2,1.091044862E-3
1.645582787E2,1.536045223E-1,-8.630783297E-3,-1.611833088E-2
1.645682437E2,1.201786399E-1,1.557122543E-2,5.063652992E-3
1.645782087E2,3.711401671E-2,5.154883862E-2,3.169869632E-2
1.645881737E2,-4.921314865E-2,7.075289637E-2,1.591307856E-2
1.645981387E2,-9.481271356E-2,1.057743579E-1,-1.252209395E-2
1.646081037E2,-8.573798835E-2,1.105078608E-1,-2.547890507E-2
1.646180687E2,-1.982121356E-2,8.700083196E-2,-2.617036365E-2
1.646280337E2,5.798596889E-2,2.059011348E-2,1.498813974E-3
1.646379987E2,8.426343650E-2,-2.158002742E-2,4.542289674E-2
1.646479637E2,6.211525947E-2,-1.969530806E-2,6.578276306E-2
1.646579287E2,3.244937398E-3,-1.401678193E-3,5.090857670E-2
1.646678937E2,-5.086383969E-2,4.354635626E-2,1.055715978E-2
1.646778587E2,-7.136671245E-2,8.259708434E-2,-3.966121934E-3
1.646878237E2,-4.634498805E-2,9.311710298E-2,-3.662521485E-3
1.646977887E2,6.423951127E-4,9.097037464E-2,9.389691986E-3
1.647077537E2,1.670205593E-2,9.397255629E-2,1.031673793E-2
1.647177187E2,5.122063449E-4,1.040118784E-1,5.747996038E-4
1.647276847E2,-4.295803979E-2,1.174515262E-1,-2.075738646E-2
1.647376497E2,-8.902666718E-2,1.278573871E-1,-3.839005157E-2
1.647476147E2,-1.027400792E-1,1.116110384E-1,-3.543341160E-2
1.647575797E2,-7.381856441E-2,7.604533434E-2,1.901010238E-2
1.647675447E2,-6.284795702E-3,2.314484119E-2,8.639752865E-3
1.647775097E2,4.093276337E-3,1.913065836E-2,2.562139928E-2
1.647874747E2,-1.723438129E-2,1.230204664E-2,9.884915780E-4
1.647974397E2,-7.967242599E-2,4.649837315E-2,-5.526759662E-3
1.648074047E2,-9.256131947E-2,6.448084116E-2,-1.570908912E-2
1.648173697E2,-6.809268147E-2,6.742457300E-2,-7.402166724E-3
1.648273347E2,8.515537716E-3,3.695907816E-2,1.397715788E-2
1.648372997E2,5.103341490E-2,1.044976525E-2,3.233686090E-2
1.648472647E2,4.364740476E-2,-7.903675549E-3,5.718788505E-2
1.648572297E2,-2.242200077E-3,1.630604267E-3,5.226136744E-2
1.648671947E2,-4.387699440E-2,4.158121720E-2,5.213433504E-2
1.648771597E2,-2.886842005E-2,5.676371977E-2,1.204909105E-2
1.648871247E2,1.746214111E-3,6.822383404E-2,-1.071238774E-3
1.648970897E2,2.077216096E-2,5.220126733E-2,3.291517124E-2
1.649070547E2,4.210835323E-4,6.509175897E-2,6.256494671E-2
1.649170197E2,-2.802661806E-2,6.773639470E-2,7.155051921E-3
1.649269847E2,-5.955391750E-2,5.306078121E-2,-9.068696527E-4
1.649369497E2,-6.481958181E-2,2.599059790E-2,7.822670974E-3
1.649469147E2,-3.288508579E-2,3.996616229E-3,3.344033612E-3
1.649568797E2,7.933227345E-3,-8.904120885E-3,8.778469637E-3
1.649668447E2,4.424409568E-2,-2.505406179E-2,-1.314653642E-2
1.649768097E2,9.149161633E-4,1.971051097E-5,-8.090732154E-4
1.649867747E2,-4.631784558E-2,-1.629319042E-3,-6.689909496E-4
1.649967397E2,-7.777061313E-2,1.140498277E-2,-1.402491517E-2
1.650067047E2,-4.552026838E-2,4.795283079E-3,-1.476127934E-2
1.650166697E2,2.532121539E-2,-2.239843085E-2,-1.568846777E-2
1.650266347E2,7.681902498E-2,-2.875592932E-2,-9.307533503E-3
1.650365997E2,7.726727426E-2,-2.326116338E-2,-1.729427138E-3
1.650465647E2,1.757917367E-2,-7.095242850E-3,4.006755538E-3
1.650565297E2,-4.634068161E-2,1.332471147E-3,-5.047904328E-3
1.650664957E2,-7.944430411E-2,-5.787223112E-3,1.394003630E-4
1.650764607E2,-4.267902300E-2,-3.592354059E-2,9.993704036E-3
1.650864257E2,3.022820875E-2,-8.420825005E-2,2.637187764E-2
1.650963907E2,8.507050574E-2,-1.093552560E-1,4.327326268E-2
1.651063557E2,9.314068407E-2,-1.188052222E-1,5.690598115E-2
1.651163207E2,6.443522125E-2,-1.138568074E-1,5.283570290E-2
1.651262857E2,3.031080961E-2,-8.852215856E-2,2.750957385E-2
1.651362507E2,6.603614893E-3,-6.775242835E-2,1.248481777E-2
1.651462157E2,1.225643978E-2,-6.493639946E-2,-2.216896508E-3
1.651561807E2,2.596876957E-2,-6.049392000E-2,1.348736789E-2
1.651661457E2,4.816089198E-2,-8.915247023E-2,4.349480197E-2
1.651761107E2,7.421422750E-2,-1.010917798E-1,2.388485707E-2
1.651860757E2,6.426519156E-2,-7.159034163E-2,3.197953571E-3
1.651960407E2,3.571663424E-2,-8.858796954E-2,-1.143619642E-1
1.652060057E2,2.526532300E-2,-9.761875123E-2,-9.618828446E-2
1.652159707E2,2.671811916E-2,-8.754853159E-2,-5.899534444E-4
1.652259357E2,-4.276016261E-3,-8.499642462E-2,1.071862690E-2
1.652359007E2,-2.332761511E-2,-5.416671187E-2,-6.365007907E-2
1.652458657E2,-2.000638843E-2,-6.554826349E-2,-1.142408177E-1
1.652558307E2,9.780070744E-3,-8.328308165E-2,-1.072285026E-1
1.652657957E2,2.549804933E-2,-8.164098114E-2,-1.210282072E-1
1.652757607E2,1.568087749E-2,-7.138407230E-2,-1.364091188E-1
1.652857257E2,-2.551609464E-2,-5.525597185E-2,-1.281972677E-1
1.652956907E2,-5.767226964E-2,-3.488475084E-2,-1.054592207E-1
1.653056557E2,-7.623636723E-2,-1.655554399E-2,-9.964341670E-2
1.653156207E2,-9.294980764E-2,1.613443159E-2,-9.760329872E-2
1.653255857E2,-7.151535898E-2,2.787577733E-2,-7.704290003E-2
1.653355507E2,-2.275234833E-2,2.761451900E-2,-6.303866953E-2
1.653455157E2,2.574381605E-2,2.125355974E-2,-3.008151799E-2
1.653554807E2,4.968351871E-2,2.334530465E-3,3.224284155E-3
1.653654457E2,4.571833834E-2,-1.281219907E-2,1.618402451E-2
1.653754107E2,8.474258706E-3,-2.069702744E-2,2.146170661E-2
1.653853767E2,-3.490171209E-2,-2.290185913E-2,1.349299494E-2
1.653953417E2,-5.224212259E-2,-2.495383099E-2,7.893794216E-3
1.654053067E2,-4.092768580E-2,-3.369858861E-2,2.374393167E-3
1.654152717E2,-5.439325236E-3,-4.338054359E-2,5.596396513E-3
1.654252367E2,2.675190009E-2,-4.793455079E-2,-1.320152637E-2
1.654352017E2,2.846787870E-2,-1.953716949E-2,-2.512740344E-2
1.654451667E2,2.565442119E-3,8.573296480E-3,-2.994692512E-2
1.654551317E2,-5.135652050E-2,2.089764550E-2,-2.363607753E-3
1.654650967E2,-8.417252451E-2,1.483682264E-2,-1.773983822E-3
1.654750617E2,-9.419785440E-2,1.476315688E-2,1.536312420E-2
1.654850267E2,-4.732488096E-2,-9.610624984E-3,-4.867312964E-3
1.654949917E2,2.229934558E-2,-4.536399152E-3,-2.187805437E-2
1.655049567E2,6.994117051E-2,-8.626215160E-3,-3.082254715E-2
1.655149217E2,5.170504749E-2,1.421301253E-2,-3.799273819E-2
1.655248867E2,-2.969074249E-2,4.568145424E-2,-1.609429484E-3
1.655348508E2,-1.017077789E-1,4.493514448E-2,-6.689170375E-3
1.655448158E2,-1.533555388E-1,6.464173645E-2,-4.774685949E-2
1.655547808E2,-1.461942345E-1,7.332378626E-2,-8.141028881E-2
1.655647458E2,-8.457083255E-2,5.821247771E-2,-8.687856048E-2
1.655747108E2,1.808263548E-2,3.708942607E-2,-9.222010523E-2
1.655846758E2,7.722185552E-2,2.033601142E-2,-6.317434460E-2
1.655946408E2,6.859012693E-2,8.360280655E-3,-3.489758447E-2
1.656046058E2,-2.379389713E-3,2.005289122E-2,-2.181267180E-2
1.656145708E2,-9.050671011E-2,4.401917011E-2,-4.133433476E-2
1.656245358E2,-1.541932821E-1,6.277634203E-2,-4.648142681E-2
1.656345008E2,-1.205183715E-1,4.144363105E-2,-1.235364471E-2
1.656444658E2,-7.179823238E-3,-1.127683464E-2,1.008987892E-2
1.656544308E2,1.030361205E-1,-5.878496915E-2,5.153781548E-2
1.656643958E2,1.398780197E-1,-7.654160261E-2,5.391388759E-2
1.656743608E2,6.025664136E-2,-2.636732534E-2,6.224741787E-2
1.656843258E2,-3.961163387E-2,9.484414943E-3,4.562290013E-2
1.656942908E2,-1.034849882E-1,4.751679674E-2,3.242193907E-2
1.657042558E2,-5.571373552E-2,3.641780838E-2,2.048298717E-2
1.657142218E2,2.671285532E-2,-4.401728511E-4,1.935883798E-2
1.657241868E2,8.404938132E-2,-3.120394424E-2,4.933857545E-2
1.657341518E2,8.019340783E-2,-4.705087841E-2,6.564603746E-2
