"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.638961822E2,2.998265076E-1,1.193318481E0,9.499844971E0
5.639061472E2,2.344125366E-1,1.199306030E0,9.533824310E0
5.639161127E2,1.737886047E-1,1.187480621E0,9.554181976E0
5.639260777E2,1.821711731E-1,1.176852722E0,9.586664429E0
5.639360437E2,2.487826538E-1,1.169967041E0,9.581724701E0
5.639460087E2,3.007246399E-1,1.138382721E0,9.534423065E0
5.639559747E2,3.115022278E-1,1.066382446E0,9.512269135E0
5.639659397E2,3.787124634E-1,1.008901978E0,9.506131897E0
5.639759047E2,4.942721558E-1,1.023122406E0,9.543105011E0
5.639858707E2,5.044509888E-1,1.012344818E0,9.634115753E0
5.639958357E2,4.099974060E-1,9.918374634E-1,9.801168365E0
5.640058017E2,3.585044861E-1,9.548643494E-1,9.956694946E0
5.640157667E2,4.258644104E-1,9.171427917E-1,9.998458099E0
5.640257317E2,5.143304443E-1,8.876541138E-1,9.968969421E0
5.640356977E2,5.222639465E-1,8.885522461E-1,9.981543274E0
5.640456627E2,4.393363953E-1,8.866062927E-1,1.005025040E1
5.640556287E2,3.921844482E-1,9.445358276E-1,1.010144394E1
5.640655937E2,3.326083374E-1,1.049168243E0,1.014844620E1
5.640755597E2,2.179467773E-1,1.157542877E0,1.011925690E1
5.640855247E2,9.056167603E-2,1.230590973E0,9.981094208E0
5.640954897E2,4.924758911E-2,1.283281403E0,9.807754669E0
5.641054557E2,3.757186890E-2,1.324745178E0,9.624086609E0
5.641154207E2,5.538482666E-3,1.314865723E0,9.537416840E0
5.641253867E2,-8.831634521E-3,1.272503815E0,9.585466919E0
5.641353517E2,-2.754272461E-2,1.240919495E0,9.650282135E0
5.641453177E2,-8.128097534E-2,1.233435059E0,9.705666962E0
5.641552827E2,-1.651066589E-1,1.255439301E0,9.730814667E0
5.641652477E2,-2.267784119E-1,1.279090118E0,9.680818634E0
5.641752137E2,-2.532733154E-1,1.317560120E0,9.603728943E0
5.641851787E2,-1.990859985E-1,1.324745178E0,9.591155090E0
5.641951447E2,-1.281335449E-1,1.267564087E0,9.582323456E0
5.642051097E2,-6.601272583E-2,1.194965057E0,9.623338165E0
5.642150747E2,6.466552734E-2,1.163680115E0,9.674681396E0
