"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.059950308E1,4.634481812E1,-2.119790649E1,-4.980844879E1
1.060946808E1,4.645156860E1,-2.087110138E1,-5.007052231E1
1.061943308E1,4.660881042E1,-2.076596069E1,-5.011480713E1
1.062939808E1,4.675880432E1,-2.058115005E1,-5.008255005E1
1.063936308E1,4.692550659E1,-2.026628494E1,-5.011293793E1
1.064932808E1,4.704362488E1,-1.991552734E1,-5.030483246E1
1.065929308E1,4.743647766E1,-1.970316315E1,-5.026630020E1
1.066925808E1,4.730635071E1,-1.963352203E1,-5.037683105E1
1.067922308E1,4.746067810E1,-1.942517090E1,-5.060105515E1
1.068918808E1,4.729428101E1,-1.928036880E1,-5.085081100E1
1.069915308E1,4.728656006E1,-1.899725723E1,-5.123574066E1
1.070911808E1,4.743284607E1,-1.883452606E1,-5.138534927E1
1.071908308E1,4.757698059E1,-1.871018600E1,-5.173247147E1
1.072904808E1,4.754580688E1,-1.867378235E1,-5.200443649E1
1.073901208E1,4.756837463E1,-1.876869583E1,-5.225033188E1
1.074897708E1,4.747520447E1,-1.884994888E1,-5.232830429E1
1.075894208E1,4.743807983E1,-1.883166885E1,-5.239192200E1
1.076890708E1,4.734413147E1,-1.889103699E1,-5.245988083E1
1.077887208E1,4.750621033E1,-1.915927124E1,-5.240915298E1
1.078883708E1,4.755923462E1,-1.923812485E1,-5.265042496E1
1.079880208E1,4.759074402E1,-1.915975952E1,-5.267936707E1
1.080876708E1,4.757853699E1,-1.936606979E1,-5.252400970E1
1.081873208E1,4.770005798E1,-1.934210968E1,-5.241770172E1
1.082869708E1,4.771366882E1,-1.939066696E1,-5.227215195E1
1.083866208E1,4.771366882E1,-1.939066696E1,-5.227215195E1
1.084862708E1,4.768745422E1,-1.930619812E1,-5.241402817E1
1.085859208E1,4.786045837E1,-1.947408295E1,-5.255233383E1
1.086855708E1,5.018032837E1,-2.378159904E1,-5.471772003E1
1.087852208E1,5.041142273E1,-2.391246986E1,-5.429895401E1
1.088848708E1,5.041827393E1,-2.399869347E1,-5.419349289E1
1.089845108E1,5.062721252E1,-2.390282249E1,-5.431315613E1
1.090841608E1,5.067149353E1,-2.394533348E1,-5.417024231E1
1.091838108E1,5.096243286E1,-2.397279167E1,-5.392187119E1
1.092834608E1,5.098896790E1,-2.388025475E1,-5.390085983E1
1.093831108E1,5.140866089E1,-2.390522194E1,-5.350929642E1
1.094827608E1,5.147427368E1,-2.381363487E1,-5.352973938E1
1.095824108E1,5.171473694E1,-2.365286827E1,-5.354409409E1
1.096820608E1,5.172491455E1,-2.334753990E1,-5.367167282E1
1.097817108E1,5.206642151E1,-2.323161507E1,-5.345779800E1
1.098813608E1,5.220223999E1,-2.304471779E1,-5.360758591E1
1.099810108E1,5.245153809E1,-2.296992302E1,-5.378718948E1
1.100806608E1,5.254328918E1,-2.294565392E1,-5.396218109E1
1.101803108E1,5.270394897E1,-2.270240593E1,-5.410670471E1
1.102799608E1,5.277783203E1,-2.245310402E1,-5.424118805E1
1.103796108E1,5.309013367E1,-2.240189552E1,-5.430643845E1
1.104792608E1,5.326466370E1,-2.230470085E1,-5.439478302E1
1.105789108E1,5.330119324E1,-2.214647102E1,-5.458603668E1
1.106785508E1,5.348896790E1,-2.223422050E1,-5.468360901E1
1.107782008E1,5.348896790E1,-2.223422050E1,-5.468360901E1
1.108778508E1,5.353987122E1,-2.207904625E1,-5.471274567E1
1.109775008E1,5.358047485E1,-2.215497017E1,-5.470777130E1
1.110771508E1,5.357046509E1,-2.199647713E1,-5.493261337E1
1.111768008E1,5.370303345E1,-2.214398003E1,-5.500790405E1
1.112764508E1,5.359014893E1,-2.209086037E1,-5.515357971E1
1.113761008E1,5.365751648E1,-2.218888664E1,-5.512677002E1
1.114757508E1,5.363179016E1,-2.216950798E1,-5.543455887E1
1.115754008E1,5.363304138E1,-2.229525566E1,-5.545625687E1
1.116750508E1,5.359043884E1,-2.239558220E1,-5.545145035E1
1.117747008E1,5.365582275E1,-2.236397743E1,-5.541382980E1
1.118743508E1,5.357168579E1,-2.249945641E1,-5.546163559E1
1.119740008E1,5.368992615E1,-2.257060814E1,-5.559701920E1
1.120736508E1,5.352053833E1,-2.247025108E1,-5.568474960E1
1.121733008E1,5.349194336E1,-2.267148018E1,-5.561151505E1
1.122729508E1,5.355809021E1,-2.264449120E1,-5.571899033E1
1.123725908E1,5.369029236E1,-2.274378395E1,-5.578350830E1
1.124722408E1,5.364942932E1,-2.269994545E1,-5.590085602E1
1.125718908E1,5.367344666E1,-2.265536308E1,-5.612795639E1
1.126715408E1,5.369331360E1,-2.277572060E1,-5.630626297E1
1.127711908E1,5.370582581E1,-2.270932961E1,-5.616331482E1
1.128708408E1,5.300398254E1,-2.135609055E1,-5.670938873E1
1.129704908E1,5.298754883E1,-2.150020218E1,-5.700465012E1
1.130701408E1,5.298754883E1,-2.150020218E1,-5.700465012E1
1.131697908E1,5.320397949E1,-2.155043030E1,-5.719778824E1
1.132694408E1,5.324468994E1,-2.166911697E1,-5.734716034E1
1.133690908E1,5.337721252E1,-2.167303085E1,-5.749887466E1
1.134687408E1,5.326481628E1,-2.156764603E1,-5.788252640E1
1.135683908E1,5.323683167E1,-2.156917953E1,-5.782448196E1
1.136680408E1,5.332685852E1,-2.160157776E1,-5.795416260E1
1.137676883E1,5.336830139E1,-2.167279053E1,-5.797365952E1
1.138673383E1,5.325973511E1,-2.171027374E1,-5.813648605E1
1.139669883E1,5.350758362E1,-2.179063034E1,-5.829953003E1
1.140666283E1,5.335289001E1,-2.178049088E1,-5.868914413E1
1.141662783E1,5.353060913E1,-2.189458847E1,-5.880571747E1
1.142659283E1,5.330012512E1,-2.206543350E1,-5.878361893E1
1.143655783E1,5.331173706E1,-2.226931763E1,-5.896290970E1
1.144652283E1,5.323529053E1,-2.235986328E1,-5.938095856E1
1.145648783E1,5.333288574E1,-2.243711472E1,-5.954210663E1
1.146645283E1,5.317065430E1,-2.253949738E1,-5.967738342E1
1.147641783E1,5.339892578E1,-2.271018219E1,-5.978153229E1
1.148638283E1,5.332453918E1,-2.293044662E1,-5.980864334E1
1.149634783E1,5.335900879E1,-2.310774231E1,-5.973232651E1
1.150631283E1,5.342530823E1,-2.317744827E1,-5.983999252E1
1.151627783E1,5.362948608E1,-2.331187439E1,-5.979016495E1
1.152624283E1,5.355226135E1,-2.348558807E1,-5.987835312E1
1.153620783E1,5.368214417E1,-2.348897552E1,-5.995170975E1
1.154617283E1,5.368214417E1,-2.348897552E1,-5.995170975E1
1.155613783E1,5.363346863E1,-2.362518692E1,-5.988503265E1
1.156610283E1,5.364430237E1,-2.382529449E1,-5.980920410E1
1.157606783E1,5.375061035E1,-2.392023468E1,-5.975787735E1
1.158603283E1,5.371903992E1,-2.398161697E1,-5.970925522E1
1.159599683E1,5.386581421E1,-2.409948349E1,-5.974793243E1
1.160596183E1,5.396678162E1,-2.415921402E1,-5.965418243E1
1.161592683E1,5.407186890E1,-2.404157639E1,-5.965853119E1
1.162589183E1,5.421421814E1,-2.420392990E1,-5.948214722E1
1.163585683E1,5.433050537E1,-2.449721909E1,-5.938266754E1
1.164582183E1,5.436915588E1,-2.462383270E1,-5.934320068E1
1.165578683E1,5.465881348E1,-2.464057922E1,-5.951548767E1
1.166575183E1,5.482595825E1,-2.471291733E1,-5.934052658E1
1.167571683E1,5.503335571E1,-2.464953995E1,-5.902170563E1
1.168568183E1,5.500668335E1,-2.480800247E1,-5.893450165E1
1.169564683E1,5.513990784E1,-2.487401581E1,-5.879234695E1
1.170561183E1,5.818539429E1,-2.216983032E1,-5.784090424E1
1.171557683E1,5.851260376E1,-2.216981125E1,-5.774108124E1
1.172554183E1,5.862716675E1,-2.210665512E1,-5.747583008E1
1.173550683E1,5.907554626E1,-2.206863022E1,-5.707947922E1
1.174547183E1,5.902609253E1,-2.182600403E1,-5.700549316E1
1.175543683E1,5.927035522E1,-2.175325012E1,-5.666527557E1
1.176540083E1,5.918383789E1,-2.174536133E1,-5.641011047E1
1.177536583E1,5.930252075E1,-2.184162140E1,-5.630086136E1
1.178533083E1,5.930252075E1,-2.184162140E1,-5.630086136E1
1.179529583E1,5.900117493E1,-2.174971771E1,-5.588447952E1
1.180526083E1,5.904818726E1,-2.144924164E1,-5.586791611E1
1.181522583E1,5.879553223E1,-2.130017090E1,-5.600046158E1
1.182519083E1,5.880299377E1,-2.108066559E1,-5.594753647E1
1.183515583E1,5.894392395E1,-2.101871490E1,-5.557605743E1
1.184512083E1,5.899208069E1,-2.065743637E1,-5.559107208E1
1.185508583E1,5.910705566E1,-2.043928528E1,-5.546344757E1
1.186505083E1,5.921453857E1,-1.994617081E1,-5.508478928E1
1.187501583E1,5.945196533E1,-1.963256454E1,-5.493360519E1
1.188498083E1,5.969038391E1,-1.939329147E1,-5.480185318E1
1.189494583E1,5.984616089E1,-1.920569611E1,-5.448622513E1
1.190491083E1,5.975146484E1,-1.901707458E1,-5.445313644E1
1.191487583E1,6.004008484E1,-1.898807526E1,-5.438873291E1
1.192484083E1,5.999383545E1,-1.879903030E1,-5.432782364E1
1.193480583E1,6.011965942E1,-1.867747116E1,-5.396006012E1
1.194477083E1,6.006423950E1,-1.851363754E1,-5.389506149E1
1.195473483E1,6.016145325E1,-1.850153732E1,-5.363470840E1
1.196469983E1,5.996035767E1,-1.852919388E1,-5.362049103E1
1.197466483E1,6.005541992E1,-1.850204468E1,-5.328407669E1
1.198462983E1,5.986495972E1,-1.856793594E1,-5.300820541E1
1.199459483E1,5.996385193E1,-1.855203247E1,-5.279688644E1
1.200455983E1,5.996385193E1,-1.855203247E1,-5.279688644E1
1.201452483E1,5.973266602E1,-1.864366531E1,-5.247668076E1
1.202448983E1,5.971005249E1,-1.852873993E1,-5.221593094E1
1.203445483E1,5.943533325E1,-1.847185516E1,-5.179468155E1
1.204441983E1,5.926168823E1,-1.840534210E1,-5.167168808E1
1.205438483E1,5.894978333E1,-1.841051483E1,-5.154605865E1
1.206434983E1,5.877774048E1,-1.829602432E1,-5.127775955E1
1.207431483E1,5.867521667E1,-1.825363922E1,-5.090390778E1
1.208427983E1,5.881736755E1,-1.834463120E1,-5.088537598E1
1.209424483E1,5.860781860E1,-1.841393280E1,-5.088325882E1
1.210420983E1,5.835615540E1,-1.858606339E1,-5.061507034E1
1.211417483E1,5.828878784E1,-1.879444885E1,-5.024060440E1
1.212413983E1,5.879108429E1,-1.650269508E1,-5.092869568E1
1.213410483E1,5.888767242E1,-1.664773750E1,-5.047341919E1
1.214406883E1,5.869104767E1,-1.669892693E1,-5.046582794E1
1.215403383E1,5.841269684E1,-1.664346123E1,-5.008699799E1
1.216399883E1,5.809352875E1,-1.646687126E1,-4.977265930E1
1.217396383E1,5.807642365E1,-1.661276054E1,-4.939686203E1
1.218392883E1,5.788565826E1,-1.670334816E1,-4.914235306E1
1.219389383E1,5.802184296E1,-1.658003044E1,-4.870685196E1
1.220385883E1,5.767235565E1,-1.645962334E1,-4.865326691E1
1.221382383E1,5.769445038E1,-1.646897697E1,-4.853899765E1
1.222378883E1,5.760414886E1,-1.645993614E1,-4.845530319E1
1.223375383E1,5.766268158E1,-1.640623283E1,-4.809163284E1
1.224371883E1,5.755759430E1,-1.635834312E1,-4.800225449E1
1.225368383E1,5.755759430E1,-1.635834312E1,-4.800225449E1
1.226364883E1,5.752182770E1,-1.629657173E1,-4.778720856E1
1.227361383E1,5.737502289E1,-1.630110741E1,-4.795840454E1
1.228357883E1,5.719983673E1,-1.633632469E1,-4.767558670E1
1.229354383E1,5.709577179E1,-1.639144325E1,-4.782120895E1
1.230350883E1,5.707115936E1,-1.626272011E1,-4.764319992E1
1.231347383E1,5.709854889E1,-1.631360054E1,-4.757679367E1
1.232343883E1,5.710445404E1,-1.640324974E1,-4.761337280E1
1.233340383E1,5.724813080E1,-1.642023659E1,-4.745129776E1
1.234336783E1,5.734450531E1,-1.660935783E1,-4.753477478E1
1.235333283E1,5.712651825E1,-1.658538246E1,-4.726520920E1
1.236329783E1,5.725347137E1,-1.664119530E1,-4.715071869E1
1.237326283E1,5.745304108E1,-1.691518974E1,-4.710565948E1
1.238322879E1,5.768093109E1,-1.709129524E1,-4.705771637E1
1.239319379E1,5.777246857E1,-1.718106270E1,-4.692856979E1
1.240315879E1,5.776712799E1,-1.734213448E1,-4.683163452E1
1.241312379E1,5.811486053E1,-1.756568718E1,-4.652479172E1
1.242308879E1,5.817035675E1,-1.779328346E1,-4.607642365E1
1.243305379E1,5.843379974E1,-1.803018379E1,-4.585617065E1
1.244301879E1,5.849866486E1,-1.809595680E1,-4.549146271E1
1.245298379E1,5.862305450E1,-1.814469719E1,-4.535807800E1
1.246294879E1,5.889028168E1,-1.821077919E1,-4.496725845E1
1.247291379E1,5.911847687E1,-1.813475990E1,-4.456716919E1
1.248287879E1,5.897473907E1,-1.814800072E1,-4.416033554E1
1.249284379E1,5.897473907E1,-1.814800072E1,-4.416033554E1
1.250280879E1,5.918869781E1,-1.815622139E1,-4.372763443E1
1.251277379E1,5.924988556E1,-1.816222954E1,-4.344858170E1
1.252273879E1,5.954782867E1,-1.786289787E1,-4.324836349E1
1.253270379E1,6.054029846E1,-1.644166374E1,-4.230526733E1
1.254266779E1,6.088352966E1,-1.616631508E1,-4.194678497E1
1.255263279E1,6.082975769E1,-1.599888420E1,-4.158486938E1
1.256259779E1,6.103675842E1,-1.587295341E1,-4.155638123E1
1.257256279E1,6.095904541E1,-1.570303154E1,-4.126375580E1
1.258252779E1,6.111955261E1,-1.543518257E1,-4.132724762E1
1.259249279E1,6.107690430E1,-1.517828178E1,-4.127462769E1
1.260245779E1,6.109016418E1,-1.474127007E1,-4.108203888E1
1.261242279E1,6.104211426E1,-1.464265251E1,-4.107044983E1
1.262238779E1,6.092622375E1,-1.438424492E1,-4.080309677E1
1.263235279E1,6.092172241E1,-1.397083092E1,-4.081970215E1
1.264231779E1,6.097033691E1,-1.388896370E1,-4.072022247E1
1.265228279E1,6.102479553E1,-1.365806389E1,-4.051741791E1
1.266224779E1,6.087078857E1,-1.329277992E1,-4.051829529E1
1.267221279E1,6.076206970E1,-1.318461418E1,-4.012120438E1
1.268217779E1,6.055020142E1,-1.287185860E1,-3.987805939E1
1.269214279E1,6.066401672E1,-1.260793877E1,-4.000888062E1
1.270210779E1,6.034642029E1,-1.236348152E1,-4.006376648E1
1.271207279E1,6.034283447E1,-1.207621193E1,-3.978700256E1
1.272203779E1,6.013906860E1,-1.173257637E1,-3.999802017E1
1.273200279E1,6.013906860E1,-1.173257637E1,-3.999802017E1
1.274196779E1,6.023767090E1,-1.137448311E1,-3.991027451E1
1.275193279E1,6.008186340E1,-1.119590187E1,-3.985560989E1
1.276189679E1,6.026181030E1,-1.079288292E1,-3.967883301E1
1.277186179E1,6.016448975E1,-1.065260506E1,-3.979881287E1
1.278182679E1,6.016477966E1,-1.030449867E1,-3.985198212E1
1.279179179E1,6.005581665E1,-1.003069115E1,-3.989667892E1
1.280175679E1,6.011251831E1,-9.896032333E0,-4.002289200E1
1.281172179E1,5.988539124E1,-9.906709671E0,-4.001353455E1
1.282168679E1,6.002717590E1,-9.714899063E0,-4.021458435E1
1.283165179E1,5.986027527E1,-9.717638016E0,-4.018478394E1
1.284161679E1,5.976126099E1,-9.759954453E0,-4.014604187E1
1.285158179E1,5.951925659E1,-9.847318649E0,-4.034816360E1
1.286154679E1,5.944451904E1,-9.987180710E0,-4.049283981E1
1.287151179E1,5.933255005E1,-1.015080833E1,-4.020061111E1
1.288147679E1,5.919033813E1,-1.040134239E1,-4.027506638E1
1.289144179E1,5.897192383E1,-1.045982170E1,-4.036547470E1
1.290140679E1,5.881684875E1,-1.056261635E1,-4.035209656E1
1.291137179E1,5.857670593E1,-1.077546883E1,-4.024343872E1
1.292133679E1,5.831535339E1,-1.114212227E1,-4.026663589E1
1.293130179E1,5.822247314E1,-1.145964241E1,-4.031828690E1
1.294126679E1,5.795596313E1,-1.151032066E1,-4.047999573E1
1.295123179E1,5.849363708E1,-1.049502945E1,-4.362264633E1
1.296119679E1,5.849363708E1,-1.049502945E1,-4.362264633E1
1.297116179E1,5.832807922E1,-1.067557907E1,-4.368940735E1
1.298112579E1,5.840243530E1,-1.088306046E1,-4.354163361E1
1.299109079E1,5.811755371E1,-1.108994675E1,-4.345658875E1
1.300105579E1,5.805464172E1,-1.130327988E1,-4.350659180E1
1.301102079E1,5.777114868E1,-1.150376511E1,-4.329016876E1
1.302098579E1,5.780937195E1,-1.164120102E1,-4.308536530E1
1.303095079E1,5.767442322E1,-1.182476807E1,-4.283654785E1
1.304091579E1,5.760632324E1,-1.206663513E1,-4.261420822E1
1.305088079E1,5.735647583E1,-1.230673218E1,-4.243361282E1
1.306084579E1,5.738745117E1,-1.244089890E1,-4.227900314E1
1.307081079E1,5.708416748E1,-1.239088440E1,-4.196950150E1
1.308077579E1,5.720419312E1,-1.252886200E1,-4.181979370E1
1.309074079E1,5.708503723E1,-1.240975189E1,-4.178506470E1
1.310070579E1,5.687409973E1,-1.260323334E1,-4.137248230E1
1.311067079E1,5.686923218E1,-1.274189377E1,-4.132614136E1
1.312063579E1,5.677517700E1,-1.279246902E1,-4.127316284E1
1.313060079E1,5.655131531E1,-1.285969925E1,-4.077158356E1
1.314056579E1,5.638589478E1,-1.291368866E1,-4.076385498E1
1.315053079E1,5.630805969E1,-1.291474152E1,-4.044352341E1
1.316049579E1,5.622569275E1,-1.301889801E1,-4.002783966E1
1.317046079E1,5.634434509E1,-1.320349121E1,-3.969695663E1
1.318042579E1,5.620843506E1,-1.307275009E1,-3.943161011E1
1.319038979E1,5.630143738E1,-1.316287613E1,-3.898514557E1
1.320035479E1,5.630143738E1,-1.316287613E1,-3.898514557E1
1.321031979E1,5.622700500E1,-1.315753555E1,-3.895997620E1
1.322028479E1,5.625836182E1,-1.305555725E1,-3.878956604E1
1.323024979E1,5.609318542E1,-1.302076721E1,-3.872967529E1
1.324021479E1,5.620033264E1,-1.299530029E1,-3.846004868E1
1.325017979E1,5.618919373E1,-1.324568176E1,-3.826646423E1
1.326014479E1,5.619149780E1,-1.330519485E1,-3.814179993E1
1.327010979E1,5.599298096E1,-1.329756165E1,-3.774640656E1
1.328007479E1,5.600938416E1,-1.337496567E1,-3.786812592E1
1.329003979E1,5.579937744E1,-1.344449234E1,-3.767299652E1
1.330000479E1,5.579382324E1,-1.341653442E1,-3.753382111E1
1.330996979E1,5.552275085E1,-1.340959167E1,-3.753397369E1
1.331993479E1,5.556361389E1,-1.337470245E1,-3.740792084E1
1.332989979E1,5.542057800E1,-1.350281906E1,-3.744042206E1
1.333986479E1,5.552601624E1,-1.349250793E1,-3.739904022E1
1.334982979E1,5.540563965E1,-1.342703247E1,-3.717090988E1
1.335979479E1,5.530767822E1,-1.339131546E1,-3.706750488E1
1.336975979E1,5.092654419E1,-1.376084900E1,-4.023079300E1
1.337972358E1,5.085607910E1,-1.367098236E1,-4.029833984E1
1.338968858E1,5.071389771E1,-1.376255798E1,-4.021800995E1
1.339965358E1,5.054580688E1,-1.358338928E1,-4.015719604E1
1.340961858E1,5.060014343E1,-1.367548370E1,-3.993982697E1
1.341958358E1,5.046949768E1,-1.344988251E1,-3.982427979E1
1.342954758E1,5.042868042E1,-1.338624191E1,-4.007880020E1
1.343951258E1,5.042868042E1,-1.338624191E1,-4.007880020E1
1.344947758E1,5.028506470E1,-1.347360992E1,-4.003512573E1
1.345944258E1,5.037472534E1,-1.344222641E1,-4.000825500E1
1.346940758E1,5.025059509E1,-1.346581268E1,-4.007242203E1
1.347937258E1,5.042233276E1,-1.355556488E1,-3.971855927E1
1.348933758E1,5.026318359E1,-1.353553391E1,-3.957498932E1
1.349930258E1,5.013920593E1,-1.346770096E1,-3.938611603E1
1.350926758E1,4.996823120E1,-1.356658173E1,-3.915808105E1
1.351923258E1,4.997349548E1,-1.335977936E1,-3.903213501E1
1.352919758E1,4.970764160E1,-1.328541946E1,-3.904384995E1
1.353916258E1,4.973953247E1,-1.302361298E1,-3.903161621E1
1.354912758E1,4.934600830E1,-1.272599030E1,-3.882641983E1
1.355909258E1,4.940309143E1,-1.237529373E1,-3.881996918E1
1.356905758E1,4.928417969E1,-1.211672974E1,-3.862282562E1
1.357902258E1,4.938024902E1,-1.197096252E1,-3.892511749E1
1.358898758E1,4.913406372E1,-1.178600693E1,-3.907703400E1
1.359895258E1,4.912185669E1,-1.171573639E1,-3.952860260E1
1.360891758E1,4.907803345E1,-1.154014206E1,-3.966496277E1
1.361888258E1,4.910363770E1,-1.158321381E1,-3.984197998E1
1.362884758E1,4.907359314E1,-1.169675064E1,-3.997140503E1
1.363881258E1,4.885084534E1,-1.167368698E1,-4.005787277E1
1.364877758E1,4.867124939E1,-1.171847153E1,-4.014796829E1
1.365874258E1,4.859339905E1,-1.178665924E1,-4.019544220E1
1.366870658E1,4.859339905E1,-1.178665924E1,-4.019544220E1
1.367867158E1,4.842623901E1,-1.162807083E1,-4.012310028E1
1.368863658E1,4.835134888E1,-1.151200485E1,-4.044752121E1
1.369860158E1,4.838514709E1,-1.142520905E1,-4.066988373E1
1.370856658E1,4.806433105E1,-1.110076523E1,-4.086936188E1
1.371853158E1,4.802192688E1,-1.070829010E1,-4.141146851E1
1.372849658E1,4.774940491E1,-1.045277023E1,-4.200426483E1
1.373846158E1,4.781355286E1,-1.030045700E1,-4.249477386E1
1.374842658E1,4.751481628E1,-1.020541000E1,-4.307259750E1
1.375839158E1,4.762954712E1,-1.008659744E1,-4.387229919E1
1.376835658E1,4.732633972E1,-1.007939529E1,-4.476065826E1
1.377832158E1,4.715776062E1,-1.012028885E1,-4.491036987E1
1.378828658E1,4.059271240E1,-1.219160843E1,-4.070381927E1
1.379825158E1,4.064639282E1,-1.221574402E1,-4.114049149E1
1.380821658E1,4.018887329E1,-1.223894501E1,-4.164606857E1
1.381818158E1,4.042698669E1,-1.241112137E1,-4.213027954E1
1.382814658E1,4.033293152E1,-1.261456299E1,-4.264908981E1
1.383811158E1,4.021057129E1,-1.289183044E1,-4.305612183E1
1.384807658E1,4.008401489E1,-1.302595901E1,-4.347583771E1
1.385804158E1,4.001657104E1,-1.322573090E1,-4.379363251E1
1.386800658E1,3.990518188E1,-1.344436646E1,-4.416711426E1
1.387797158E1,3.964021301E1,-1.365840912E1,-4.452431107E1
1.388793658E1,3.947782898E1,-1.387230682E1,-4.468334961E1
1.389790158E1,3.947921753E1,-1.412511826E1,-4.482620239E1
1.390786658E1,3.947921753E1,-1.412511826E1,-4.482620239E1
1.391783158E1,3.935174561E1,-1.420503998E1,-4.525988007E1
1.392779558E1,3.915139771E1,-1.431237411E1,-4.530149078E1
1.393776058E1,3.915115356E1,-1.444598007E1,-4.547261047E1
1.394772558E1,3.905406189E1,-1.474287796E1,-4.577259827E1
1.395769058E1,3.908244324E1,-1.472031403E1,-4.621702576E1
1.396765558E1,3.886219788E1,-1.480756378E1,-4.645529556E1
1.397762058E1,3.896278381E1,-1.504227829E1,-4.681115723E1
1.398758558E1,3.907456970E1,-1.530171204E1,-4.717757034E1
1.399755058E1,3.915226746E1,-1.531322098E1,-4.725025177E1
1.400751558E1,3.902024841E1,-1.534851074E1,-4.729060745E1
1.401748058E1,3.924670410E1,-1.532933426E1,-4.725139999E1
1.402744558E1,3.908674622E1,-1.541780853E1,-4.712012100E1
1.403741058E1,3.906694031E1,-1.524642563E1,-4.729101562E1
1.404737558E1,3.885806274E1,-1.518951416E1,-4.731645584E1
1.405734058E1,3.895124817E1,-1.503224945E1,-4.742582703E1
1.406730558E1,3.901799011E1,-1.501364517E1,-4.745611191E1
1.407727058E1,3.916325378E1,-1.492417908E1,-4.741242218E1
1.408723558E1,3.904924011E1,-1.483346939E1,-4.756443787E1
1.409720058E1,3.913975525E1,-1.482837296E1,-4.742591858E1
1.410716558E1,3.897424316E1,-1.482517624E1,-4.764265060E1
1.411713058E1,3.879403687E1,-1.495289993E1,-4.767898560E1
1.412709558E1,3.869018555E1,-1.489374542E1,-4.788356781E1
1.413706058E1,3.857492065E1,-1.499269485E1,-4.788333893E1
1.414702558E1,3.857492065E1,-1.499269485E1,-4.788333893E1
1.415699058E1,3.830230713E1,-1.517344284E1,-4.796182632E1
1.416695558E1,3.810928345E1,-1.514471817E1,-4.773906708E1
1.417691958E1,3.793751526E1,-1.518044662E1,-4.755981445E1
1.418688458E1,3.759901428E1,-1.500106812E1,-4.763868713E1
1.419684958E1,2.542045593E1,-1.934585953E1,-3.195212746E1
1.420681458E1,2.521777344E1,-1.938597107E1,-3.210496140E1
1.421677958E1,2.515058899E1,-1.937680817E1,-3.208623886E1
1.422674458E1,2.464494324E1,-1.931655502E1,-3.211975861E1
1.423670958E1,2.450476074E1,-1.926832962E1,-3.220869064E1
1.424667458E1,2.412660217E1,-1.923809814E1,-3.241363525E1
1.425663958E1,2.401483154E1,-1.903899765E1,-3.235226059E1
1.426660458E1,2.364651489E1,-1.886545563E1,-3.277282715E1
1.427656958E1,2.351681519E1,-1.879777908E1,-3.268384552E1
1.428653458E1,2.313227844E1,-1.881757355E1,-3.296086121E1
1.429649958E1,2.305755615E1,-1.881287003E1,-3.310386658E1
1.430646458E1,2.293080139E1,-1.884388733E1,-3.321314240E1
1.431642958E1,2.286647034E1,-1.877152252E1,-3.336941528E1
1.432639458E1,2.263191223E1,-1.875301361E1,-3.366942596E1
1.433635958E1,2.258114624E1,-1.858472443E1,-3.385697174E1
1.434632458E1,2.247947693E1,-1.829759216E1,-3.391613770E1
1.435628958E1,2.230996704E1,-1.803292084E1,-3.421455383E1
1.436625458E1,2.212017822E1,-1.784956741E1,-3.449776459E1
1.437621958E1,2.212017822E1,-1.784956741E1,-3.449776459E1
1.438618496E1,2.190376282E1,-1.768919373E1,-3.471578979E1
1.439614996E1,2.194905090E1,-1.773165512E1,-3.481468201E1
1.440611496E1,2.192211914E1,-1.757155991E1,-3.522872925E1
1.441607996E1,2.189654541E1,-1.745512009E1,-3.530810547E1
1.442604496E1,2.179530334E1,-1.741169739E1,-3.569330215E1
1.443600996E1,2.174400330E1,-1.723049927E1,-3.607228851E1
1.444597496E1,2.161329651E1,-1.706284714E1,-3.649432373E1
1.445593896E1,2.168005371E1,-1.708823776E1,-3.672067261E1
1.446590396E1,2.155212402E1,-1.724369431E1,-3.681155396E1
1.447586896E1,2.161941528E1,-1.718070984E1,-3.695437241E1
1.448583396E1,2.140028381E1,-1.710653305E1,-3.722879791E1
1.449579896E1,2.150581360E1,-1.707345581E1,-3.744086456E1
1.450576396E1,2.154936218E1,-1.694450378E1,-3.790765381E1
1.451572896E1,2.143493652E1,-1.683868027E1,-3.820011902E1
1.452569396E1,2.119496155E1,-1.674736786E1,-3.845212173E1
1.453565896E1,2.135224915E1,-1.677594757E1,-3.865434265E1
1.454562396E1,2.108079529E1,-1.665876770E1,-3.892078400E1
1.455558896E1,2.121415710E1,-1.672039795E1,-3.945811462E1
1.456555396E1,2.104216003E1,-1.672239304E1,-3.985826874E1
1.457551896E1,1.968214417E1,-1.527211571E1,-3.869520187E1
1.458548396E1,1.959750366E1,-1.515236092E1,-3.895873260E1
1.459544896E1,1.969578552E1,-1.477937889E1,-3.927562332E1
1.460541396E1,1.963180542E1,-1.443305016E1,-3.982143784E1
1.461537896E1,1.963180542E1,-1.443305016E1,-3.982143784E1
1.462534396E1,1.987985229E1,-1.408549690E1,-4.033373260E1
1.463530896E1,1.988867188E1,-1.400963783E1,-4.092886353E1
1.464527396E1,2.021244812E1,-1.367111015E1,-4.166146088E1
1.465523896E1,2.030294800E1,-1.346832085E1,-4.217562485E1
1.466520396E1,2.081158447E1,-1.324304390E1,-4.304232025E1
1.467516896E1,2.102911377E1,-1.299652290E1,-4.365270996E1
