"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.045591875E0,-6.091510132E-2,-1.229449287E-1,1.090291291E-1
3.055554875E0,-9.075160325E-2,-1.447063088E-1,1.076099500E-1
3.065518875E0,-9.512717277E-2,-1.342403591E-1,1.070573479E-1
3.075482875E0,-8.072957397E-2,-1.314642131E-1,1.156152487E-1
3.085446875E0,-4.357447848E-2,-1.457531452E-1,1.337495148E-1
3.095410875E0,1.002381183E-2,-1.605660170E-1,1.428423077E-1
3.105374875E0,7.013375312E-2,-1.399331689E-1,1.464575529E-1
3.115337875E0,1.101151928E-1,-1.063730419E-1,1.541505605E-1
3.125301875E0,1.038189456E-1,-9.162392467E-2,1.586241275E-1
3.135265875E0,6.470908225E-2,-7.358217239E-2,1.666163951E-1
3.145229875E0,2.031338215E-2,-6.599082798E-2,1.727155745E-1
3.155193875E0,7.262323517E-3,-8.593145758E-2,1.788681000E-1
3.165157875E0,2.433132194E-2,-6.149695069E-2,1.793195158E-1
3.175121875E0,6.684494764E-2,-4.765456077E-3,1.832900643E-1
3.185084875E0,1.207489297E-1,7.108962536E-2,1.915530562E-1
3.195048875E0,1.691541970E-1,1.391623169E-1,1.937296540E-1
3.205012875E0,2.023595572E-1,1.710225195E-1,1.947094351E-1
3.214976875E0,2.123741060E-1,1.593792140E-1,1.957260072E-1
3.224940875E0,1.866940409E-1,1.020759791E-1,2.036893964E-1
3.234904875E0,1.558259428E-1,-4.462121986E-3,2.471595854E-1
3.244867875E0,1.142372340E-1,-1.561408639E-1,3.421968818E-1
3.254831875E0,7.411170751E-2,-2.518931031E-1,2.859042585E-1
3.264795875E0,5.068573728E-2,-1.894483566E-1,9.960575402E-2
3.274759875E0,9.816545993E-2,-1.147582158E-1,1.957683824E-2
3.284724000E0,1.349740773E-1,-5.966726691E-2,1.383109391E-1
3.294688000E0,7.821780443E-2,-3.470029682E-2,1.782583892E-1
3.304652000E0,-9.656387381E-3,-6.559962034E-2,1.241448149E-1
3.314615000E0,-3.306966648E-2,-1.309108734E-1,1.571269035E-1
3.324579000E0,-3.320042416E-2,-1.369865984E-1,1.966953576E-1
3.334543000E0,-3.701914847E-2,-1.434203833E-1,2.225465029E-1
3.344507000E0,-4.767312482E-2,-1.184207499E-1,2.509104908E-1
3.354471000E0,-3.640235960E-2,-5.521595106E-2,2.602997422E-1
3.364435000E0,1.478838921E-2,2.641553059E-2,2.537909746E-1
3.374398000E0,9.692122787E-2,1.260754317E-1,2.378154248E-1
3.384362000E0,1.837173849E-1,2.231071740E-1,2.345794290E-1
3.394326000E0,2.590853870E-1,2.729243040E-1,2.258448899E-1
3.404290000E0,3.039356768E-1,3.045120537E-1,2.128223032E-1
3.414254000E0,3.144245148E-1,3.202315867E-1,2.014624774E-1
3.424218000E0,2.817432582E-1,2.783344984E-1,1.981614977E-1
3.434182000E0,2.380250841E-1,2.520955801E-1,2.074443251E-1
3.444145000E0,2.469221652E-1,6.868873537E-2,3.254748285E-1
3.454109000E0,2.165122032E-1,-4.734726995E-2,4.238345027E-1
3.464073000E0,1.398283392E-1,-1.655551344E-1,4.264830053E-1
3.474037000E0,7.986643165E-2,-2.935074270E-1,3.930489123E-1
3.484001000E0,3.380386159E-2,-3.925269544E-1,4.226371646E-1
3.493965000E0,3.269432578E-3,-4.667269588E-1,5.291289687E-1
3.503929000E0,1.552023925E-2,-5.412443280E-1,7.008405328E-1
3.513892000E0,8.585226536E-2,-5.537403226E-1,8.551390171E-1
3.523856000E0,2.151250243E-1,-4.806146920E-1,9.429159760E-1
3.533820000E0,3.847478628E-1,-3.329090774E-1,9.789427519E-1
3.543784000E0,5.895571709E-1,-2.355572432E-1,1.045952678E0
3.553748000E0,8.063117862E-1,-2.663171589E-1,1.109083176E0
3.563712000E0,1.002582550E0,-3.621816337E-1,1.145114899E0
3.573676000E0,1.131189823E0,-4.390881956E-1,1.125541568E0
3.583639000E0,1.184306860E0,-4.348843992E-1,1.038290501E0
3.593603000E0,1.009018421E0,-4.680251479E-1,7.470386028E-1
3.603567000E0,5.257081985E-1,-3.964319229E-1,3.184713125E-1
3.613531000E0,1.496632546E-1,-3.109467328E-1,3.457002342E-2
3.623495000E0,-9.088307619E-3,-2.908790112E-1,-4.022059217E-2
3.633459000E0,-9.436491132E-2,-1.556544751E-1,-2.857638337E-2
3.643422000E0,-1.148350313E-1,-7.441952825E-2,-1.141829765E-3
3.653386000E0,-9.725156426E-2,-1.572745666E-2,-2.830432914E-2
3.663350000E0,-1.418406069E-1,-6.139827520E-2,-5.305814371E-2
3.673314000E0,-2.173090428E-1,-9.912887216E-2,-5.027073249E-2
3.683278000E0,-2.973873913E-1,-1.218882427E-1,-6.022296846E-2
3.693242000E0,-3.795580268E-1,-1.499525309E-1,-9.068141878E-2
3.703206000E0,-4.427196681E-1,-1.723494530E-1,-1.207362637E-1
3.713169000E0,-4.824240208E-1,-1.543163210E-1,-1.771964878E-1
3.723133000E0,-5.028339624E-1,-2.181767970E-1,-9.110420942E-2
