"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.555152339E2,-1.528536987E1,3.498177719E1,-3.488460159E1
2.555251979E2,-1.511886597E1,3.557617188E1,-3.481223297E1
2.555351629E2,-1.471195984E1,3.642877197E1,-3.397637939E1
2.555451269E2,-1.410537720E1,3.735343170E1,-3.338771057E1
2.555550909E2,-1.348869324E1,3.817676926E1,-3.243293762E1
2.555650549E2,-1.303181458E1,3.887934113E1,-3.205163574E1
2.555750199E2,-1.302426147E1,3.925713730E1,-3.173592758E1
2.555849839E2,-1.370001221E1,3.886731720E1,-3.221356201E1
2.555949479E2,-1.480349731E1,3.826480103E1,-3.237258911E1
2.556049119E2,-1.480349731E1,3.826480103E1,-3.237258911E1
2.556148759E2,-1.613578796E1,3.766353607E1,-3.270677185E1
2.556248409E2,-1.728366089E1,3.723802948E1,-3.242926788E1
2.556348049E2,-1.801861572E1,3.721182632E1,-3.239964676E1
2.556447689E2,-1.865708923E1,3.687213898E1,-3.245618057E1
2.556547329E2,-1.913510132E1,3.673309708E1,-3.215126419E1
2.556646979E2,-1.920859528E1,3.646185303E1,-3.252724457E1
2.556746619E2,-1.902768707E1,3.617398834E1,-3.287877274E1
2.556846259E2,-1.831529236E1,3.545137405E1,-3.441010284E1
2.556945899E2,-1.731301880E1,3.545261383E1,-3.494850159E1
2.557045539E2,-1.639334106E1,3.497589874E1,-3.580901337E1
2.557145189E2,-1.614375305E1,3.509438324E1,-3.554266357E1
2.557244829E2,-1.587835693E1,3.489933014E1,-3.621482086E1
