"Time (s)","Sound pressure level (dB)"
4.278143938E2,-4.276572886E1
4.279209050E2,-4.356094431E1
4.280258869E2,-4.424394790E1
4.281323838E2,-4.185268021E1
4.282389627E2,-4.292929157E1
4.283426292E2,-4.085354515E1
4.284494206E2,-3.216112542E1
4.285558391E2,-3.833486429E1
4.286593277E2,-3.396740612E1
4.287630946E2,-3.805307637E1
4.288695726E2,-4.035622897E1
4.289759740E2,-4.133800379E1
4.290824294E2,-4.000270259E1
4.291889055E2,-4.014961966E1
4.292926750E2,-3.797776461E1
4.293993313E2,-3.808439643E1
4.295045125E2,-3.688676215E1
4.296093405E2,-3.560797682E1
4.297158018E2,-3.788477305E1
4.298222346E2,-3.613755215E1
4.299260916E2,-3.833335914E1
4.300326332E2,-4.096716301E1
4.301391013E2,-4.035801965E1
4.302427120E2,-3.881810343E1
4.303491729E2,NaN
4.304550506E2,-4.284783909E1
4.305594025E2,-4.031578238E1
4.306659396E2,-4.515619788E1
4.307724569E2,-4.455094366E1
4.308761505E2,-4.072286053E1
4.309825950E2,-3.978891890E1
4.310861482E2,-4.207635305E1
4.311914239E2,-3.975415051E1
4.312978524E2,-4.077269818E1
4.313997294E2,-4.191134613E1
4.315061915E2,-4.129410971E1
4.316094737E2,-3.599219309E1
4.317159814E2,-4.285888098E1
4.318198334E2,-3.815308557E1
4.319262510E2,-3.773587183E1
4.320327009E2,-4.276039473E1
4.321390926E2,NaN
4.322429420E2,-4.508741962E1
4.323495757E2,-4.300193944E1
4.324560314E2,-4.438796366E1
4.325595390E2,-4.389596994E1
4.326660656E2,-4.536426382E1
4.327709085E2,-4.610814221E1
4.328762194E2,-4.253500779E1
4.329826667E2,-4.493267453E1
4.330848173E2,-4.518578371E1
4.331913257E2,-4.319677177E1
4.332930150E2,-4.349852351E1
4.333996193E2,-4.465457832E1
4.335013667E2,-4.139051911E1
4.336078993E2,-4.385907837E1
4.337097194E2,-4.037129651E1
4.338161832E2,-4.125817500E1
4.339227110E2,-4.009619980E1
4.340263452E2,-4.199736616E1
4.341328892E2,-4.088266227E1
4.342394690E2,NaN
4.343430931E2,-4.380698817E1
4.344495734E2,-4.534024419E1
4.345560300E2,-4.196566346E1
4.346597829E2,-4.312286164E1
4.347662925E2,-4.158494338E1
4.348696517E2,-4.441288189E1
4.349751251E2,-4.563215795E1
4.350815547E2,-4.616025253E1
4.351880645E2,-4.629103862E1
4.352931749E2,-4.606664744E1
4.353997876E2,-4.486049927E1
4.355064061E2,-4.363769184E1
4.356097886E2,-4.478334739E1
4.357164256E2,-4.385218826E1
4.358229761E2,-4.379447596E1
4.359265389E2,-4.576734542E1
4.360330269E2,-4.381856312E1
4.361394942E2,-4.476432164E1
4.362432280E2,-4.762970181E1
4.363464115E2,NaN
4.364521848E2,-4.637572191E1
4.365584657E2,-4.609531916E1
4.366649442E2,-4.270693182E1
4.367714662E2,-4.530135542E1
4.368765255E2,-4.557369769E1
4.369819760E2,-4.207714517E1
4.370883926E2,-3.994301485E1
4.371933321E2,-3.883327502E1
4.372960525E2,-4.104250736E1
4.374025934E2,-3.943530015E1
4.375086307E2,-4.112842051E1
4.376151744E2,-4.224673886E1
4.377217140E2,-4.177115508E1
4.378266232E2,-4.261222471E1
4.379331273E2,-4.132196045E1
4.380395015E2,-4.376903305E1
4.381433319E2,-4.366426702E1
4.382499047E2,-4.407692388E1
4.383529627E2,-4.443427598E1
4.384586326E2,-4.295153000E1
4.385629555E2,-4.587763617E1
4.386693903E2,-4.604407076E1
4.387753092E2,-4.483311045E1
4.388817895E2,-4.609646636E1
4.389836323E2,-4.693706777E1
4.390900903E2,-4.422416048E1
4.391935502E2,-4.269196785E1
4.393000417E2,-4.350042665E1
4.394069151E2,-4.484341040E1
4.395100809E2,-4.697776505E1
4.396166988E2,-4.429329218E1
4.397232248E2,-3.527315767E1
4.398267776E2,-3.607169363E1
4.399332664E2,-4.026116056E1
4.400361343E2,-4.662561141E1
4.401420875E2,NaN
4.402435380E2,-4.658236621E1
4.403501170E2,-4.910873063E1
4.404566150E2,-4.858716790E1
4.405601433E2,-4.672627559E1
4.406666195E2,-4.738596045E1
4.407731417E2,-4.883470241E1
4.408775761E2,-4.699786042E1
4.409840809E2,-4.954401182E1
4.410905540E2,-4.804764753E1
4.411936167E2,-4.829309952E1
4.413001259E2,-4.883697284E1
4.414066653E2,-4.911876018E1
4.415102382E2,-4.722285425E1
4.416167097E2,-4.786123309E1
4.417231882E2,-4.881942039E1
4.418269169E2,-4.702620112E1
4.419334771E2,-4.776406151E1
4.420399407E2,-4.750797950E1
4.421435850E2,-4.479163445E1
4.422496242E2,NaN
4.423555378E2,-4.083299261E1
4.424603742E2,-4.692583129E1
4.425668451E2,-4.884850849E1
4.426695915E2,-4.845325419E1
4.427756887E2,-4.953744802E1
4.428797672E2,-4.809773790E1
4.429862736E2,-4.812438662E1
4.430923486E2,-4.835903774E1
4.431938217E2,-4.756673478E1
4.433003065E2,-4.423332509E1
4.434068439E2,-4.709962920E1
4.435104142E2,-4.624022131E1
4.436169012E2,-4.489483578E1
4.437234090E2,-4.573984007E1
4.438270795E2,-4.447415563E1
4.439335859E2,-4.611534092E1
4.440400735E2,NaN
4.441437558E2,-4.606609030E1
4.442501995E2,-4.482629686E1
4.443568251E2,-4.443446814E1
4.444605175E2,-4.646335048E1
4.445669943E2,-4.328380343E1
4.446734123E2,-4.481894592E1
4.447771351E2,-4.370580680E1
4.448836224E2,-4.447324384E1
4.449900962E2,-4.484109758E1
4.450938394E2,-4.569605144E1
4.452003477E2,-4.512437508E1
4.453069110E2,-3.628245088E1
4.454105320E2,-4.156404559E1
4.455170072E2,-4.659214877E1
4.456212961E2,-4.387193652E1
4.457272257E2,-4.028584043E1
4.458337331E2,-3.954842796E1
4.459402078E2,-4.599707941E1
4.460439050E2,-4.659328193E1
4.461504007E2,-4.655231243E1
4.462568420E2,-4.412587168E1
4.463605927E2,-4.586997797E1
4.464670754E2,-4.674689211E1
4.465735621E2,-4.515042545E1
4.466773506E2,-4.795393409E1
4.467812169E2,-4.830725268E1
4.468854624E2,-4.692889003E1
4.469920102E2,-4.747393954E1
4.470939951E2,-4.819844544E1
4.472005579E2,-4.756531269E1
4.473072508E2,-4.707608781E1
4.474106985E2,-4.887363242E1
4.475172161E2,-4.868691270E1
4.476202323E2,-4.901531871E1
4.477260086E2,-4.737025232E1
4.478324849E2,-4.837765463E1
4.479389509E2,-4.882348134E1
4.480440533E2,-4.508321615E1
4.481505205E2,-4.704165835E1
4.482570565E2,-4.790103694E1
4.483607397E2,-4.536875755E1
4.484673300E2,-4.287716329E1
4.485737931E2,-4.456413101E1
4.486774272E2,-4.676660615E1
4.487830049E2,-4.658028246E1
4.488876961E2,-4.608096925E1
4.489942151E2,-4.532853680E1
4.491006731E2,-4.727479183E1
4.492072067E2,-4.795030162E1
4.493108110E2,-4.541823557E1
4.494173500E2,-4.328201831E1
4.495192797E2,-4.636449751E1
4.496257195E2,-4.550127511E1
4.497276019E2,-4.687761938E1
4.498330418E2,-4.440987143E1
4.499395363E2,-4.616685384E1
4.500441979E2,-4.815422556E1
4.501506785E2,-4.689529716E1
4.502529004E2,-4.636708671E1
4.503595243E2,-4.675019639E1
4.504628885E2,-4.724118203E1
4.505693732E2,-4.742395348E1
4.506757960E2,-4.742308974E1
4.507775940E2,-4.577092362E1
4.508828980E2,-4.670198279E1
4.509894226E2,-4.657266048E1
4.510942821E2,-4.308068096E1
4.512008297E2,-4.314409804E1
4.513073494E2,-4.453538627E1
4.514109744E2,-4.550900079E1
4.515129042E2,-4.754759351E1
4.516194396E2,-4.531465821E1
4.517259192E2,-4.588253647E1
4.518276854E2,-4.426868337E1
4.519341026E2,-4.176686236E1
4.520405031E2,NaN
4.521443790E2,-4.250754856E1
4.522508646E2,-4.534696382E1
4.523529250E2,-4.538335332E1
4.524594837E2,-4.621664759E1
4.525610580E2,-4.516270487E1
4.526676225E2,-4.501990831E1
4.527740701E2,-4.565882331E1
4.528777412E2,-4.514572409E1
4.529842300E2,-4.700793092E1
4.530907498E2,-4.724486356E1
4.531945895E2,-4.739829220E1
4.533011675E2,-4.797435690E1
4.534028644E2,-4.644047461E1
4.535092684E2,-4.816600168E1
4.536111559E2,-4.557751237E1
4.537176945E2,-4.377179722E1
4.538241557E2,-4.177398183E1
4.539279187E2,-4.218342096E1
4.540344042E2,-4.177704291E1
4.541407958E2,NaN
4.542445610E2,-4.324356644E1
4.543511000E2,-4.291195260E1
4.544575839E2,-4.487951849E1
4.545612004E2,-4.629035408E1
4.546628549E2,-4.433672224E1
4.547693186E2,-4.715252096E1
4.548730762E2,-4.897146974E1
4.549779049E2,-4.710229977E1
4.550829006E2,-4.541781149E1
4.551863690E2,-4.626548168E1
4.552928556E2,-4.319578016E1
4.553946958E2,-4.246342025E1
4.555012524E2,-4.341831236E1
4.556077830E2,-4.672100535E1
4.557113425E2,-4.274056826E1
4.558178150E2,-4.397012213E1
4.559229073E2,-4.492699345E1
4.560279922E2,-4.592217120E1
4.561345012E2,-4.851382344E1
4.562410116E2,NaN
4.563447260E2,-4.629772794E1
4.564511583E2,-4.762287203E1
4.565576332E2,-4.883871512E1
4.566614503E2,-4.568202208E1
4.567679489E2,-4.252727041E1
4.568702156E2,-4.559276576E1
4.569766807E2,-4.704627799E1
4.570831950E2,-4.491267888E1
4.571896565E2,-4.542974001E1
4.572947785E2,-4.854746450E1
4.574012290E2,-4.888901103E1
4.575077395E2,-4.912538913E1
4.576114595E2,-4.806288052E1
4.577168926E2,-4.846576689E1
4.578234500E2,-4.877345490E1
4.579282137E2,-4.895451380E1
4.580348567E2,-4.876532840E1
4.581372025E2,-4.782474067E1
4.582434817E2,-4.919669462E1
4.583496155E2,NaN
4.584553552E2,-4.905422864E1
4.585615567E2,-4.604143029E1
4.586682560E2,-4.540788586E1
4.587746748E2,-4.589691420E1
4.588782015E2,-4.696748417E1
4.589847232E2,-4.460760328E1
4.590911660E2,-4.460929676E1
4.591950407E2,-4.334766165E1
4.593016678E2,-4.558638985E1
4.594082292E2,-4.571352902E1
4.595115917E2,-4.664488240E1
4.596181190E2,-4.655321864E1
4.597200125E2,-4.578515609E1
4.598266415E2,-4.769129771E1
4.599283881E2,-4.594796806E1
4.600348245E2,-4.744284496E1
4.601413704E2,NaN
4.602449992E2,-4.803197519E1
4.603515028E2,-4.703237699E1
4.604579567E2,-4.611059354E1
4.605632942E2,-4.658509518E1
4.606697964E2,-4.613106563E1
4.607762721E2,-4.521215833E1
4.608783859E2,-4.593921412E1
4.609848420E2,-4.893342379E1
4.610913498E2,-4.667991383E1
4.611952121E2,-4.382545093E1
4.613018576E2,-4.347782117E1
4.614083513E2,-4.749933134E1
4.615117489E2,-4.615122419E1
4.616182086E2,-4.104275863E1
4.617246928E2,-4.120489880E1
4.618284480E2,-4.629921838E1
4.619346525E2,-4.803888185E1
4.620411129E2,-4.840534057E1
4.621451821E2,-4.859313444E1
4.622520919E2,-4.873411378E1
4.623585253E2,-4.790716980E1
4.624618806E2,-4.930227946E1
4.625683699E2,-5.063591987E1
4.626748177E2,-4.833233390E1
4.627785091E2,-4.817731447E1
4.628829311E2,-4.759485978E1
4.629894328E2,-4.897689851E1
4.630952166E2,-4.769124455E1
4.632017000E2,-4.994658822E1
4.633084154E2,-4.902176315E1
4.634119305E2,-4.926727114E1
4.635182939E2,-4.846635298E1
4.636248135E2,-4.837575222E1
4.637286654E2,-4.905648978E1
4.638351328E2,-4.767497456E1
4.639416028E2,NaN
4.640452607E2,-4.515472697E1
4.641493797E2,-4.719440375E1
4.642528592E2,-4.725356110E1
4.643593494E2,-4.825361418E1
4.644620421E2,-4.663053589E1
4.645685256E2,-4.853173644E1
4.646749826E2,-4.600224105E1
4.647786467E2,-4.401047246E1
4.648828812E2,-4.413352099E1
4.649894144E2,-4.573933749E1
4.650953733E2,-4.827870583E1
4.651980229E2,-4.873039479E1
4.653027735E2,-4.951238310E1
4.654092905E2,-4.847573761E1
4.655120418E2,-4.887261872E1
4.656185405E2,-4.868817979E1
4.657227843E2,-4.848286807E1
4.658287610E2,-4.977205238E1
4.659327983E2,-4.809460539E1
4.660393199E2,-4.846738290E1
4.661454480E2,-4.978203634E1
4.662519435E2,-4.754081973E1
4.663584328E2,-4.785730362E1
4.664621945E2,-4.600003356E1
4.665686870E2,-4.684297718E1
4.666752165E2,-4.213113994E1
4.667788200E2,-4.575623146E1
4.668843167E2,-4.586791941E1
4.669907845E2,-4.959498123E1
4.670954955E2,-4.587323673E1
4.672019256E2,-4.500113803E1
4.673084444E2,-4.341453814E1
4.674122185E2,-4.759628844E1
4.675187621E2,-4.706209623E1
4.676253782E2,-4.611015635E1
4.677290002E2,-4.602548190E1
4.678356709E2,-4.619363769E1
4.679420914E2,-4.547509830E1
4.680455675E2,-4.661296657E1
4.681505954E2,-4.808985567E1
4.682571082E2,-4.734212793E1
4.683622403E2,-4.725633774E1
4.684687050E2,-4.533733806E1
4.685751600E2,-4.177698380E1
4.686789545E2,-4.558853010E1
4.687854193E2,-4.414655855E1
4.688918784E2,-4.477359605E1
4.689957195E2,-4.562743945E1
4.691023169E2,-4.454470647E1
4.692089010E2,-4.286130323E1
4.693123339E2,-4.189830010E1
4.694188089E2,-4.527323282E1
4.695253547E2,-4.628486561E1
4.696290427E2,-4.773491462E1
4.697355124E2,-4.753895211E1
4.698421601E2,-4.836839684E1
4.699457655E2,NaN
4.700518130E2,-4.386499826E1
4.701561770E2,-4.399712190E1
4.702625041E2,-4.599208409E1
4.703674092E2,-4.184383369E1
4.704702497E2,-4.191521148E1
4.705767362E2,-4.202315757E1
4.706791046E2,-4.465805485E1
4.707855951E2,-4.561343191E1
4.708874344E2,-4.410628503E1
4.709939478E2,-4.452687773E1
4.710959103E2,-4.558347297E1
4.712024564E2,-4.426844795E1
4.713089796E2,-4.344619919E1
4.714124952E2,-4.365730604E1
4.715190298E2,-4.696783995E1
4.716255429E2,-4.401312010E1
4.717292696E2,-4.527010190E1
4.718359502E2,-4.682353405E1
4.719424725E2,-4.477890829E1
4.720458347E2,NaN
4.721517365E2,-4.722594352E1
4.722582088E2,-5.032175011E1
4.723625591E2,-4.701730724E1
4.724689480E2,-4.743777733E1
4.725754642E2,-4.619876258E1
4.726793002E2,-4.592240564E1
4.727862865E2,-4.587142609E1
4.728922768E2,-4.724331467E1
4.729960280E2,-4.834506194E1
4.731025182E2,-4.773394805E1
4.732090371E2,-4.624335052E1
4.733126413E2,-4.743370888E1
4.734191251E2,-4.805298054E1
4.735257077E2,-4.650572107E1
4.736292805E2,-4.731674521E1
4.737349792E2,-4.649714853E1
4.738415188E2,-4.533107729E1
4.739460027E2,-4.657782083E1
4.740525318E2,-4.701157930E1
4.741590139E2,-4.719954582E1
4.742627749E2,-4.707279256E1
4.743692367E2,-4.801723419E1
4.744756319E2,-4.752299688E1
4.745793910E2,-4.839747679E1
4.746827101E2,-4.867226680E1
4.747891737E2,-4.603805131E1
4.748945845E2,-4.661247480E1
4.749961820E2,-4.725951476E1
4.751028868E2,-4.534802912E1
4.752095507E2,-4.372396053E1
4.753128230E2,-4.655123628E1
4.754193458E2,-4.439148826E1
4.755228793E2,-4.800644169E1
4.756281922E2,-4.841713202E1
4.757295847E2,-4.912449371E1
4.758360675E2,-4.871729500E1
4.759426059E2,-4.673247423E1
4.760461825E2,-5.001950047E1
4.761526362E2,-5.042887418E1
4.762569656E2,-4.651875704E1
4.763628564E2,-4.379690338E1
4.764681226E2,-4.740229606E1
4.765732052E2,-4.396482936E1
4.766795555E2,-4.559538051E1
4.767826910E2,-4.234862189E1
4.768892225E2,-4.765497181E1
4.769948795E2,-4.802343250E1
4.771013899E2,-4.568434870E1
4.772079793E2,-4.513143598E1
4.773129509E2,-4.757177186E1
4.774194161E2,-4.575992355E1
4.775236363E2,-4.403661053E1
4.776296481E2,-4.330070587E1
4.777362106E2,-5.003533020E1
4.778408267E2,-4.245973267E1
4.779463281E2,NaN
4.780521452E2,-4.708531694E1
4.781586968E2,-4.710504757E1
4.782630953E2,-4.661707639E1
4.783663533E2,-4.584395414E1
4.784683712E2,-4.595279550E1
4.785749160E2,-4.715983756E1
4.786797141E2,-4.902281632E1
4.787861260E2,-4.700887636E1
4.788925771E2,-4.762354131E1
4.789964942E2,-4.654938977E1
4.791029772E2,-4.714467139E1
4.792095436E2,-4.746004796E1
4.793131051E2,-4.947901730E1
4.794195972E2,-4.776323610E1
4.795260981E2,-4.873900029E1
4.796297795E2,-4.819287627E1
4.797314714E2,NaN
4.798373281E2,-4.861739169E1
4.799437517E2,-4.846724512E1
4.800464651E2,NaN
4.801523112E2,-4.780660760E1
4.802587412E2,-4.760502112E1
4.803631590E2,-4.686145656E1
4.804696706E2,-4.716733490E1
4.805761116E2,-4.766000359E1
4.806798962E2,-4.815537020E1
4.807863335E2,-4.928750736E1
4.808893900E2,-4.919218761E1
4.809952865E2,-4.894360646E1
4.811017963E2,-4.746193265E1
4.812084305E2,-5.020694315E1
4.813132620E2,-4.837555418E1
4.814197680E2,-5.124816318E1
4.815216644E2,-4.781486138E1
4.816281273E2,-4.956995527E1
4.817300717E2,-4.850517329E1
4.818365439E2,NaN
4.819422939E2,-4.947187797E1
4.820453907E2,-4.923765438E1
4.821519383E2,-4.700709795E1
4.822584177E2,-4.580252042E1
4.823633238E2,-4.396208487E1
4.824697818E2,-4.296831173E1
4.825762317E2,-4.567084655E1
4.826800130E2,-4.454333467E1
4.827864710E2,-4.321456133E1
4.828929596E2,-4.399289255E1
4.829967755E2,-4.863910427E1
4.831032588E2,-4.216392639E1
4.832097764E2,-4.252122346E1
4.833134449E2,-4.475706635E1
4.834199192E2,-4.706693833E1
4.835264168E2,-4.942046589E1
4.836301103E2,-3.877003596E1
4.837357708E2,-3.654132252E1
4.838423801E2,-4.100745761E1
4.839467723E2,-4.594364680E1
4.840533766E2,-4.265735450E1
4.841559820E2,-4.466767858E1
4.842621000E2,-4.542887411E1
4.843685417E2,-4.625203626E1
4.844749858E2,-4.600624336E1
4.845801655E2,-4.739298547E1
4.846866132E2,-4.975635172E1
4.847905740E2,-4.147474616E1
4.848968698E2,-3.878808731E1
4.850033467E2,-4.247149332E1
4.851098007E2,-4.567610043E1
4.852136031E2,-4.719839295E1
4.853201698E2,-4.619154359E1
4.854266707E2,-4.643886329E1
4.855303194E2,-4.696163310E1
4.856368415E2,-4.561221154E1
4.857427630E2,-4.557277698E1
4.858469182E2,-4.629751448E1
4.859533393E2,-4.978117137E1
4.860598355E2,-5.142187084E1
4.861635448E2,-4.927860112E1
4.862675173E2,-4.974249779E1
4.863737467E2,-4.976313837E1
4.864790427E2,-5.061139008E1
4.865854893E2,-4.956841109E1
4.866920111E2,-4.863406895E1
4.867970970E2,-4.998469786E1
4.869036179E2,-4.861701115E1
4.870101687E2,-4.937682237E1
4.871137118E2,-4.856751489E1
4.872202110E2,-4.899127424E1
4.873267637E2,-4.800287272E1
4.874303841E2,-4.966266353E1
4.875368826E2,-4.881105752E1
4.876433577E2,-4.836207070E1
4.877470349E2,NaN
4.878528112E2,-5.017554072E1
4.879592922E2,-4.573338954E1
4.880638753E2,-4.440517775E1
4.881692659E2,-4.645161459E1
4.882750489E2,-4.909486385E1
4.883804406E2,-5.005115661E1
4.884869368E2,-4.928607063E1
4.885893565E2,-4.762417335E1
4.886958340E2,-4.967079492E1
4.887992924E2,-4.889383153E1
4.889058256E2,-5.001887085E1
4.890094491E2,-4.856008198E1
4.891138678E2,-4.928927410E1
4.892192477E2,-4.980688147E1
4.893256065E2,-4.902858915E1
4.894305329E2,-4.888919068E1
4.895369710E2,NaN
4.896392713E2,-5.003025240E1
4.897452345E2,-4.885385994E1
4.898472105E2,NaN
4.899529992E2,-5.048121659E1
4.900594718E2,-4.487895626E1
4.901639335E2,-4.781388819E1
4.902693038E2,-4.841287686E1
4.903756057E2,-4.100032022E1
4.904806382E2,-3.847562543E1
4.905871350E2,-4.353997939E1
4.906936714E2,-4.583687569E1
4.907973717E2,-4.915620896E1
4.909038694E2,-4.899974559E1
4.910104302E2,-4.920305112E1
4.911140421E2,-4.934694002E1
4.912205192E2,-4.797805955E1
4.913271208E2,-4.613649015E1
4.914306912E2,-4.972477644E1
4.915371727E2,-4.717127431E1
4.916436583E2,NaN
4.917473815E2,-4.626690390E1
4.918501270E2,-4.623561856E1
4.919565788E2,-4.723329757E1
4.920628082E2,-4.828160244E1
4.921693377E2,-4.669620292E1
4.922758496E2,-4.340903038E1
4.923795306E2,-4.578278303E1
4.924859754E2,-4.615509188E1
4.925925197E2,-4.830436750E1
4.926974317E2,-5.012353242E1
4.928038969E2,-5.029926688E1
4.929058823E2,-4.822561728E1
4.930124730E2,-4.919542800E1
4.931141731E2,-5.110055368E1
4.932206479E2,-4.950610081E1
4.933253887E2,-5.075800978E1
4.934308457E2,-4.989641614E1
4.935359177E2,-5.064954887E1
4.936424113E2,-4.988634514E1
4.937473876E2,-4.725291935E1
4.938530773E2,-4.527801980E1
4.939595409E2,-4.823353244E1
4.940643465E2,-4.718864895E1
4.941659331E2,-4.634110502E1
4.942724050E2,-4.704643777E1
4.943755120E2,-4.771157409E1
4.944821374E2,-4.869745712E1
4.945885985E2,-4.979884542E1
4.946951033E2,-4.686302811E1
4.947976765E2,-4.967003876E1
4.949042024E2,-5.167458796E1
4.950059519E2,-5.130394901E1
4.951124936E2,-4.945752824E1
4.952143443E2,-4.826619326E1
4.953209052E2,-4.945298888E1
4.954273718E2,-4.506848906E1
4.955310742E2,-4.693725650E1
4.956374820E2,-4.988733750E1
4.957438943E2,-4.929481781E1
4.958476774E2,-4.841782707E1
4.959510393E2,-4.737182361E1
4.960575067E2,-4.497225979E1
4.961630489E2,-4.547877690E1
4.962694873E2,-4.605211923E1
4.963755352E2,-4.959314182E1
4.964810714E2,-4.826788283E1
4.965869680E2,-4.772634242E1
4.966934538E2,-4.785188425E1
4.967978376E2,-4.806409978E1
4.969043274E2,-4.878655200E1
4.970109305E2,-4.749983985E1
4.971144958E2,-4.764799591E1
4.972209882E2,-4.857594186E1
4.973274692E2,-4.758352564E1
4.974311443E2,-4.911240970E1
4.975376125E2,-5.140466829E1
4.976438920E2,-4.871457333E1
4.977478475E2,-4.820235076E1
4.978542721E2,-4.633005642E1
4.979607232E2,-4.718656346E1
4.980646062E2,-4.508312668E1
4.981711476E2,-4.437921650E1
4.982757554E2,-4.632302261E1
4.983812932E2,-5.042806549E1
4.984864123E2,-5.044633791E1
4.985929329E2,-2.798849585E1
4.986978866E2,-3.169409299E1
4.988044010E2,-4.382325649E1
4.989073581E2,-4.800185874E1
4.990133089E2,-4.872139339E1
4.991199773E2,-4.678771824E1
4.992264755E2,-4.835964224E1
4.993313689E2,-4.694972908E1
4.994379175E2,-4.921862326E1
4.995445721E2,-4.848790810E1
4.996479252E2,NaN
4.997538155E2,-4.955320242E1
4.998601939E2,-4.655636830E1
4.999647050E2,-4.762582244E1
5.000712708E2,-4.957580140E1
5.001778077E2,-4.760306392E1
5.002813836E2,-4.828515085E1
5.003879850E2,-4.967430583E1
5.004918830E2,-4.831805112E1
5.005981302E2,-4.900880855E1
5.007046031E2,-4.755558790E1
5.008111372E2,-5.003943126E1
5.009147551E2,-4.845475204E1
5.010213517E2,-4.974139494E1
5.011278987E2,-4.940980399E1
5.012314605E2,-4.762711817E1
5.013355901E2,-4.790214762E1
5.014420956E2,NaN
5.015467670E2,-4.893520996E1
5.016508022E2,-5.017322313E1
5.017572003E2,-4.906994821E1
5.018634284E2,-4.961109072E1
5.019699283E2,-4.886297571E1
5.020764900E2,-5.052391021E1
5.021801832E2,-4.926738595E1
5.022866302E2,-4.947188267E1
5.023931322E2,-5.025287822E1
5.024981877E2,-4.928940464E1
5.026047061E2,-5.072112175E1
5.027066106E2,-5.053458173E1
5.028130583E2,-5.142616409E1
5.029148840E2,-4.991404847E1
5.030217010E2,-4.891657598E1
5.031258405E2,-4.912169577E1
5.032316046E2,-4.995078822E1
5.033380379E2,-4.817225845E1
5.034445455E2,-4.847274734E1
5.035483249E2,-4.965353445E1
5.036548265E2,-4.976440419E1
5.037613520E2,-4.926882051E1
5.038650391E2,-4.964831612E1
5.039682519E2,-4.791132455E1
5.040748713E2,-4.775652521E1
5.041803200E2,-4.899565269E1
5.042868317E2,-4.787848191E1
5.043932957E2,-4.723239738E1
5.044983305E2,-4.804937300E1
5.046048310E2,-4.812968512E1
5.047113304E2,-4.883748725E1
5.048166606E2,-4.917108123E1
5.049231128E2,-4.875672153E1
5.050267024E2,-4.853769066E1
5.051318088E2,-4.886959592E1
5.052385899E2,-4.936780105E1
5.053424845E2,-4.775726251E1
5.054484139E2,-4.768966600E1
5.055548455E2,-4.855408121E1
5.056595077E2,-4.981831327E1
5.057650975E2,-4.772899241E1
5.058715368E2,-4.775033052E1
5.059781151E2,-4.897227877E1
5.060817738E2,-4.990705581E1
5.061847454E2,-4.906535017E1
5.062886835E2,-4.822625962E1
5.063951176E2,-4.958497119E1
5.064984711E2,-4.888146481E1
5.066049415E2,-4.632096858E1
5.067114620E2,-4.767374853E1
5.068138721E2,-4.908765784E1
5.069203398E2,-4.147962189E1
5.070225663E2,-4.680408944E1
5.071290479E2,-4.785620656E1
5.072374972E2,-4.988110001E1
5.073402616E2,NaN
5.074460319E2,-4.833884220E1
5.075485506E2,-4.758103250E1
5.076549735E2,-5.018308891E1
5.077614139E2,-4.857702888E1
5.078653278E2,-4.774570610E1
5.079669975E2,-4.888686954E1
5.080724707E2,-4.856798138E1
5.081790048E2,-4.943419400E1
5.082819702E2,-4.904825671E1
5.083885420E2,-4.819560715E1
5.084949722E2,-4.724027800E1
5.085987245E2,-4.924458758E1
5.087025005E2,-4.789197308E1
5.088089516E2,-4.818024153E1
5.089153482E2,-5.101399707E1
5.090217950E2,-4.854234455E1
5.091258053E2,-4.872802064E1
5.092320493E2,-4.836031472E1
5.093347550E2,-4.895688370E1
5.094413512E2,NaN
5.095425980E2,-4.791497054E1
5.096487189E2,-4.876687461E1
5.097551761E2,-4.881411430E1
5.098616606E2,-4.816538817E1
5.099654585E2,-4.762643517E1
5.100720276E2,-4.834742448E1
5.101785163E2,-4.915501942E1
5.102821113E2,-4.853234432E1
5.103885960E2,-4.996287643E1
5.104919575E2,-4.750883574E1
5.105974557E2,-4.989798453E1
5.107038943E2,-5.109810493E1
5.108103586E2,-4.774703000E1
5.109155011E2,-4.951420456E1
5.110220962E2,-4.915541091E1
5.111286381E2,-4.828051995E1
5.112322121E2,-4.602092255E1
5.113381420E2,-4.744325801E1
5.114449646E2,-4.965429866E1
5.115489331E2,NaN
5.116548469E2,-4.852334562E1
5.117612484E2,-4.753835952E1
5.118656335E2,-4.953239018E1
5.119712480E2,-4.655392238E1
5.120778856E2,-4.700141136E1
5.121823236E2,-4.676828281E1
5.122887476E2,-4.689934383E1
5.123951830E2,-4.608431328E1
5.124989801E2,-4.964072685E1
5.126054360E2,-4.902904369E1
5.127119542E2,-4.907689737E1
5.128156497E2,-4.883737313E1
5.129222111E2,-4.698551808E1
5.130288509E2,-4.779251474E1
5.131324254E2,-4.582165010E1
5.132388554E2,-4.870265011E1
5.133452715E2,NaN
5.134490189E2,-4.893623326E1
5.135556374E2,-4.974093672E1
5.136621053E2,-4.952079142E1
5.137657837E2,-4.910965653E1
5.138722856E2,-4.819258466E1
5.139781920E2,-4.982921594E1
5.140823931E2,-4.826116791E1
5.141889262E2,-4.999097543E1
5.142953852E2,-4.865727036E1
5.143991641E2,-4.921427982E1
5.145047917E2,-4.979927160E1
5.146112735E2,-4.828729320E1
5.147157919E2,-4.823665621E1
5.148222792E2,-5.019650030E1
5.149287670E2,-4.917689454E1
5.150324987E2,-4.822062066E1
5.151389609E2,-4.900987393E1
