"Time (s)","Sound pressure level (dB)"
2.273255608E2,-3.203690911E1
2.274321157E2,-3.356859585E1
2.275356886E2,-3.374641173E1
2.276421593E2,-3.478010640E1
2.277478867E2,NaN
2.278524166E2,-3.105222995E1
2.279580121E2,-3.693258236E1
2.280650740E2,-3.374552535E1
2.281690625E2,-3.533673240E1
2.282739954E2,-3.467970368E1
2.283805785E2,-3.538563939E1
2.284857122E2,-3.679116246E1
2.285883245E2,-3.637956645E1
2.286947687E2,-3.703392196E1
2.288010913E2,-3.694091095E1
2.289075947E2,-3.695445820E1
2.290140552E2,-3.652407756E1
2.291192889E2,-3.636735109E1
2.292259765E2,-3.453846638E1
2.293324780E2,-3.414110830E1
2.294359848E2,-3.428108838E1
2.295426115E2,-3.513420902E1
2.296444597E2,-3.778354238E1
2.297511252E2,-3.737439357E1
2.298579072E2,-3.546590337E1
2.299630870E2,-3.571025420E1
2.300692472E2,-3.424319341E1
2.301745673E2,-3.610849616E1
2.302761752E2,-3.628282558E1
2.303781456E2,-3.563835509E1
2.304839835E2,-3.412391230E1
2.305858124E2,-3.740176818E1
2.306917112E2,-3.004194437E1
2.307981605E2,-3.370399221E1
2.309025987E2,-3.356102660E1
2.310091336E2,-3.462333866E1
2.311156373E2,-3.373872716E1
2.312193088E2,-3.609143291E1
2.313259035E2,-3.798845028E1
2.314324007E2,-3.919344087E1
2.315359687E2,-3.697522276E1
2.316424470E2,-3.761842577E1
2.317476133E2,-3.556670685E1
2.318527068E2,-3.022455207E1
2.319591170E2,-3.320977714E1
2.320645490E2,-3.404075909E1
2.321694120E2,-3.814263834E1
2.322745577E2,-3.662456167E1
2.323770398E2,-3.039704850E1
2.324834020E2,-3.255437050E1
2.325861345E2,-3.711130251E1
2.326912263E2,-3.486645220E1
2.327977228E2,-3.172547094E1
2.329027326E2,-3.494466805E1
2.330091810E2,-3.231219917E1
2.331122763E2,-3.557084074E1
2.332181660E2,-3.332374351E1
2.333246454E2,-3.036588702E1
2.334311561E2,-3.616471563E1
2.335360901E2,-3.546689527E1
2.336425877E2,NaN
2.337446510E2,-3.480274424E1
2.338511171E2,-3.698061116E1
2.339528023E2,-3.651184399E1
2.340593049E2,-3.728769300E1
2.341644792E2,-3.606277682E1
2.342694937E2,-3.741944371E1
2.343744997E2,-3.589271005E1
2.344809821E2,-3.570638271E1
2.345862826E2,-3.919813617E1
2.346928231E2,-3.442408340E1
2.347945451E2,-3.751425989E1
2.349010392E2,-3.625805431E1
2.350028926E2,-3.735855014E1
2.351094589E2,-3.231641447E1
2.352160357E2,-3.311690206E1
2.353196593E2,-3.661969644E1
2.354244949E2,-3.591872488E1
2.355310170E2,-3.532843701E1
2.356362725E2,-3.591671741E1
2.357426494E2,NaN
2.358472961E2,-3.614694628E1
2.359529539E2,-3.781533594E1
2.360594287E2,-3.658457284E1
2.361659345E2,-3.777000269E1
2.362696402E2,-3.419671973E1
2.363755052E2,-3.415581534E1
2.364820360E2,-3.318770843E1
2.365865857E2,-3.770317616E1
2.366930415E2,-3.573327667E1
2.367980007E2,-3.683065891E1
2.369031020E2,-3.262271660E1
2.370095543E2,-3.527713854E1
2.371161259E2,-3.905508070E1
2.372197640E2,-3.882484357E1
2.373263586E2,-3.614892977E1
2.374328272E2,-3.829285073E1
2.375364460E2,NaN
2.376421900E2,-2.850695816E1
2.377452300E2,-3.356855154E1
2.378518243E2,-4.030745484E1
2.379582349E2,-3.908319388E1
2.380612059E2,-3.866631071E1
2.381677946E2,-4.022130488E1
2.382697799E2,-3.976334141E1
2.383755758E2,-3.714617643E1
2.384819497E2,-3.676737874E1
2.385865926E2,-3.876025880E1
2.386930740E2,-3.732003559E1
2.387995578E2,-3.268892925E1
2.389031941E2,-3.187011909E1
2.390096291E2,-3.317564978E1
2.391161799E2,-3.774302557E1
2.392199182E2,-3.619942948E1
2.393264628E2,-3.465145638E1
2.394329060E2,-3.773123920E1
2.395365468E2,-3.773498787E1
2.396388304E2,NaN
2.397412565E2,-3.763686143E1
2.398476757E2,-3.779589207E1
2.399532825E2,-4.039150881E1
2.400597709E2,-3.888691579E1
2.401663626E2,-3.837540045E1
2.402699581E2,-3.724453862E1
2.403756060E2,-3.434213855E1
2.404820462E2,-3.590350437E1
2.405867363E2,-3.905026202E1
2.406932202E2,-3.787836294E1
2.407996614E2,-3.544502052E1
2.409033187E2,-3.252743165E1
2.410097925E2,-3.252814243E1
2.411162831E2,-3.509860674E1
2.412200531E2,-3.544208811E1
2.413264958E2,-3.679145181E1
2.414330926E2,-3.618477389E1
2.415367155E2,-3.314738259E1
2.416430404E2,-3.587908281E1
2.417454994E2,NaN
2.418512837E2,-3.109364339E1
2.419534026E2,-2.895608591E1
2.420599207E2,-2.702894375E1
2.421626447E2,-3.165103146E1
2.422686642E2,-3.508640865E1
2.423701214E2,-3.426496667E1
2.424766182E2,-3.296953537E1
2.425823355E2,-3.347373776E1
2.426868021E2,-3.334983785E1
2.427932828E2,-3.457473733E1
2.428997094E2,-3.721149946E1
2.430035378E2,-3.663244697E1
2.431100739E2,-3.803322798E1
2.432165809E2,-3.611530939E1
2.433202651E2,-3.592520049E1
2.434267294E2,-3.547612230E1
2.435333027E2,-3.704705736E1
2.436368881E2,-3.550511267E1
2.437435127E2,-3.533137503E1
2.438477151E2,NaN
2.439521884E2,-3.617674289E1
2.440586525E2,-3.724093212E1
2.441638030E2,-3.556763769E1
2.442702465E2,-3.793799003E1
2.443755760E2,-3.958859260E1
2.444778857E2,-3.766486104E1
2.445844212E2,-3.722617012E1
2.446869607E2,-3.810049226E1
2.447935120E2,-3.947798853E1
2.448978060E2,-3.828801737E1
2.450036238E2,-4.039272326E1
2.451101162E2,-3.806786978E1
2.452166405E2,-3.900373784E1
2.453204236E2,-3.899553295E1
2.454268858E2,-3.526037251E1
2.455334051E2,-3.558629778E1
2.456370356E2,-3.591789310E1
2.457435331E2,-3.971177282E1
2.458502163E2,-4.045971568E1
2.459537116E2,-3.920720685E1
2.460552810E2,-3.893780851E1
2.461602572E2,-3.937222928E1
2.462631584E2,-4.110840582E1
2.463691765E2,-3.883968481E1
2.464757194E2,-3.848832667E1
2.465777399E2,-3.697020670E1
2.466842040E2,-4.025278384E1
2.467871950E2,-3.770954102E1
2.468937787E2,-3.900812906E1
2.470002910E2,-4.052621073E1
2.471038039E2,-3.926269720E1
2.472078324E2,-3.629922881E1
2.473143129E2,-3.880603522E1
2.474204933E2,-3.889500936E1
2.475269793E2,-4.019062038E1
2.476296130E2,-3.877509465E1
2.477359737E2,-3.773983950E1
2.478424890E2,-4.048053877E1
2.479489352E2,-4.258523250E1
2.480539981E2,-4.021964880E1
2.481605387E2,-3.925135574E1
2.482623082E2,-4.180979696E1
2.483687305E2,-4.091826639E1
2.484705706E2,-4.139900267E1
2.485770682E2,-4.096364289E1
2.486835970E2,-4.253902880E1
2.487873245E2,-4.216646049E1
2.488938698E2,-4.165165225E1
2.490003491E2,-4.184799476E1
2.491039808E2,-4.345585953E1
2.492104460E2,-4.318610919E1
2.493169348E2,-4.167808526E1
2.494206506E2,-4.046187299E1
2.495270384E2,-4.085930509E1
2.496332269E2,-4.061597338E1
2.497373532E2,-3.958695093E1
2.498438653E2,-3.823283958E1
2.499505887E2,-4.053045123E1
2.500541357E2,-3.672952756E1
2.501606576E2,-3.865343432E1
2.502643593E2,-3.989710205E1
2.503707386E2,-3.964873757E1
2.504771512E2,-4.080089843E1
2.505836606E2,-3.811620835E1
2.506874157E2,-4.174267007E1
2.507939615E2,-4.177458927E1
2.508978623E2,-4.356757469E1
2.510041683E2,-4.239528065E1
2.511107810E2,-4.143411516E1
2.512173345E2,-4.296298101E1
2.513208810E2,-4.281925890E1
2.514274135E2,-4.194874341E1
2.515339240E2,-3.806268401E1
2.516374885E2,-3.997790729E1
2.517439660E2,-4.210645933E1
2.518503606E2,NaN
2.519541612E2,-4.068437833E1
2.520606741E2,-4.006626240E1
2.521668412E2,-3.912250889E1
2.522709167E2,-4.208949116E1
2.523755452E2,-3.952863899E1
2.524810981E2,-4.133606912E1
2.525876226E2,-4.241156016E1
2.526910555E2,-4.250181913E1
2.527975179E2,-4.094044817E1
2.529028793E2,-4.421708676E1
2.530094000E2,-4.241237505E1
2.531159958E2,-4.253419253E1
2.532209678E2,-4.227407109E1
2.533274893E2,-4.277923325E1
2.534339556E2,-4.079781961E1
2.535376320E2,-4.313611326E1
2.536402962E2,NaN
2.537460544E2,-4.181437374E1
2.538501795E2,-3.784418953E1
2.539543375E2,-3.653753381E1
2.540608273E2,-3.929393843E1
2.541673683E2,-3.842996863E1
2.542710177E2,-3.927886305E1
2.543774821E2,-4.028511305E1
2.544847392E2,-3.975045748E1
2.545876478E2,-4.028041952E1
2.546935204E2,-4.098863293E1
2.547998425E2,-3.964926537E1
2.549043910E2,-4.030914670E1
2.550109658E2,-4.178737761E1
2.551176679E2,-3.987954837E1
2.552211394E2,-3.868822491E1
2.553276804E2,-3.845839318E1
2.554330643E2,-3.845429459E1
2.555379162E2,-3.943668861E1
2.556436492E2,-3.478772464E1
2.557501002E2,-3.763424499E1
2.558545406E2,-3.539936972E1
2.559610595E2,-3.841976123E1
2.560675438E2,-3.807039630E1
2.561711910E2,-3.510256509E1
2.562776653E2,-3.849747486E1
2.563840993E2,-3.973976364E1
2.564865984E2,-4.083032988E1
2.565930840E2,-4.061985641E1
2.566996217E2,-4.175281720E1
2.568045379E2,-4.056891963E1
2.569110502E2,-3.878995863E1
2.570130266E2,-4.122277306E1
2.571196432E2,-4.021486484E1
2.572212620E2,-4.148421331E1
2.573277882E2,-3.997398346E1
2.574292408E2,-3.983584058E1
2.575344604E2,-4.120265277E1
2.576379481E2,-4.357835595E1
2.577444587E2,-4.184157434E1
2.578508932E2,-4.212709646E1
2.579546250E2,-4.388547846E1
2.580610610E2,-4.563314569E1
2.581636915E2,-4.448964311E1
2.582699728E2,-4.379327106E1
2.583729830E2,-4.331044332E1
2.584793889E2,-4.361623371E1
2.585858848E2,-4.321581662E1
2.586880894E2,-4.280875076E1
2.587945550E2,-4.347973462E1
2.588980390E2,-4.271952465E1
2.590034271E2,-4.278575822E1
2.591077222E2,-4.466482217E1
2.592142725E2,-4.415691220E1
2.593200677E2,-4.224591582E1
2.594265877E2,-4.336600502E1
2.595330595E2,-4.227357296E1
2.596381054E2,-3.413780145E1
2.597445970E2,-4.311201389E1
2.598510638E2,-4.190681779E1
2.599548265E2,-4.250816232E1
2.600614383E2,-4.159104129E1
2.601679658E2,-4.320484663E1
2.602714579E2,-4.326572062E1
2.603779835E2,-4.419044144E1
2.604820377E2,-4.296016252E1
2.605882312E2,-4.283818694E1
2.606943941E2,-4.552960525E1
2.608008780E2,-4.433601894E1
2.609048546E2,-4.500505333E1
2.610113939E2,-4.613971711E1
2.611143237E2,-4.357819147E1
2.612202467E2,-4.575224500E1
2.613245989E2,-4.395370034E1
2.614310578E2,-4.248505954E1
2.615369416E2,-4.343474712E1
2.616434122E2,NaN
2.617491925E2,-4.548386040E1
2.618549876E2,-4.545938431E1
2.619614501E2,-4.428956157E1
2.620680072E2,-4.384786155E1
2.621716305E2,-4.159245005E1
2.622781952E2,-4.335080639E1
2.623845231E2,-4.360301225E1
2.624870724E2,-4.567007264E1
2.625934951E2,-4.324464665E1
2.626999660E2,-4.402670601E1
2.628050075E2,-4.519714010E1
2.629114727E2,-4.384214680E1
2.630134953E2,-4.343529350E1
2.631200918E2,-4.443092504E1
2.632217349E2,-4.553203325E1
2.633281709E2,-4.684678184E1
2.634347045E2,-4.509767269E1
2.635404680E2,-4.450561246E1
2.636471247E2,-4.451571516E1
2.637537247E2,-4.540701468E1
2.638601407E2,-4.536563639E1
2.639648344E2,-4.580291040E1
2.640704848E2,-4.540437242E1
2.641769355E2,-4.485995121E1
2.642834160E2,-4.445505908E1
2.643885516E2,-4.328948894E1
2.644950406E2,-4.341298992E1
2.646015107E2,-4.237457063E1
2.647051393E2,-4.256709171E1
2.648116003E2,-4.513560647E1
2.649180805E2,-4.604782451E1
2.650218549E2,-4.377341579E1
2.651282905E2,-4.388418918E1
2.652348323E2,-4.551676854E1
2.653385630E2,-4.575587743E1
2.654449800E2,-4.627553992E1
2.655514218E2,-4.799957355E1
2.656552821E2,-4.791143824E1
2.657617666E2,-4.443118673E1
2.658683048E2,-4.176212131E1
2.659720073E2,-3.810529179E1
2.660786599E2,-3.667071894E1
2.661812687E2,-3.857515262E1
2.662872313E2,-3.882208416E1
2.663936999E2,-3.960420415E1
2.665001878E2,-4.151507047E1
2.666040405E2,-4.376617939E1
2.667104968E2,-4.291973607E1
2.668169692E2,-4.162812589E1
2.669221286E2,-4.305158165E1
2.670287130E2,-4.256584549E1
2.671303463E2,-4.437907435E1
2.672332105E2,-4.194447300E1
2.673387344E2,-4.378885837E1
2.674452268E2,-4.326712166E1
2.675517215E2,-4.276248587E1
2.676554292E2,-4.257258608E1
2.677618524E2,-4.199390792E1
2.678683767E2,-4.346972109E1
2.679721395E2,-4.277610575E1
2.680787386E2,-4.215307129E1
2.681834720E2,-4.309618110E1
2.682887345E2,-4.222022505E1
2.683952989E2,-4.387582532E1
2.685018086E2,-4.300449663E1
2.686054460E2,-4.250068031E1
2.687119068E2,-4.306614709E1
2.688183621E2,-4.246774908E1
2.689223006E2,-4.252462743E1
2.690243348E2,-4.275911175E1
2.691308697E2,-4.421222575E1
2.692374605E2,-4.292397220E1
2.693439307E2,NaN
2.694497336E2,-4.668580872E1
2.695554894E2,-4.475042078E1
2.696619645E2,-4.561699236E1
2.697684654E2,-4.521763093E1
2.698722379E2,-4.646508870E1
2.699787820E2,-4.509097492E1
2.700853453E2,-4.580551192E1
2.701889755E2,-4.659374472E1
2.702956285E2,-4.520164469E1
2.704009677E2,-4.374681576E1
2.705055608E2,-4.394039974E1
2.706109761E2,-4.276659557E1
2.707140108E2,-4.349652631E1
2.708204855E2,-4.464486684E1
2.709224472E2,-4.443875449E1
2.710289859E2,-4.465102668E1
2.711343954E2,-4.439941592E1
2.712390067E2,-4.449549098E1
2.713455594E2,-4.389480532E1
2.714520067E2,-4.780905087E1
2.715556405E2,-4.701988698E1
2.716585540E2,-4.624648727E1
2.717649785E2,-4.525962898E1
2.718710568E2,-4.517384999E1
2.719775625E2,-4.364470248E1
2.720840779E2,-4.425412546E1
2.721891480E2,-4.526919606E1
2.722956629E2,-4.593432326E1
2.723989690E2,-4.461609323E1
2.725044273E2,-4.523941677E1
2.726109567E2,-4.609752425E1
2.727174854E2,-4.435088296E1
2.728224907E2,-4.506770517E1
2.729267945E2,-4.541233650E1
2.730333911E2,-4.581945047E1
2.731390980E2,-4.370024297E1
2.732455437E2,NaN
2.733513968E2,-3.979123930E1
2.734558746E2,-4.437452496E1
2.735623675E2,-4.311817255E1
2.736665167E2,-4.444240440E1
2.737725053E2,-4.265953139E1
2.738752910E2,-4.406707061E1
2.739809841E2,-4.466452391E1
2.740876180E2,-4.376934043E1
2.741893129E2,-4.329139680E1
2.742913553E2,-4.475019472E1
2.743978880E2,-4.367296658E1
2.745044122E2,-4.441176269E1
2.746058975E2,-4.392071744E1
2.747123831E2,-4.401311929E1
2.748166860E2,-4.459638636E1
2.749227395E2,-4.499117243E1
2.750294447E2,-4.366835659E1
2.751359361E2,-4.433013554E1
2.752392945E2,-4.561772245E1
2.753457370E2,NaN
2.754515190E2,-4.449114508E1
2.755559544E2,-4.408535639E1
2.756624450E2,-4.459651171E1
2.757675405E2,-4.425832251E1
2.758726806E2,-4.598102595E1
2.759775500E2,-4.575702217E1
2.760840866E2,-4.536483026E1
2.761894282E2,-4.675636342E1
2.762959592E2,-4.382972944E1
2.763976461E2,-4.263783001E1
2.765041007E2,-4.293459447E1
2.766060517E2,-4.436600900E1
2.767125310E2,-4.470919204E1
2.768189841E2,-4.319782692E1
2.769228752E2,-4.338118869E1
2.770276090E2,-4.376678546E1
2.771329037E2,-4.606496109E1
2.772381450E2,-4.300476730E1
2.773446838E2,-4.684347686E1
2.774476160E2,NaN
2.775532816E2,-4.404528130E1
2.776561893E2,-4.656181159E1
2.777626742E2,-4.617314589E1
2.778675741E2,-4.512773067E1
2.779728038E2,-4.585742865E1
2.780793405E2,-4.341805007E1
2.781817257E2,-4.371868679E1
2.782882126E2,-4.236079657E1
2.783946771E2,-4.426034223E1
2.784976147E2,-4.233511873E1
2.786041452E2,-4.429598816E1
2.787062120E2,-4.482967547E1
2.788124691E2,-4.352350886E1
2.789189503E2,-4.631645444E1
2.790229845E2,-4.367858855E1
2.791260053E2,-4.320280313E1
2.792325566E2,-4.499967314E1
2.793382885E2,-4.388205369E1
2.794438792E2,-4.321016643E1
2.795503786E2,-4.374529524E1
2.796567657E2,-4.458751718E1
2.797632525E2,-4.472686109E1
2.798657967E2,-4.426683096E1
2.799716926E2,-4.373463055E1
2.800732065E2,-4.509607942E1
2.801774853E2,-4.397181634E1
2.802800210E2,-3.950489643E1
2.803865486E2,-4.122969799E1
2.804918882E2,-4.270804198E1
2.805983423E2,-4.257904483E1
2.807016491E2,-4.319014874E1
2.808063650E2,-4.286955282E1
2.809131544E2,-4.245061893E1
2.810197606E2,-4.224768050E1
2.811231418E2,-4.093177996E1
2.812274912E2,-4.127505467E1
2.813340226E2,-4.151070988E1
2.814397442E2,-4.211605653E1
2.815462476E2,-4.175049657E1
2.816484243E2,-4.079025075E1
2.817548857E2,-4.043944448E1
2.818565179E2,-4.199160155E1
2.819631048E2,-4.228607360E1
2.820675237E2,-4.051745100E1
2.821731480E2,-4.130454271E1
2.822792781E2,-4.136300987E1
2.823857853E2,-4.007976000E1
2.824897207E2,-4.078372565E1
2.825955179E2,-4.175575156E1
2.826974754E2,-4.257863890E1
2.828038979E2,-4.270809521E1
2.829066115E2,-4.131113586E1
2.830134158E2,-4.078200235E1
2.831199029E2,-3.765850611E1
2.832232781E2,-3.852547535E1
2.833297746E2,-3.434252534E1
2.834363059E2,-3.584251833E1
2.835398892E2,-4.100352755E1
2.836436862E2,-4.080622977E1
2.837474562E2,NaN
2.838533085E2,-4.348132509E1
2.839565859E2,-4.447692709E1
2.840631137E2,-4.401827970E1
2.841675417E2,-4.177264234E1
2.842732797E2,-4.475343537E1
2.843781134E2,-4.456811545E1
2.844846010E2,-4.566249895E1
2.845900475E2,-4.392963802E1
2.846965505E2,-4.219499932E1
2.848030254E2,-4.326247828E1
2.849066993E2,-4.315503251E1
2.850132416E2,-4.136379301E1
2.851197982E2,-4.152314350E1
2.852234091E2,-4.259378877E1
2.853299897E2,-4.317640258E1
2.854364723E2,-4.231184174E1
2.855400615E2,-4.438405525E1
2.856459230E2,-4.360582614E1
2.857523810E2,-4.286148798E1
2.858568569E2,-4.548566859E1
2.859634001E2,-4.417025632E1
2.860700079E2,-4.585523940E1
2.861734448E2,-4.451063479E1
2.862800137E2,-4.349794816E1
2.863864871E2,-4.475544467E1
2.864901266E2,-4.429372509E1
2.865965481E2,-4.303446961E1
2.867030650E2,-4.249651954E1
2.868068383E2,-4.449366196E1
2.869133084E2,-4.390641348E1
2.870198265E2,-3.876192127E1
2.871236156E2,-4.171452821E1
2.872300562E2,-4.434108870E1
2.873365884E2,-4.461207325E1
2.874401882E2,-4.359365777E1
2.875466115E2,NaN
2.876494145E2,-4.486361871E1
2.877555066E2,-4.350442120E1
2.878620807E2,-4.273865214E1
2.879686576E2,-4.453204496E1
2.880736452E2,-4.257389666E1
2.881800935E2,-4.132652614E1
2.882867527E2,-4.338248799E1
2.883903341E2,-4.290185051E1
2.884967742E2,-4.212869445E1
2.886008472E2,-4.217175678E1
2.887069574E2,-4.270878166E1
2.888134303E2,-4.244747633E1
2.889198852E2,-4.262319256E1
2.890236771E2,-4.025200639E1
2.891302477E2,-4.075172807E1
2.892366975E2,-4.172805435E1
2.893403524E2,NaN
2.894462103E2,-4.385338177E1
2.895526789E2,-4.443303245E1
2.896570960E2,-4.547876673E1
2.897635765E2,-4.450198027E1
2.898700347E2,-4.365528449E1
2.899737258E2,-4.549969869E1
2.900790208E2,-4.681003840E1
2.901855292E2,-4.416371498E1
2.902904183E2,-4.354991746E1
2.903969109E2,-4.477831541E1
2.905034804E2,-4.375041219E1
2.906071413E2,-4.592563947E1
2.907136954E2,-4.518413635E1
2.908202197E2,-4.467091344E1
2.909238898E2,-4.433976707E1
2.910304501E2,-4.341158890E1
2.911369800E2,-4.136383413E1
2.912405162E2,-4.298153462E1
2.913470295E2,-4.574873759E1
2.914534769E2,-4.508258116E1
2.915571852E2,-4.347242297E1
2.916622227E2,-4.404964691E1
2.917687007E2,-4.193723005E1
2.918739352E2,-4.198193719E1
2.919805404E2,-4.359232137E1
2.920870875E2,-4.376825176E1
2.921906499E2,-4.168583071E1
2.922970766E2,-4.055432830E1
2.924036393E2,-4.180123939E1
2.925072411E2,-4.345657344E1
2.926137430E2,-4.224144617E1
2.927202844E2,-4.153689348E1
2.928240594E2,-4.072654990E1
2.929306742E2,-4.302173655E1
2.930341626E2,-4.382774392E1
2.931406647E2,-4.262590714E1
2.932471500E2,-4.058802581E1
2.933536211E2,-4.095020614E1
2.934574304E2,-3.981643056E1
2.935638700E2,-4.027244112E1
2.936702910E2,-4.414495723E1
2.937740046E2,-4.186785235E1
2.938805129E2,-4.120065591E1
2.939870717E2,-3.971067756E1
2.940907190E2,-4.018320255E1
2.941972760E2,-3.873793344E1
2.943039157E2,-3.796942365E1
2.944074035E2,-3.794641600E1
2.945139356E2,-3.863739816E1
2.946204033E2,-3.974614977E1
2.947240180E2,-4.183759234E1
2.948296370E2,-4.047123730E1
2.949356308E2,-3.914597201E1
2.950407867E2,-3.907681722E1
2.951464897E2,-3.565699298E1
2.952505640E2,NaN
2.953561060E2,-3.403018218E1
2.954625907E2,-3.237201068E1
2.955691523E2,-3.216619906E1
2.956749236E2,-3.422997356E1
2.957813834E2,-3.140569038E1
2.958879308E2,-3.285954888E1
2.959909148E2,-3.449502019E1
2.960974065E2,-3.405327123E1
2.962038253E2,-3.143731851E1
2.963075536E2,-3.371054188E1
2.964107849E2,-3.254501106E1
2.965159667E2,-3.281299835E1
2.966202266E2,-3.443884245E1
2.967243231E2,-3.298133183E1
2.968308820E2,-3.491263305E1
2.969374997E2,-3.408512226E1
2.970408902E2,NaN
2.971467197E2,-3.397265862E1
2.972531374E2,-3.483469903E1
2.973576055E2,-3.454231560E1
2.974640619E2,-3.501772258E1
2.975705147E2,-3.590947003E1
2.976743059E2,-3.842275164E1
2.977807517E2,-3.707562902E1
2.978873612E2,-3.466069031E1
2.979910650E2,-3.472166890E1
2.980974978E2,-3.612224319E1
2.982040226E2,-3.637792401E1
2.983077577E2,-3.670932297E1
2.984142499E2,-3.459568767E1
2.985170379E2,-4.055790809E1
2.986229893E2,-4.024667660E1
2.987273868E2,-4.001252787E1
2.988340197E2,-3.904702749E1
2.989396647E2,-3.572728173E1
2.990462219E2,-3.772844360E1
2.991526922E2,-3.638478322E1
2.992578377E2,-3.812498488E1
2.993643278E2,-3.672606813E1
2.994708334E2,-3.053728762E1
2.995744540E2,-3.424716754E1
2.996791704E2,-3.803576996E1
2.997857636E2,-4.154301257E1
2.998912699E2,-4.021490732E1
2.999978286E2,-3.411715215E1
3.001040906E2,-3.299094986E1
3.002078612E2,-3.269512544E1
3.003143261E2,-3.267955811E1
3.004163010E2,-3.813799050E1
3.005228660E2,-3.642178521E1
3.006295037E2,-3.517811170E1
3.007360052E2,-3.369251565E1
3.008412573E2,NaN
3.009471044E2,-3.472949267E1
3.010536204E2,-3.886725364E1
3.011579226E2,-3.720188402E1
3.012643502E2,-3.612454881E1
3.013702190E2,-3.702936452E1
3.014746027E2,-3.598528185E1
3.015810991E2,-3.496331770E1
3.016873160E2,-3.357547761E1
3.017914078E2,-3.897390345E1
3.018980259E2,-3.561012225E1
3.020045271E2,-3.791681557E1
3.021080101E2,-3.519105155E1
3.022145360E2,-3.772183595E1
3.023210090E2,-3.747279198E1
3.024246797E2,-3.649364694E1
3.025311005E2,-3.796331037E1
3.026375707E2,NaN
3.027413381E2,-3.720273048E1
3.028478680E2,-3.665725749E1
3.029543823E2,-3.715056369E1
3.030581255E2,-3.944059419E1
3.031646502E2,-3.654630581E1
3.032711485E2,-3.575811563E1
3.033747608E2,-3.532961342E1
3.034812745E2,-3.271786890E1
3.035877618E2,-3.352085855E1
3.036914483E2,-3.533114182E1
3.037980057E2,-3.525863117E1
3.039045913E2,-3.324269718E1
3.040081374E2,-3.405746354E1
3.041147076E2,-3.402434853E1
3.042211892E2,-3.644645813E1
3.043248917E2,-3.599035294E1
3.044314317E2,-3.389035328E1
3.045378239E2,-3.607864939E1
3.046415007E2,-3.768542243E1
3.047451501E2,NaN
3.048511163E2,-3.338935183E1
3.049568420E2,-3.355191768E1
3.050634409E2,-3.298465416E1
3.051673973E2,-3.483391696E1
3.052735852E2,-3.684901975E1
3.053800504E2,-3.635169623E1
3.054865015E2,-3.759276601E1
3.055916574E2,-3.831426799E1
3.056946620E2,-3.758074944E1
3.057984721E2,-3.770448479E1
3.059050496E2,-3.733232339E1
3.060082873E2,-3.607786274E1
3.061149055E2,-3.701871724E1
3.062213705E2,-3.494435841E1
3.063250646E2,-3.337457270E1
3.064316005E2,-3.327232898E1
3.065380682E2,-3.533834953E1
3.066415471E2,-3.456250235E1
3.067451811E2,-3.586528765E1
3.068499746E2,-3.727248084E1
3.069562754E2,-3.446320112E1
3.070584365E2,-3.338995496E1
3.071649457E2,-2.941507621E1
3.072673369E2,-3.450905747E1
3.073737530E2,-3.203893072E1
3.074774469E2,-3.311766425E1
3.075832306E2,-3.495618110E1
3.076875134E2,-3.434750541E1
3.077918633E2,-3.033022349E1
3.078984160E2,-2.739034435E1
3.080048997E2,-2.614417094E1
3.081084474E2,-3.001796722E1
3.082149410E2,-2.965514130E1
3.083173775E2,-3.087561285E1
3.084237597E2,-3.094101407E1
3.085265390E2,-3.453362392E1
3.086332475E2,-3.666568797E1
3.087396527E2,-3.438245638E1
3.088418163E2,-3.535006087E1
3.089482517E2,-3.609928749E1
3.090547501E2,-3.821278754E1
3.091585200E2,-3.615867648E1
3.092650229E2,-3.552680589E1
3.093714773E2,-3.930389259E1
3.094752043E2,-4.051599663E1
3.095816825E2,-3.953444099E1
3.096849932E2,-3.736552232E1
3.097905696E2,-3.518611910E1
3.098971759E2,-3.589480590E1
3.100036332E2,-3.689101138E1
3.101086160E2,-3.754531994E1
3.102151533E2,-3.701760783E1
3.103216768E2,-3.694470488E1
3.104253362E2,-3.930183399E1
3.105318561E2,-4.096241602E1
3.106383861E2,-3.812903524E1
3.107420574E2,-4.025581663E1
3.108486836E2,-3.788943330E1
3.109551272E2,-3.834156894E1
3.110587481E2,-3.704432885E1
3.111651790E2,-4.063982814E1
3.112716948E2,-3.768076930E1
3.113753497E2,-3.746929271E1
3.114818015E2,-3.697929573E1
3.115882985E2,-3.922575357E1
3.116920534E2,-3.988285719E1
3.117979748E2,-3.445099612E1
3.119046290E2,-3.582053127E1
3.120087380E2,-3.690964414E1
3.121152856E2,-3.700632575E1
3.122217750E2,-3.457221984E1
3.123255173E2,-3.394838292E1
3.124320491E2,-3.767722208E1
3.125386158E2,-3.625739482E1
3.126422113E2,-4.071247801E1
3.127486784E2,NaN
3.128546665E2,-4.116610406E1
3.129587951E2,-3.778464019E1
3.130653501E2,-3.799708784E1
3.131706414E2,-4.086342570E1
3.132754845E2,-3.937561246E1
3.133805970E2,-3.807576481E1
3.134870270E2,-3.695937918E1
3.135922507E2,-3.898533704E1
3.136963317E2,-3.936120987E1
3.138028178E2,-3.691020845E1
3.139088658E2,-3.805649317E1
3.140106125E2,-3.713642770E1
3.141171690E2,-3.957776916E1
3.142236358E2,-3.946160717E1
3.143256680E2,-3.676903868E1
3.144320782E2,-3.932543976E1
3.145371792E2,NaN
