"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.127945208E0,9.714385867E-2,2.336717099E-1,1.702082693E-3
3.137910208E0,-2.358452976E-1,-5.124565959E-1,2.409260906E-2
3.147876208E0,-2.130345553E-1,-3.516559899E-1,1.595604606E-2
3.157841208E0,-6.644371897E-3,-2.292575873E-2,7.013152353E-3
3.167807208E0,1.044628620E-1,1.560276449E-1,1.096342877E-2
3.177772208E0,8.521415293E-3,9.253384545E-3,1.465803199E-2
3.187737208E0,-1.646997780E-1,-2.583578229E-1,2.106206678E-2
3.197703208E0,-2.523097694E-1,-3.775550425E-1,2.336090803E-2
3.207668208E0,-2.495934963E-1,-3.613705933E-1,2.689155564E-2
3.217633208E0,-1.596577615E-1,-2.288106978E-1,1.125390828E-1
3.227599208E0,-2.110031247E-2,-2.357696742E-2,6.076542735E-1
3.237564208E0,8.076879382E-2,9.917611629E-2,8.766117096E-1
3.247530208E0,-4.517839104E-2,-8.029672503E-2,6.587126255E-1
3.257495208E0,-9.341809154E-2,-1.424141526E-1,2.388035059E-1
3.267460208E0,3.294425830E-2,5.226974562E-2,3.437900171E-2
3.277426208E0,1.040360108E-1,1.501526386E-1,1.786127687E-2
3.287391208E0,5.379157513E-2,7.885660231E-2,1.509586722E-2
3.297356208E0,1.050402317E-2,1.210872550E-2,1.700481959E-2
3.307322208E0,1.470582793E-4,-2.209675964E-3,2.058270760E-2
3.317287208E0,5.006262101E-3,1.421617344E-4,3.566658497E-2
3.327253208E0,-1.988018863E-2,-2.831228264E-2,7.946605794E-3
3.337218208E0,-1.781863533E-2,-2.492927015E-2,1.614115387E-2
3.347183208E0,-8.692145930E-4,-1.280016825E-2,1.400018483E-1
3.357149208E0,8.489132859E-3,4.913580604E-3,3.344376385E-1
3.367114208E0,1.736234501E-2,1.580802538E-2,4.864687324E-1
3.377079208E0,5.963217933E-3,4.080301151E-4,5.857787728E-1
3.387045208E0,-1.417874359E-2,-2.259191126E-2,6.462927461E-1
3.397010208E0,-1.573909074E-2,-2.400125563E-2,6.936953664E-1
3.406976208E0,-1.550635230E-2,-1.940076053E-2,5.961446762E-1
3.416941208E0,4.444452468E-3,9.276425466E-3,4.042614996E-1
3.426906208E0,-9.897134267E-3,-2.041188441E-2,2.918904126E-1
3.436872208E0,-3.891786933E-2,-4.468260333E-2,2.301490158E-1
3.446837208E0,-1.623932458E-2,-2.925219573E-2,1.977567375E-1
3.456802208E0,-3.706258163E-2,-5.468112230E-2,1.902626157E-1
3.466768208E0,-1.892329380E-2,-2.496830374E-2,2.327887565E-1
3.476733208E0,2.216715179E-2,2.828852832E-2,3.174972236E-1
3.486699208E0,-3.814369207E-3,-9.506307542E-4,4.749074280E-1
3.496664208E0,-7.334801834E-3,-9.916434065E-4,4.645626247E-1
3.506629208E0,4.680861905E-2,9.470676631E-2,4.663069844E-1
3.516595208E0,2.842881158E-2,6.179222465E-2,5.657286644E-1
3.526560208E0,4.003749415E-2,8.890074492E-2,5.785956979E-1
3.536525208E0,6.579106301E-2,1.283306926E-1,5.637456775E-1
3.546491208E0,3.471626714E-2,6.139621884E-2,5.617759824E-1
3.556456208E0,3.573173285E-2,7.508699596E-2,5.061731935E-1
3.566422208E0,4.781582579E-2,8.685816824E-2,4.211972952E-1
3.576387208E0,2.597257867E-2,5.304799974E-2,3.424542844E-1
3.586352208E0,1.501228008E-2,3.499158472E-2,2.521653771E-1
3.596318208E0,9.680365212E-3,1.768956333E-2,1.508196145E-1
3.606283208E0,7.198751438E-3,1.586366817E-2,4.904214293E-2
3.616248208E0,1.249577943E-2,1.955587417E-2,7.720536087E-3
3.626214208E0,2.352260519E-3,9.987802245E-3,1.067260746E-2
3.636179208E0,6.810924970E-3,1.450612117E-2,1.077220961E-2
3.646145208E0,1.800893224E-3,1.284872182E-3,9.671243839E-3
3.656110208E0,9.451888502E-3,1.236229111E-2,1.101880334E-2
3.666075208E0,4.841934424E-3,1.181036979E-2,9.290968999E-3
3.676041208E0,2.320719883E-3,2.947103232E-3,1.170645654E-2
3.686006208E0,6.276232656E-3,1.213124860E-2,1.560112229E-3
3.695972208E0,9.616103023E-3,2.006454021E-2,1.064362284E-2
3.705937208E0,1.343447249E-2,3.546147048E-2,1.075596362E-2
3.715902208E0,1.404699963E-2,3.515334427E-2,1.127501391E-2
3.725868208E0,4.021726083E-3,-4.039872438E-4,6.695289165E-2
3.735833208E0,-1.546144718E-3,-5.285827443E-3,1.314807385E-1
3.745798208E0,-7.982402109E-3,-1.330047660E-2,2.924547493E-1
3.755764208E0,-2.873127814E-3,3.831107169E-4,3.904196620E-1
3.765729208E0,-5.166398361E-3,-6.428836845E-3,3.292812407E-1
3.775695208E0,3.969043028E-3,3.056277521E-3,1.041610390E-1
3.785660208E0,1.889496110E-2,3.185350448E-2,2.557427855E-3
3.795625208E0,1.125701424E-2,1.894382946E-2,4.312450998E-3
3.805591208E0,3.228440508E-2,5.431721732E-2,1.993440674E-5
