"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.534749208E0,-1.325783432E-1,7.910545915E-2,-4.554853141E-1
3.544713208E0,-1.225596219E-1,1.283154786E-1,-4.964237511E-1
3.554678208E0,-9.786279500E-2,1.526117623E-1,-5.218551159E-1
3.564642208E0,-8.610124886E-2,1.432745010E-1,-5.272268653E-1
3.574606208E0,-8.446340263E-2,9.871795028E-2,-5.263571143E-1
3.584571208E0,-8.332584053E-2,2.495300956E-2,-5.217436552E-1
3.594535208E0,-7.944348454E-2,-5.000192672E-2,-5.166224241E-1
3.604500208E0,-5.414043739E-2,-9.203386307E-2,-5.079521537E-1
3.614464208E0,-1.670011878E-2,-7.103829831E-2,-4.988374710E-1
3.624429208E0,3.022516705E-2,-3.665437177E-2,-4.738169312E-1
3.634393208E0,9.759462625E-2,2.659144253E-2,-4.547020793E-1
3.644358208E0,2.133540660E-1,1.066473350E-1,-4.301322103E-1
3.654322208E0,3.864099979E-1,1.910817772E-1,-4.069243670E-1
3.664287208E0,5.467885137E-1,3.231098056E-1,-3.906686604E-1
3.674251208E0,6.544534564E-1,4.514912069E-1,-3.727884591E-1
3.684216208E0,6.806606650E-1,5.024544001E-1,-3.496350050E-1
3.694180208E0,6.230152249E-1,4.626734555E-1,-3.191684484E-1
3.704144208E0,5.043649673E-1,3.666747808E-1,-2.875007391E-1
3.714109208E0,3.843602538E-1,2.596583366E-1,-2.561526597E-1
3.724073208E0,2.772926092E-1,1.620479375E-1,-2.170505375E-1
3.734038208E0,1.856327504E-1,7.597272098E-2,-1.687205583E-1
3.744002208E0,1.144098714E-1,1.266708132E-2,-1.113261878E-1
3.753967208E0,5.625895038E-2,-2.573436871E-2,-6.512700021E-2
3.763931208E0,-2.465900499E-3,-1.053360030E-1,-4.349040240E-2
