"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.458588208E0,7.020912632E-1,-6.877509668E-1,-1.159048535E0
2.468552208E0,7.688908781E-1,-6.326424211E-1,-1.580673130E0
2.478517208E0,9.146743897E-1,-6.413541877E-1,-1.983453902E0
2.488481208E0,9.515286590E-1,-6.198019356E-1,-2.466563138E0
2.498445208E0,9.266603047E-1,-4.882527396E-1,-2.696768603E0
2.508410208E0,1.072084212E0,-4.800330162E-1,-2.575913672E0
2.518374208E0,9.139098662E-1,-2.460540506E-1,-2.780963246E0
2.528339208E0,7.411231819E-1,-3.365364969E-2,-2.885976316E0
2.538303208E0,5.090278968E-1,1.267419076E-1,-3.011544102E0
2.548268208E0,2.973328163E-1,4.258936465E-1,-3.210093327E0
2.558232208E0,4.828674540E-2,6.983888063E-1,-3.085195631E0
2.568197208E0,-9.560840786E-2,8.043248588E-1,-3.067242925E0
2.578161208E0,-1.731467266E-1,9.114803481E-1,-3.175978332E0
2.588126208E0,-2.249634361E-1,1.012273774E0,-3.051076543E0
2.598090208E0,-2.405673158E-1,1.029070486E0,-2.777955438E0
2.608054208E0,-1.665004890E-1,9.994826978E-1,-2.457716886E0
2.618019208E0,-1.141054899E-2,1.027040040E0,-2.157062413E0
2.627983208E0,1.230126996E-1,1.105045990E0,-1.857880268E0
2.637948208E0,2.164501825E-1,1.101849902E0,-1.377635583E0
2.647912208E0,2.329900552E-1,1.077166466E0,-7.129504198E-1
2.657877208E0,1.812879512E-1,1.044627296E0,9.374665439E-2
2.667841208E0,2.410437177E-1,9.424524647E-1,6.771303767E-1
2.677806208E0,2.810885203E-1,8.332475263E-1,9.398726732E-1
2.687770208E0,3.062305243E-1,7.337863880E-1,8.730734968E-1
2.697735208E0,3.537129852E-1,7.008104306E-1,8.026279968E-1
2.707699208E0,3.518198030E-1,7.252719650E-1,8.730156094E-1
2.717663208E0,2.031930828E-1,6.616495809E-1,9.799512434E-1
2.727628208E0,7.963688448E-2,5.160445556E-1,1.202347167E0
2.737592208E0,4.655319214E-2,2.726974735E-1,1.367773084E0
2.747557208E0,-1.430490611E-1,3.872815579E-2,1.412814771E0
2.757521208E0,-4.576446122E-1,-5.668641686E-2,1.417287891E0
