"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.151045292E0,-2.346387058E-1,7.603588104E-1,9.024350643E-1
3.161098292E0,-4.792017341E-1,1.012804985E0,5.749610066E-1
3.171151292E0,-7.034811974E-1,1.098859072E0,2.600786984E-1
3.181204292E0,-6.623067856E-1,1.140501618E0,1.958589628E-2
3.191257292E0,-2.777649462E-1,1.025903821E0,-8.455142379E-2
3.201310292E0,3.942983150E-1,7.170389891E-1,-6.289495528E-2
3.211364292E0,1.144207716E0,2.469359338E-1,-1.506988406E-1
3.221417292E0,1.552809834E0,-1.602790952E-1,-3.960340917E-1
3.231470292E0,1.380350113E0,-3.132255077E-1,-6.547625661E-1
3.241523292E0,7.786514163E-1,-1.040851995E-1,-6.919411421E-1
3.251576292E0,1.684008539E-1,4.128370285E-1,-4.699828923E-1
3.261629292E0,-2.745280229E-2,9.352597594E-1,-1.719942242E-1
3.271682292E0,3.730658591E-1,1.362645030E0,2.009077072E-1
3.281735292E0,1.200216055E0,1.332245946E0,7.239742279E-1
3.291788292E0,1.844673038E0,9.000034928E-1,1.188613057E0
3.301841292E0,2.228106499E0,4.532402754E-1,1.648416162E0
3.311894292E0,2.343075991E0,-3.303296268E-1,1.817143917E0
3.321947292E0,2.105083942E0,-1.137676716E0,1.637082934E0
3.332000292E0,1.564872980E0,-1.605083585E0,1.315336704E0
3.342053292E0,8.717786074E-1,-1.767484188E0,8.889152408E-1
3.352107292E0,1.572268754E-1,-1.547730565E0,5.159618855E-1
3.362160292E0,-5.128862262E-1,-9.536986947E-1,2.898474932E-1
3.372213292E0,-1.157929420E0,-3.032881916E-1,1.703245640E-1
3.382266292E0,-1.782223105E0,9.362006187E-2,1.009800360E-1
3.392319292E0,-2.298422337E0,1.021749303E-1,4.650960118E-2
3.402372292E0,-2.555773735E0,-2.026975006E-1,-2.700383030E-2
3.412425292E0,-2.520322084E0,-7.012705207E-1,-1.804471761E-1
3.422478292E0,-2.239818096E0,-1.326952457E0,-3.700287640E-1
3.432531292E0,-1.816824436E0,-1.967871666E0,-5.366414189E-1
3.442584292E0,-1.387304306E0,-2.468603373E0,-6.592477560E-1
3.452637292E0,-1.091162920E0,-2.679903507E0,-7.369697690E-1
3.462690292E0,-9.702312350E-1,-2.601436853E0,-7.482053041E-1
3.472743292E0,-9.216700792E-1,-2.269334078E0,-7.152547836E-1
3.482796292E0,-8.765576482E-1,-1.823850751E0,-6.587653756E-1
3.492850292E0,-7.867752910E-1,-1.418389082E0,-6.176562905E-1
3.502903292E0,-6.525068283E-1,-1.203206539E0,-6.590546966E-1
3.512956292E0,-4.776338339E-1,-1.165656805E0,-7.317235470E-1
3.523009292E0,-2.782144248E-1,-1.123263001E0,-7.274643779E-1
3.533062292E0,-5.429529771E-2,-1.038756967E0,-6.436097026E-1
3.543115292E0,1.926822662E-1,-9.676203132E-1,-5.219618678E-1
3.553168292E0,4.571698606E-1,-9.476008415E-1,-3.984484673E-1
3.563221292E0,7.332228422E-1,-9.591028094E-1,-2.931380868E-1
3.573274292E0,1.014354944E0,-9.311675429E-1,-2.077715248E-1
3.583327292E0,1.252798557E0,-8.012818694E-1,-1.558820605E-1
3.593380292E0,1.380918384E0,-4.959331155E-1,-1.271817088E-1
3.603433292E0,1.406259894E0,-3.203587979E-2,-1.291770339E-1
3.613486292E0,1.361949682E0,5.135107636E-1,-1.812133342E-1
3.623539292E0,1.248618364E0,1.037044287E0,-2.384275496E-1
3.633592292E0,1.168894172E0,1.638964057E0,-2.301922590E-1
3.643646292E0,1.260732770E0,2.332303762E0,-1.051068529E-1
3.653699292E0,1.600775599E0,3.113348007E0,1.497707218E-1
3.663752292E0,2.152176142E0,3.707041025E0,5.750958323E-1
3.673805292E0,2.616194725E0,3.734331608E0,1.154361606E0
3.683857958E0,2.588433504E0,3.009428263E0,1.698210001E0
3.693910958E0,2.037345409E0,1.666678071E0,1.976167798E0
3.703963958E0,1.428651333E0,5.677663907E-2,1.814231157E0
3.714016958E0,1.244058371E0,-9.470350742E-1,1.350956678E0
3.724069958E0,1.336859703E0,-8.942814469E-1,9.275341630E-1
3.734122958E0,1.360665202E0,1.521312743E-1,7.330272794E-1
3.744175958E0,1.046082497E0,1.792316675E0,7.432551980E-1
3.754228958E0,3.931978941E-1,3.490935087E0,7.663533688E-1
3.764281958E0,-3.368516266E-1,4.815013885E0,6.811521649E-1
3.774334958E0,-8.795223832E-1,5.618281841E0,4.491812289E-1
3.784388958E0,-1.150411606E0,6.002965927E0,1.785945147E-1
3.794441958E0,-1.188124657E0,6.062909126E0,3.271374106E-2
3.804494958E0,-1.068418741E0,5.867145061E0,8.747917414E-2
3.814547958E0,-8.565962315E-1,5.395784855E0,3.019528687E-1
3.824600958E0,-5.944519043E-1,4.661350250E0,5.945621729E-1
3.834653958E0,-2.842064202E-1,3.763494730E0,9.039274454E-1
3.844706958E0,1.128727347E-1,2.889396191E0,1.229660749E0
3.854759958E0,6.311390996E-1,2.191482782E0,1.541532516E0
3.864812958E0,1.248873949E0,1.696485639E0,1.788357258E0
3.874865958E0,1.900379062E0,1.381683469E0,1.926787376E0
3.884918958E0,2.522088528E0,1.166759968E0,1.952692270E0
3.894971958E0,3.006682158E0,8.804110289E-1,1.870687604E0
3.905024958E0,3.262054920E0,5.018903613E-1,1.685688257E0
