"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.052995210E2,5.239029851E1,4.886638928E0,-1.348724482E1,2.847456038E0,2.819199829E2,1.418645859E1,1.249070355E1
2.062995008E2,5.239030149E1,4.886615823E0,-1.334526406E1,1.998205248E0,2.819199829E2,1.418943356E1,1.190571772E1
2.072994787E2,5.239030822E1,4.886563711E0,-1.309667675E1,2.664368371E0,2.819199829E2,1.419225949E1,1.190348911E1
2.082994581E2,5.239031218E1,4.886533078E0,-1.266331379E1,1.798750021E0,2.819199829E2,1.368235599E1,1.121426095E1
2.092994366E2,5.239031778E1,4.886489713E0,-1.174972456E1,1.876456584E0,2.819199829E2,1.320599552E1,1.081235336E1
2.102994162E2,5.239032370E1,4.886442746E0,-1.100815662E1,1.863254169E0,2.814351501E2,1.275948512E1,1.071810346E1
2.112993954E2,5.239032907E1,4.886399307E0,-1.044406681E1,1.882483512E0,2.814351501E2,1.230412182E1,1.061503333E1
2.122993737E2,5.239033483E1,4.886352780E0,-9.268529423E0,1.841816947E0,2.814351501E2,1.180178799E1,1.030921190E1
2.132993528E2,5.239034031E1,4.886308522E0,-4.960777733E0,1.714303977E0,2.814351501E2,1.140539249E1,8.786873433E0
2.142993307E2,5.239034537E1,4.886267595E0,-3.454756276E0,1.724849044E0,2.814351501E2,1.110332632E1,7.865422520E0
2.152993104E2,5.239035114E1,4.886220959E0,-1.944624089E0,1.781784594E0,2.814351501E2,1.082035024E1,7.314250779E0
2.162992896E2,5.239036001E1,4.886182513E0,-1.658358210E0,1.754127373E0,3.059123168E2,1.057113703E1,7.484897992E0
2.172992686E2,5.239036141E1,4.886137982E0,-9.138721349E-1,1.783718706E0,2.814351501E2,1.029269884E1,7.595407925E0
2.182992470E2,5.239036710E1,4.886096712E0,3.017012496E-2,1.775343146E0,2.822556152E2,1.002072741E1,7.563196938E0
2.192992266E2,5.239037224E1,4.886058032E0,1.856792709E-1,1.810371171E0,2.822556152E2,9.816168142E0,7.473124619E0
2.202992052E2,5.239038212E1,4.886014586E0,1.728380937E-2,1.746027142E0,2.941050110E2,9.580269335E0,7.383609230E0
2.212991842E2,5.239039160E1,4.885979956E0,2.460477129E-1,1.767094603E0,2.941050110E2,9.452621041E0,7.286588270E0
2.222991637E2,5.239040411E1,4.885936253E0,4.980504066E-1,1.823061982E0,3.000565186E2,9.370108573E0,7.269188587E0
2.232991414E2,5.239043825E1,4.885890715E0,3.376006717E-1,1.764836876E0,3.298768311E2,9.153164100E0,7.468831717E0
2.242991204E2,5.239045093E1,4.885876288E0,6.687278785E-1,1.771886134E0,3.199518433E2,8.906452612E0,7.383743953E0
2.252990998E2,5.239046396E1,4.885854254E0,5.148912454E-1,1.794226162E0,3.102118225E2,8.795725364E0,7.366895518E0
2.262990788E2,5.239049419E1,4.885843789E0,8.077344531E-1,1.812842315E0,3.050952324E2,8.643202154E0,7.361742683E0
2.272990571E2,5.239050562E1,4.885809722E0,7.145681418E-1,1.780887090E0,3.013478661E2,8.506040355E0,7.353449370E0
2.282990360E2,5.239052298E1,4.885775904E0,1.029779397E0,1.820786371E0,3.036972009E2,8.298370401E0,7.169947881E0
2.292990149E2,5.239053821E1,4.885741771E0,9.899288276E-1,1.841232347E0,3.045134331E2,8.120685182E0,6.954977190E0
2.302989939E2,5.239054785E1,4.885708866E0,1.011440571E0,1.831544538E0,2.989785898E2,7.943624816E0,6.754369876E0
2.312989737E2,5.239055482E1,4.885673009E0,1.165779138E0,1.782586260E0,2.950451477E2,7.769245402E0,6.606210026E0
2.322989525E2,5.239056035E1,4.885639403E0,9.327071430E-1,1.778310602E0,2.913431391E2,7.805376727E0,6.430260638E0
2.332989309E2,5.239056501E1,4.885602771E0,6.503041526E-1,1.763975709E0,2.916993637E2,7.836683623E0,6.497475023E0
2.343007960E2,5.239057300E1,4.885565223E0,1.492105632E0,1.794190724E0,2.969185867E2,7.752011597E0,6.561869657E0
2.353007962E2,5.239057478E1,4.885523822E0,9.785414049E-1,1.816208821E0,2.944449696E2,7.572166768E0,6.554734199E0
2.363007802E2,5.239058903E1,4.885494962E0,1.213931827E0,1.821303333E0,3.040472294E2,7.389793554E0,6.468145620E0
2.373007909E2,5.239060234E1,4.885467565E0,1.186036183E0,1.812518348E0,3.094141986E2,7.159816280E0,6.194559058E0
2.383008008E2,5.239061339E1,4.885439074E0,9.897147119E-1,1.752673816E0,3.088787596E2,7.110603651E0,6.259407470E0
2.393007916E2,5.239062415E1,4.885406216E0,6.281905035E-1,1.739266539E0,3.067099538E2,7.049127510E0,6.383465145E0
2.403008056E2,5.239062923E1,4.885372506E0,9.545336943E-2,1.653789285E0,2.976630725E2,7.063321283E0,6.250244658E0
2.413008202E2,5.239064190E1,4.885334569E0,1.207465946E0,1.865527126E0,3.001304225E2,7.071381127E0,6.024620431E0
2.423008139E2,5.239065571E1,4.885305098E0,1.349018535E0,1.835878680E0,3.074693509E2,7.036946795E0,5.952504487E0
2.433008293E2,5.239066573E1,4.885273402E0,1.541129939E0,1.803385506E0,3.066485295E2,6.926150884E0,6.055715762E0
2.443008465E2,5.239068438E1,4.885244110E0,8.717251550E-1,1.879134427E0,3.145085582E2,6.818604333E0,6.104418509E0
2.453008447E2,5.239070502E1,4.885222685E0,7.178698415E-1,1.871704411E0,3.243488779E2,6.725968568E0,6.085174453E0
2.463008660E2,5.239073042E1,4.885220707E0,4.226245657E-1,1.790029621E0,3.474801211E2,6.638395344E0,6.005933267E0
2.473008848E2,5.239075284E1,4.885214925E0,2.075162055E-1,1.799308417E0,3.542947516E2,6.449604750E0,5.810025867E0
2.483008808E2,5.239077579E1,4.885213594E0,1.554962620E-1,1.810815730E0,3.574446200E2,6.377201027E0,5.746203633E0
2.493008769E2,5.239079658E1,4.885193030E0,2.669198196E-1,1.835591753E0,3.444768505E2,6.368405366E0,5.886943664E0
2.503008714E2,5.239082067E1,4.885155938E0,3.021937795E-2,1.924338892E0,3.340685232E2,6.242338099E0,5.703798863E0
2.513008655E2,5.239085414E1,4.885111880E0,8.515916513E-1,2.955516868E0,3.260874852E2,6.148122272E0,5.302765116E0
2.523008587E2,5.239087859E1,4.885066778E0,1.597783764E0,2.988870565E0,3.199757911E2,5.996150466E0,5.027393622E0
2.533008506E2,5.239090090E1,4.885030540E0,1.755734234E0,2.830809894E0,3.208274988E2,5.955373992E0,4.945178693E0
2.543008423E2,5.239092463E1,4.884995663E0,2.174800621E0,2.860096711E0,3.219530376E2,5.901159999E0,4.915501535E0
2.553008339E2,5.239094425E1,4.884973992E0,1.845668819E0,2.529750937E0,3.253612247E2,5.859730464E0,4.926695202E0
2.563008242E2,5.239096622E1,4.884956409E0,2.386740304E0,2.316023634E0,3.307707573E2,5.787429952E0,4.878174885E0
2.573008133E2,5.239098917E1,4.884918635E0,2.401608573E0,2.649380152E0,3.237094480E2,5.716322588E0,4.740624662E0
2.583008022E2,5.239100974E1,4.884885526E0,2.783216189E0,2.759908738E0,3.177886943E2,5.657556458E0,4.774735338E0
2.593007911E2,5.239102718E1,4.884846358E0,2.780784797E0,2.852927769E0,3.105830397E2,6.086976348E0,5.094070093E0
2.603007792E2,5.239104280E1,4.884804153E0,2.743896934E0,2.965773903E0,3.042872577E2,6.494925286E0,5.230547576E0
2.613007669E2,5.239105568E1,4.884768673E0,2.715892144E0,2.677023234E0,3.032003955E2,6.882476739E0,5.526701879E0
2.623007545E2,5.239107239E1,4.884735260E0,2.631737407E0,2.626322793E0,3.043907529E2,7.250650616E0,5.913270948E0
2.633007406E2,5.239109094E1,4.884699636E0,2.570278178E0,2.741595757E0,3.070609315E2,7.600415755E0,6.270466915E0
2.643007281E2,5.239110810E1,4.884669879E0,2.842465371E0,2.637249908E0,3.112904749E2,7.932692695E0,6.638695584E0
2.653007143E2,5.239112665E1,4.884636469E0,2.854900733E0,2.699666555E0,3.108123072E2,8.248355796E0,6.917081634E0
2.663006997E2,5.239113021E1,4.884621940E0,2.627687333E0,1.516861346E0,3.037193070E2,8.548235833E0,7.715622643E0
2.673006850E2,5.239114908E1,4.884573160E0,2.688271691E0,2.868106101E0,3.029386622E2,8.833121681E0,7.184366745E0
2.683006694E2,5.239115111E1,4.884560024E0,2.535142345E0,1.350002498E0,2.976579595E2,9.103763382E0,8.205717025E0
2.693006550E2,5.239116208E1,4.884523856E0,2.590914828E0,1.440084584E0,2.922214872E2,8.856304936E0,7.993604632E0
2.703006390E2,5.239116786E1,4.884494079E0,1.681950789E0,1.591880121E0,2.864236708E2,8.701790195E0,7.855581871E0
2.713006234E2,5.239117883E1,4.884462843E0,2.172600145E0,1.378418919E0,2.912859734E2,8.491418981E0,7.789248502E0
2.723006076E2,5.239118778E1,4.884413098E0,1.897374697E0,2.459764388E0,2.886341247E2,8.272400242E0,7.217588065E0
2.733005918E2,5.239119395E1,4.884389844E0,1.809234048E0,1.404347817E0,2.880816096E2,8.071148280E0,7.429803939E0
2.743005753E2,5.239119719E1,4.884346724E0,2.182545397E0,1.491845645E0,2.826530752E2,7.899208277E0,7.301033836E0
2.753005586E2,5.239120242E1,4.884305012E0,2.339352315E0,1.836158243E0,2.811361238E2,7.678805989E0,7.057305406E0
2.763005425E2,5.239121167E1,4.884273811E0,2.630573912E0,1.326585675E0,2.861604258E2,7.453400475E0,6.874358064E0
2.773005247E2,5.239122118E1,4.884226990E0,2.524035960E0,2.416688319E0,2.871015314E2,7.340276507E0,6.244773143E0
2.783005080E2,5.239123027E1,4.884163289E0,2.340341525E0,3.266477011E0,2.856396089E2,7.233950838E0,5.599610525E0
2.793004911E2,5.239122865E1,4.884162426E0,2.586386510E0,1.470317215E0,2.823850185E2,7.143474270E0,6.096666441E0
2.803004733E2,5.239123242E1,4.884126905E0,2.433516504E0,1.423160390E0,2.800102253E2,7.131659071E0,5.995784928E0
2.813004560E2,5.239124202E1,4.884084120E0,2.521295365E0,2.313197541E0,2.850097963E2,7.020251084E0,5.524465284E0
2.823004383E2,5.239124226E1,4.884060091E0,2.773354741E0,1.337729658E0,2.825409132E2,6.955057458E0,5.799637995E0
2.833004209E2,5.239125835E1,4.883999035E0,2.329931681E0,2.843935018E0,2.878898210E2,6.774042223E0,5.370203278E0
2.843004037E2,5.239126230E1,4.883969303E0,2.322108835E0,2.188747279E0,2.845706311E2,6.668313384E0,5.463529571E0
2.853003855E2,5.239126800E1,4.883935249E0,2.361601763E0,1.724050346E0,2.855966426E2,6.558908590E0,5.524726771E0
2.863003674E2,5.239127328E1,4.883895013E0,2.135746774E0,1.798979298E0,2.844768433E2,6.431193500E0,5.533163431E0
2.873003500E2,5.239127895E1,4.883857644E0,2.145945064E0,1.745779629E0,2.864257941E2,6.295248046E0,5.489375999E0
2.883003310E2,5.239128691E1,4.883821128E0,1.818920543E0,1.714081760E0,2.895613779E2,6.187179663E0,5.391466839E0
2.893003136E2,5.239128468E1,4.883778157E0,2.110811822E0,1.826669711E0,2.784318775E2,6.167513909E0,5.441770038E0
2.903002948E2,5.239129804E1,4.883742991E0,1.784988546E0,1.797226918E0,2.902646578E2,6.068133790E0,5.412932295E0
2.913002769E2,5.239130096E1,4.883700620E0,2.049698082E0,1.831253482E0,2.832153891E2,6.070393689E0,5.418557896E0
2.923002578E2,5.239130547E1,4.883662473E0,1.619333496E0,1.811100827E0,2.822266143E2,5.932897670E0,5.347810517E0
2.933002402E2,5.239131361E1,4.883627014E0,1.692454446E0,1.830802607E0,2.860878577E2,5.927592739E0,5.260504045E0
2.943002213E2,5.239131840E1,4.883585934E0,1.912676889E0,1.868306484E0,2.830109085E2,5.912261848E0,5.206778656E0
2.953002027E2,5.239132534E1,4.883548450E0,1.710412500E0,1.874769182E0,2.844896004E2,5.837379942E0,5.194562239E0
2.963001845E2,5.239133340E1,4.883509303E0,2.098693064E0,1.916019143E0,2.858440458E2,5.818009607E0,5.255286134E0
2.973001652E2,5.239133697E1,4.883466283E0,2.156424263E0,1.883570504E0,2.816135643E2,5.781898227E0,5.247701197E0
2.983001462E2,5.239134247E1,4.883423559E0,2.184387715E0,1.927417824E0,2.830987621E2,5.817757390E0,5.347698178E0
2.993001276E2,5.239134619E1,4.883385426E0,2.098853892E0,1.882468295E0,2.817924187E2,5.811468953E0,5.354608175E0
3.003001090E2,5.239135346E1,4.883343832E0,2.245603219E0,1.921419715E0,2.854105548E2,5.813439175E0,5.334158028E0
3.013000900E2,5.239135685E1,4.883305488E0,2.118428067E0,1.836694081E0,2.836973864E2,5.811284503E0,5.269540347E0
3.023000722E2,5.239136204E1,4.883267129E0,2.302911269E0,1.854648471E0,2.840451518E2,5.795547134E0,5.176728477E0
3.033000532E2,5.239136473E1,4.883228527E0,1.970727023E0,1.867180143E0,2.797653296E2,5.815949924E0,5.398467931E0
3.043000336E2,5.239137444E1,4.883191663E0,2.452248363E0,1.877346669E0,2.858729770E2,5.777215353E0,5.364711350E0
3.053000150E2,5.239137699E1,4.883151205E0,2.639964469E0,1.913617014E0,2.807409044E2,5.796591129E0,5.369281354E0
3.062999959E2,5.239138391E1,4.883114348E0,2.834375025E0,1.918766394E0,2.840351226E2,5.694977623E0,5.223137548E0
3.072999772E2,5.239138789E1,4.883076336E0,2.440158530E0,1.914340059E0,2.827160359E2,5.616608277E0,5.159426004E0
3.082999583E2,5.239139452E1,4.883041498E0,2.276675020E0,1.840670527E0,2.860458756E2,5.565506001E0,5.113449876E0
3.092999390E2,5.239139415E1,4.883006516E0,2.361994625E0,1.837966498E0,2.789464537E2,5.568583087E0,4.936739396E0
3.102999200E2,5.239140032E1,4.882977117E0,2.293897737E0,1.786747137E0,2.835249395E2,5.656309220E0,5.073819971E0
3.112999014E2,5.239140286E1,4.882938389E0,2.460398705E0,1.896993313E0,2.822513953E2,5.764041097E0,5.111124325E0
3.122998822E2,5.239140699E1,4.882902118E0,2.153595758E0,1.862780601E0,2.825624954E2,5.799313595E0,4.897854908E0
3.132998625E2,5.239141296E1,4.882866533E0,2.254061220E0,1.899544515E0,2.832989429E2,5.812118993E0,4.999106720E0
3.142998437E2,5.239141732E1,4.882831232E0,2.638546198E0,1.912063247E0,2.821222986E2,5.838737401E0,4.898084773E0
3.152998244E2,5.239142169E1,4.882794279E0,2.900300059E0,1.857703868E0,2.824609555E2,5.825398635E0,4.959468923E0
3.162998055E2,5.239142528E1,4.882757089E0,2.947453612E0,1.874134413E0,2.827962258E2,5.757311154E0,4.824953091E0
3.172997864E2,5.239143049E1,4.882719696E0,2.811813401E0,1.905896333E0,2.839846958E2,5.602420624E0,4.621746060E0
3.182997669E2,5.239143369E1,4.882679412E0,2.566200248E0,1.900666300E0,2.839805670E2,5.638752424E0,4.707137025E0
3.192997477E2,5.239144600E1,4.882623736E0,2.267279168E0,2.563562805E0,2.892743511E2,5.635627944E0,4.482145481E0
3.202997289E2,5.239144995E1,4.882585715E0,2.273691319E0,1.914226066E0,2.838003552E2,6.066144286E0,4.898438244E0
3.212997097E2,5.239145643E1,4.882529877E0,2.187245541E0,2.351952101E0,2.826049355E2,6.475134758E0,5.121338764E0
3.222996899E2,5.239146531E1,4.882489563E0,2.077788497E0,2.121928136E0,2.844372046E2,6.863675733E0,5.519279620E0
3.232996711E2,5.239146905E1,4.882442148E0,2.121615344E0,1.944726693E0,2.824633378E2,7.232789707E0,5.767163539E0
3.242996516E2,5.239147951E1,4.882391760E0,2.037202557E0,2.676044871E0,2.868914311E2,7.583447894E0,5.930340907E0
3.252996323E2,5.239148096E1,4.882358194E0,1.973280014E0,1.913549355E0,2.828436094E2,7.916573227E0,6.349266981E0
3.262996141E2,5.239149024E1,4.882288669E0,1.911879529E0,3.218919909E0,2.835141661E2,8.233042149E0,6.276534286E0
3.272995943E2,5.239149405E1,4.882262650E0,1.970012677E0,1.989910407E0,2.821369777E2,8.533687847E0,6.892724538E0
3.282995753E2,5.239150525E1,4.882216712E0,1.903070776E0,2.044480348E0,2.876751460E2,8.819301157E0,7.061502030E0
3.292995554E2,5.239151112E1,4.882168690E0,2.121238575E0,2.391359958E0,2.844871008E2,9.090633812E0,7.022609693E0
3.302995366E2,5.239151678E1,4.882128435E0,2.215982727E0,1.918021339E0,2.840167666E2,9.348399885E0,7.430452485E0
3.312995169E2,5.239152542E1,4.882077806E0,2.227720411E0,2.310177663E0,2.843090116E2,9.593277602E0,7.595511458E0
3.322994982E2,5.239153067E1,4.882039985E0,2.015563678E0,1.986630535E0,2.829716902E2,9.825911410E0,8.146141211E0
3.332994785E2,5.239154057E1,4.881993976E0,2.097742811E0,2.044654539E0,2.877864045E2,1.004691355E1,7.945425920E0
3.342994593E2,5.239154699E1,4.881948232E0,2.082511072E0,2.308820119E0,2.851167345E2,1.025686556E1,7.916448399E0
3.352994395E2,5.239155410E1,4.881902457E0,2.217889041E0,2.235063397E0,2.848251868E2,1.045632001E1,8.041570304E0
3.362994202E2,5.239156212E1,4.881845331E0,2.083782785E0,2.966236006E0,2.835766409E2,1.064580168E1,7.832698626E0
3.372994014E2,5.239157081E1,4.881798000E0,1.919562100E0,2.907530187E0,2.855133174E2,1.082580927E1,7.980393621E0
3.382993821E2,5.239157125E1,4.881748680E0,2.170434376E0,2.848703608E0,2.784433623E2,1.099681659E1,7.998193317E0
3.392993625E2,5.239156977E1,4.881693328E0,3.148763849E0,3.059111410E0,2.721804383E2,1.115927349E1,8.387473617E0
3.402993433E2,5.239157706E1,4.881655677E0,2.934942627E0,2.823897732E0,2.780962469E2,1.131360756E1,8.459572252E0
3.412993244E2,5.239158698E1,4.881612051E0,2.734847305E0,2.887426288E0,2.843218888E2,1.146022486E1,8.525587526E0
3.422993048E2,5.239159564E1,4.881577077E0,2.955967241E0,2.647418265E0,2.884686582E2,1.159951136E1,8.233791998E0
3.432992855E2,5.239160154E1,4.881535536E0,2.645611027E0,2.644348036E0,2.873863387E2,1.173183351E1,8.373802657E0
3.442992665E2,5.239160630E1,4.881484186E0,2.850549404E0,2.961940951E0,2.843854143E2,1.185753951E1,8.574228395E0
3.452992471E2,5.239160945E1,4.881446263E0,2.417453080E0,2.768588814E0,2.810913294E2,1.197696026E1,8.678263014E0
3.462992281E2,5.239161463E1,4.881405455E0,2.581982936E0,2.750347632E0,2.804384920E2,1.209040997E1,8.785583741E0
3.472992088E2,5.239161889E1,4.881364814E0,2.252031343E0,2.636535121E0,2.793552179E2,1.219818720E1,8.769956354E0
3.482991891E2,5.239161593E1,4.881324615E0,2.623246685E0,2.579929776E0,2.721634656E2,1.230057555E1,8.793574611E0
3.492991699E2,5.239161049E1,4.881278601E0,2.560322991E0,2.655502390E0,2.657320904E2,1.239784454E1,8.881078172E0
3.502991501E2,5.239160216E1,4.881239973E0,2.553714013E0,2.697041013E0,2.558851624E2,1.249025002E1,8.943990151E0
3.512991315E2,5.239159413E1,4.881200533E0,2.502979654E0,2.787295552E0,2.473927002E2,1.257803523E1,8.875581755E0
3.522991121E2,5.239158145E1,4.881158649E0,2.467644966E0,2.844782431E0,2.473927002E2,1.266143123E1,8.978837483E0
3.532990924E2,5.239157007E1,4.881119794E0,2.081555563E0,2.885720630E0,2.414989777E2,1.274065729E1,9.218373437E0
3.542990733E2,5.239155934E1,4.881084888E0,2.124335107E0,2.785721196E0,2.374151611E2,1.281592211E1,9.378708729E0
3.552990545E2,5.239154610E1,4.881052872E0,1.808286229E0,2.757448833E0,2.341446228E2,1.288742368E1,9.137135031E0
3.562990342E2,5.239153160E1,4.881027780E0,1.829683206E0,2.529184125E0,2.341446228E2,1.295535027E1,8.814306612E0
3.572990158E2,5.239150860E1,4.880991441E0,1.828573818E0,2.650164349E0,2.360015869E2,1.301988045E1,9.248808340E0
3.582989960E2,5.239148942E1,4.880958824E0,1.529924462E0,2.729619833E0,2.360015869E2,1.308118415E1,9.419535856E0
3.592989769E2,5.239147920E1,4.880946571E0,1.573612371E0,1.753864490E0,2.360015869E2,1.313942280E1,1.002714176E1
3.603002338E2,5.239145587E1,4.880890035E0,1.786739030E0,3.315693849E0,2.360015869E2,1.319474935E1,9.758051201E0
3.613002384E2,5.239145232E1,4.880881441E0,1.925213676E0,1.702428932E0,2.360015869E2,1.324730970E1,1.030290494E1
3.623002346E2,5.239143979E1,4.880850427E0,2.216353858E0,1.538154446E0,2.365575256E2,1.329724199E1,1.084384428E1
3.633002462E2,5.239142784E1,4.880820855E0,2.283738306E0,1.906387782E0,2.365575256E2,1.334467762E1,1.088947270E1
3.643002474E2,5.239141988E1,4.880801141E0,1.963223758E0,1.467767472E0,2.365575256E2,1.338974141E1,1.084874297E1
3.653002441E2,5.239142103E1,4.880803999E0,1.995900742E0,1.742939743E0,2.365575256E2,1.343255190E1,1.064220468E1
3.663002683E2,5.239144089E1,4.880821659E0,2.458491484E0,2.508737081E0,3.504153790E2,1.347322190E1,1.041591530E1
3.673002961E2,5.239145745E1,4.880827620E0,2.011394646E0,1.627067982E0,7.688361070E0,1.351185867E1,1.145643517E1
3.683003095E2,5.239147716E1,4.880822760E0,1.581723629E0,1.748793816E0,3.547308586E2,1.354856333E1,1.153223200E1
3.693003381E2,5.239150064E1,4.880814669E0,1.189182618E0,2.103252093E0,3.520411578E2,1.358343284E1,1.172088483E1
3.703003681E2,5.239152350E1,4.880796140E0,1.015040142E0,1.545154802E0,3.455330536E2,1.361655891E1,1.195538936E1
3.713003831E2,5.239162327E1,4.880686926E0,9.452293459E-1,2.538344200E0,3.437257690E2,1.364802845E1,1.156402139E1
3.723004119E2,5.239163761E1,4.880673831E0,8.594011711E-1,1.559762998E0,3.344703369E2,1.367792491E1,1.234663675E1
3.733004407E2,5.239167254E1,4.880640219E0,8.900896199E-1,3.154593481E0,3.344703369E2,1.370632601E1,1.156448560E1
3.743004568E2,5.239167814E1,4.880621667E0,6.894253585E-1,1.680081803E0,3.148983459E2,1.373330776E1,1.222281886E1
3.753004733E2,5.239169525E1,4.880592328E0,1.019220908E0,1.595215974E0,3.101948242E2,1.320860276E1,1.203647808E1
3.763004882E2,5.239170541E1,4.880557174E0,6.599903349E-1,1.647962829E0,3.081902466E2,1.278080780E1,1.199510960E1
3.773005004E2,5.239171932E1,4.880527036E0,6.711505121E-1,1.546390277E0,3.002738953E2,1.238422713E1,1.176565718E1
3.783005116E2,5.239173026E1,4.880491975E0,8.215444162E-1,1.576471489E0,2.948138428E2,1.201468035E1,1.145579862E1
3.793005208E2,5.239174182E1,4.880455722E0,8.288109442E-1,1.647948526E0,2.936604614E2,1.158352202E1,1.127042680E1
3.803005288E2,5.239175215E1,4.880424948E0,5.571089117E-1,1.596964601E0,2.907144470E2,1.114107820E1,1.080734810E1
3.813005345E2,5.239176010E1,4.880388716E0,6.392371375E-2,1.587013813E0,2.907144470E2,1.083176345E1,1.041834735E1
3.823005402E2,5.239176804E1,4.880351532E0,-2.887369972E-2,1.659023218E0,2.880021362E2,1.043811168E1,1.011264423E1
3.833005430E2,5.239177709E1,4.880321237E0,-1.785672605E-1,1.568099245E0,2.880021362E2,1.014806024E1,9.739158155E0
3.843005452E2,5.239178439E1,4.880282383E0,-2.852776954E-1,1.673749936E0,2.880021362E2,9.903479433E0,9.508060348E0
3.853005455E2,5.239179268E1,4.880247096E0,-4.024490872E-1,1.533353945E0,2.880021362E2,9.671505966E0,9.530334850E0
3.863005458E2,5.239179943E1,4.880205344E0,-2.154266927E-1,1.630454261E0,2.880021362E2,9.417732403E0,9.414305064E0
3.873005444E2,5.239180834E1,4.880168923E0,-3.979714308E-2,1.645019816E0,2.886092224E2,9.246783330E0,9.291779071E0
3.883005424E2,5.239181521E1,4.880127197E0,-5.210224865E-1,1.616393042E0,2.886092224E2,9.035478078E0,9.225750396E0
3.893005401E2,5.239182494E1,4.880085501E0,-1.745314086E-1,1.607731735E0,2.886092224E2,8.893414889E0,9.201996857E0
3.903005358E2,5.239183395E1,4.880044623E0,-1.740585519E-1,1.632584880E0,2.886092224E2,8.732726009E0,9.121842038E0
3.913005315E2,5.239184244E1,4.880002915E0,2.836541301E-1,1.638727511E0,2.908112183E2,8.535268200E0,9.079864020E0
3.923005266E2,5.239185205E1,4.879961562E0,3.987996578E-1,1.620911206E0,2.908112183E2,8.359797176E0,9.041266740E0
3.933005205E2,5.239186116E1,4.879922429E0,1.907331673E-1,1.673509291E0,2.908112183E2,8.204145239E0,9.124165761E0
3.943005139E2,5.239187038E1,4.879882741E0,2.377895303E-1,1.671283835E0,2.908112183E2,8.038072217E0,8.842756216E0
3.953005062E2,5.239187942E1,4.879842720E0,1.109555177E-1,1.642141383E0,2.926027832E2,7.974289065E0,8.818523741E0
3.963004981E2,5.239188932E1,4.879803855E0,4.727056064E-2,1.647033228E0,2.926027832E2,7.861298466E0,8.682743300E0
3.973004911E2,5.239189905E1,4.879765642E0,-1.091255955E-1,1.644151829E0,2.926027832E2,7.729405511E0,8.679630692E0
3.983004818E2,5.239190878E1,4.879727420E0,-2.485459317E-1,1.646797196E0,2.926027832E2,7.664576871E0,8.684764308E0
3.993004723E2,5.239191904E1,4.879688339E0,-2.114913361E-1,1.827735458E0,2.937916565E2,7.498148680E0,8.459554398E0
4.003004625E2,5.239192773E1,4.879656120E0,-4.692201940E-1,1.560998399E0,2.937916565E2,7.395838555E0,8.408921971E0
4.013004522E2,5.239193814E1,4.879617507E0,-2.334022485E-1,1.680713558E0,2.967792053E2,7.294904837E0,8.212846062E0
4.023004416E2,5.239194906E1,4.879582159E0,-2.457355894E-2,1.611613241E0,2.967792053E2,7.202737675E0,8.263659723E0
4.033004307E2,5.239196041E1,4.879545402E0,6.659047911E-1,1.605131886E0,2.967792053E2,7.095232340E0,7.705828156E0
4.043004194E2,5.239197177E1,4.879508309E0,9.623608068E-1,1.590812012E0,2.982794189E2,7.038930120E0,7.349413143E0
4.053004085E2,5.239198412E1,4.879470782E0,1.043231027E0,1.592319504E0,2.982794189E2,6.903726907E0,7.061322866E0
4.063003964E2,5.239199660E1,4.879432859E0,1.272746019E0,1.640874667E0,2.982794189E2,6.756269691E0,6.803353886E0
4.073003839E2,5.239200938E1,4.879394024E0,1.081300880E0,1.616389663E0,2.982794189E2,6.700938839E0,6.640776755E0
4.083003719E2,5.239202231E1,4.879355936E0,1.478731540E0,1.654993479E0,2.992735291E2,6.566718456E0,6.446169434E0
4.093003591E2,5.239203531E1,4.879318053E0,9.979151012E-1,1.664521557E0,2.992735291E2,6.530048593E0,6.369955814E0
4.103003469E2,5.239204826E1,4.879279989E0,1.302831000E0,1.788855773E0,3.018994446E2,6.457433876E0,6.186784185E0
4.113003335E2,5.239206317E1,4.879240839E0,8.548876643E-1,1.841242185E0,3.018994446E2,6.383644173E0,6.006775417E0
4.123003203E2,5.239207661E1,4.879205539E0,1.015098414E0,1.879838321E0,3.018994446E2,6.279855628E0,5.931305288E0
4.133003066E2,5.239208951E1,4.879168024E0,1.210384601E0,1.791066275E0,3.018994446E2,6.262453123E0,5.902569484E0
4.143002927E2,5.239210593E1,4.879132589E0,8.107653810E-1,1.837254909E0,3.043187866E2,6.267406932E0,5.857514841E0
4.153002797E2,5.239212035E1,4.879100063E0,7.973097758E-1,1.766058336E0,3.065251770E2,6.308133470E0,5.943282570E0
4.163002656E2,5.239213701E1,4.879063299E0,4.045525305E-1,1.921087990E0,3.065251770E2,6.325535843E0,6.006426085E0
4.173002516E2,5.239215234E1,4.879029474E0,8.282298278E-1,1.812042056E0,3.065251770E2,6.232506353E0,5.945091740E0
4.183002378E2,5.239216753E1,4.878992071E0,9.463426871E-1,1.787684583E0,3.065251770E2,6.134181210E0,5.826655727E0
4.193002226E2,5.239218243E1,4.878953009E0,1.002930882E0,1.872576484E0,3.040505676E2,6.014392367E0,5.694448190E0
4.203002079E2,5.239219693E1,4.878918496E0,1.027511695E0,1.845622609E0,3.017017822E2,5.868915263E0,5.383277804E0
