"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.682314494E2,5.233489650E1,4.861835725E0,-1.143897464E-1,1.561527707E-1,0.000000000E0,7.383476261E0,5.235932939E0
1.692314436E2,5.233489611E1,4.861835288E0,-1.831794055E-1,3.997111934E-2,0.000000000E0,7.430901172E0,5.074098432E0
1.702314401E2,5.233489562E1,4.861833605E0,-5.004539005E-1,7.495661903E-2,0.000000000E0,7.471551086E0,5.106993814E0
1.712314352E2,5.233489865E1,4.861831114E0,-2.380415164E-1,8.469641054E-2,0.000000000E0,7.506781012E0,5.153661182E0
1.722314306E2,5.233489784E1,4.861830655E0,-4.441866018E-1,3.888279485E-2,0.000000000E0,7.537607201E0,5.041833179E0
1.732314264E2,5.233490031E1,4.861829259E0,-3.909683321E-1,7.482073047E-2,0.000000000E0,7.564806774E0,5.189050533E0
1.742314210E2,5.233490006E1,4.861827780E0,-4.496977841E-1,1.344637493E-2,0.000000000E0,7.672805987E0,5.128451602E0
1.752314171E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.690026726E0,5.212475247E0
1.762314115E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.705525390E0,5.102377433E0
1.772314070E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.720249120E0,5.224642090E0
1.782314016E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.734236664E0,4.913975064E0
1.792313973E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.747524831E0,4.818350668E0
1.802313927E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.760148589E0,4.709112869E0
1.812313870E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.772141160E0,4.629987664E0
1.822313832E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.783534102E0,4.557970146E0
1.832313769E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.794357397E0,4.504771333E0
1.842313727E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.804639527E0,4.463571397E0
1.852313670E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.814407551E0,4.458620605E0
1.862313628E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.823687173E0,4.428478474E0
1.872313567E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.832502814E0,4.570161476E0
1.882313521E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.840877674E0,4.481697280E0
1.892313468E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.848833790E0,4.422358588E0
1.902313417E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.856392100E0,4.378605765E0
1.912313367E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.863572495E0,4.347917052E0
1.922313323E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.870393871E0,4.324531106E0
1.932313269E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.876874177E0,4.307149290E0
1.942313218E2,5.233490000E1,4.861827782E0,-4.516475201E-1,0.000000000E0,0.000000000E0,7.883030468E0,4.294218872E0
