Time (s),Latitude (°),Longitude (°),Altitude (m),Altitude WGS84 (m),Speed (m/s),Direction (°),Distance (km),Horizontal Accuracy (m),Vertical Accuracy (m),Satellites
0.143797278404236,52.1678570635401,4.50311412011167,5.21072006225586,48.3684583007644,1.05999994277954,279.4921875,0.00178938764092165,7.92699534361149,4,-1
1.14381241798401,52.1678627946786,4.50308960359239,6.64986801147461,49.8076118083356,1.05999994277954,271.7578125,0.00686131865796779,6.4193996229196,4,-1
2.14382839202881,52.1679049025956,4.50311819202975,6.12618637084961,49.2838586656246,0.819999992847443,272.109375,0.0093952412229746,5.50832630836791,4,-1
3.14384305477142,52.1679204073352,4.50314542011382,6.13540267944336,49.2930396563693,0.5799999833107,272.4609375,0.0097394675261525,5.40494250388601,4,-1
4.14115941524506,52.167917491009,4.50314372700862,6.48055648803711,49.6381982627034,0.800000011920929,272.4609375,0.0110696879051264,4.84699040636063,4,-1
5.14113652706146,52.1679290603614,4.50313876502076,6.39730453491211,49.5549335626087,0.730000019073486,272.4609375,0.0117259929198953,4.62109474683447,4,-1
6.1411292552948,52.1679348389076,4.50314072520002,7.11251449584961,50.2701347677391,0.730000019073486,262.265625,0.0135626161410293,4.38838748925969,4,-1
7.14110314846039,52.1679389641089,4.50311464916272,6.65774154663086,49.8153703567852,0.730000019073486,262.6171875,0.0148219060596413,4.624076449768,4,-1
8.14105880260468,52.1679428311443,4.50309729461561,6.67751693725586,49.8351499353264,1.36000001430511,262.6171875,0.0161534537280981,4.56708223908866,4,-1
9.14103806018829,52.167941868401,4.50307783402892,6.95418930053711,50.1118340564482,1.49000000953674,262.6171875,0.0175250188710664,5.11397711466353,4,-1
10.1410043239594,52.1679441377882,4.50305806678528,6.72146224975586,49.8791146213468,1.36000001430511,262.96875,0.0188530401254914,4.06123060803083,4,-1
11.140966296196,52.1679433341607,4.50303863883532,6.72146246116608,49.879126360987,1.36000001430508,262.968734419358,0.0199763197491681,4.60635552223632,3.99999999999999,-1
12.1409440040588,52.1679453390292,4.50302249639546,7.09774417895824,50.2554140958949,1.25999999046323,262.617173075925,0.021188288245227,4.87908260580486,3.99999999999999,-1
13.140904545784,52.167954022737,4.50301175654676,7.15584961790592,50.3135137436487,1.09000003337859,292.499988375663,0.0226527057947793,4.76709509418639,3.99999999999999,-1
14.1408694982529,52.1679581435014,4.50299136270712,7.63656255789101,50.7942321695025,1.35000002384183,292.148423066576,0.0239327244378061,4.44332579676243,4.0089976147177,-1
15.1408494710922,52.1679603136709,4.50297293099195,8.05111333914101,51.2087899798894,1.35000002384183,291.79686053057,0.0263159868376796,4.58869376945413,4.16471263572604,-1
16.1408146619797,52.1679475175403,4.50294489766244,8.82406255789101,51.9817713401021,1.35000002384183,250.66404779567,0.027708638209148,4.66774295831294,3.29056176775234,-1
17.1407797336578,52.1679432392983,4.50292570622362,9.0130273392424,52.170752152634,1.0199999809265,244.687489356356,0.0289951826833195,4.70578319648048,3.40264030294803,-1
18.1407606601715,52.1679416699263,4.50290701663078,9.2456323588267,52.4033693234205,1.24000000953672,244.687487060496,0.0301728820983384,4.72621077129274,3.37810225050834,-1
19.1407432556152,52.1679452577139,4.50289076957655,9.53420656919479,52.6919474978809,1.19000005722044,244.687487582254,0.0314684437915536,4.74865153019176,3.27529160437463,-1
20.1407289505005,52.167948442836,4.50287249702271,9.85439699888229,53.0121435185193,1.19000005722044,244.687487582249,0.0328047424387421,4.74865153019176,3.37490279903595,-1
21.1407158374786,52.1679504300801,4.50285317331313,9.5025293212384,52.6602835939182,1.19000005722044,245.039050046445,0.0344070538364786,4.74865153019176,3.17117980509818,-1
22.1407041549683,52.1679604942728,4.50283635905044,8.88045899011195,52.0382089019405,1.08000004291533,274.570300072794,0.0357851702054409,5.04434961408197,3.00000000000002,-1
23.1406946182251,52.1679682704178,4.50285209343257,9.15749747212976,52.3152285523583,0.209999993443489,NaN,0.0374844562520214,5.60348370794237,4,-1
24.1406848430634,52.167983081792,4.50284595739996,9.044826624915,52.2025412706087,0.810000002384179,318.164056263458,0.038470089699189,4.87194613927376,3.99999999999999,-1
25.140677690506,52.1679913257511,4.50284064724417,8.91268551256508,52.0703920308179,0.810000002384179,318.515618806314,0.0391256452415982,5.09329028512013,3.99999999999999,-1
26.1406718492508,52.1679971006229,4.50283871235907,8.72188961412758,51.8795894783979,0.790000021457666,306.562492675325,0.0397102386156964,5.36744304871954,4,-1
27.1406669616699,52.1680018312479,4.5028349726816,9.72603999637067,52.8837355696741,0.730000019073482,298.124992568337,0.0404431943921252,5.47173265213543,4,-1
28.1406633853912,52.1680053563762,4.502825891651,9.7781029837206,52.9357987475889,0.730000019073482,292.499992214761,0.0404743503477789,5.01222979372292,3.99999999999999,-1
29.1406598091126,52.168005229325,4.5028254844904,9.28768547158688,52.4453816239242,0.330000013113021,285.46874632867,0.0415886196247192,4.85589249581788,4,-1
30.1406587362289,52.1680044041371,4.50280920200872,9.03628170769662,52.1939877240784,0.829999983310692,270.7031154197,0.0456439633149874,4.83406008806489,3.99999999999999,-1
31.1406568288803,52.1680347391245,4.50277619337366,2.23151033185422,45.3891936925065,1.70348549437542,275.843358156796,0.046825597199167,9.3790525627524,3,-1
32.1406576633453,52.168034388454,4.50275887709468,2.39102240372449,45.548715552658,1.19973668252824,276.957039406865,0.0488040452165009,8.82470443374128,3,-1
33.1406582593918,52.1680223573347,4.50273750526909,2.43684719968587,45.5945678847944,1.48210262588311,259.64828871885,0.0509039132572453,8.55523659244053,3,-1
